mode,role,domain,feature_set_id,config_id,calibration,threshold_policy,threshold,seed,n_features,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,train_precision,train_recall,train_balanced_accuracy,val_precision,val_recall,val_balanced_accuracy,overfit_gap_train_val_ba,generalization_gap_val_holdout_ba,overfit_warning,baseline_holdout_precision,baseline_holdout_recall,baseline_holdout_ba,baseline_holdout_pr_auc,baseline_holdout_brier,delta_vs_baseline_precision,delta_vs_baseline_ba,delta_vs_baseline_pr_auc,delta_vs_baseline_brier,material_gain_vs_baseline,quality_label,ceiling_status,should_keep_improving,final_status,notes,ranking_score,stability_penalty,ranking_score_adj
psychologist_2_3,psychologist,anxiety,precision_oriented_subset,rf_precision_push,isotonic,balanced,0.2299999999999999,20261101,41,0.9058823529411764,0.8953488372093024,0.9796954314720812,0.937522134340692,0.9005847953216374,0.9898182032817848,0.930287612715468,0.0302180148379456,0.9657794676806084,0.9844961240310076,0.9884409554165192,0.9506172839506172,0.8953488372093024,0.9425982764726716,0.0458426789438476,0.0050761421319796,no,0.9493670886075948,0.872093023255814,0.9309703694959272,0.964800534777542,0.0295723683041729,-0.0434847356664184,0.0065517648447646,-0.034512922062074,0.0006456465337727,no,muy_bueno,ceiling_confirmed,no_practical_ceiling_confirmed,FROZEN_PRIMARY,clean_universe_no_external_scores,0.8419274662409154,0.03055129264549632,0.8113761735954191
psychologist_1_3,psychologist,anxiety,engineered_full,rf_precision_push,isotonic,precision_min_recall,0.61,20261119,69,0.953846153846154,0.7209302325581395,0.9923857868020304,0.856658009680085,0.8211920529801324,0.9836058316609608,0.9167286511795306,0.0355709159204354,1.0,0.7751937984496124,0.8875968992248062,0.953846153846154,0.7209302325581395,0.856658009680085,0.0309388895447212,0.0,no,0.9102564102564102,0.8255813953488372,0.9039074489434542,0.949352830947655,0.0368786629580916,0.0435897435897436,-0.0472494392633692,-0.0326241797681243,-0.0013077470376561,no,aceptable,near_ceiling,no,FROZEN_WITH_CAVEAT,clean_universe_no_external_scores,0.8213948910561766,0.01856333372683272,0.8028315573293439
psychologist_full,psychologist,adhd,engineered_full,rf_precision_push,isotonic,precision_min_recall,0.5049999999999999,20261101,161,0.9294117647058824,0.8404255319148937,0.9844559585492229,0.9124407452320582,0.88268156424581,0.9892652408775218,0.9271313857162288,0.0302329344052168,1.0,0.9574468085106383,0.9787234042553192,1.0,0.925531914893617,0.9627659574468084,0.0159574468085107,0.0503252122147502,no,0.9577464788732394,0.723404255319149,0.8578161172968801,0.9187174886685264,0.0577929051231592,-0.028334714167357,0.054624627935178,0.0084138970477025,-0.0275599707179423,yes,muy_bueno,marginal_room_left,yes,FROZEN_PRIMARY,clean_universe_no_external_scores,0.8392580526060401,0.039769595413956534,0.7994884571920836
caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,isotonic,balanced,0.3349999999999999,20261119,44,0.8735632183908046,0.8837209302325582,0.9720812182741116,0.9279010742533348,0.8786127167630058,0.9918840750796836,0.9524808419049928,0.0306755822953721,0.9770114942528736,0.9883720930232558,0.991647975445638,0.9382716049382716,0.8837209302325582,0.9355152874513044,0.0561326879943335,0.0076142131979695,no,0.9487179487179488,0.8604651162790697,0.9251564160075552,0.9663347506901182,0.0296649041965858,-0.075154730327144,0.0027446582457797,-0.0138539087851252,0.0010106780987863,no,bueno,ceiling_confirmed,no_practical_ceiling_confirmed,FROZEN_PRIMARY,clean_universe_no_external_scores,0.829486143159647,0.038248140715381795,0.7912380024442651
caregiver_1_3,caregiver,conduct,precision_oriented_subset,rf_baseline,none,recall_constrained,0.59,20261101,20,0.9019607843137256,0.8625,0.953125,0.9078125,0.8817891373801917,0.97841796875,0.9500801871541836,0.0563854385479201,1.0,0.9603340292275574,0.9801670146137786,0.9251700680272108,0.8553459119496856,0.91053899958855,0.0696280150252286,0.0027264995885499,no,0.8805031446540881,0.875,0.9078125,0.9470554141527294,0.059860580396651,0.0214576396596374,0.0,0.0030247730014542,-0.0034751418487308,yes,bueno,marginal_room_left,yes,FROZEN_PRIMARY,clean_universe_no_external_scores,0.8314129123294097,0.0434127087682671,0.7880002035611426
caregiver_1_3,caregiver,anxiety,engineered_full,rf_pos_weight_mid,isotonic,recall_constrained,0.3199999999999999,20261101,58,0.8875,0.8255813953488372,0.9771573604060914,0.9013693778774644,0.8554216867469879,0.9767441860465116,0.9266917820093952,0.0368358394115982,0.967479674796748,0.9224806201550388,0.9578562153228662,0.9012345679012346,0.8488372093023255,0.9142663203872036,0.0435898949356627,0.0128969425097391,no,0.9054054054054054,0.7790697674418605,0.8806516349899658,0.90564205843727,0.0487191975520662,-0.0179054054054054,0.0207177428874985,0.0210497235721253,-0.011883358140468,yes,muy_bueno,marginal_room_left,yes,FROZEN_PRIMARY,clean_universe_no_external_scores,0.8177444438342385,0.03389210246724107,0.7838523413669974
psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,sigmoid,recall_constrained,0.6449999999999999,20261101,27,0.9090909090909092,0.8125,0.959375,0.8859375,0.858085808580858,0.97728515625,0.9542627941351364,0.0585440516294588,1.0,0.9791231732776616,0.9895615866388308,0.9357142857142856,0.8238993710691824,0.8979309939458062,0.0916305926930246,0.0119934939458061,yes,0.8860759493670886,0.875,0.909375,0.9553047258451356,0.0582668546696387,0.0230149597238205,-0.0234375,-0.0010419317099992,0.00027719695982,no,aceptable,near_ceiling,no,FROZEN_WITH_CAVEAT,clean_universe_no_external_scores,0.8245951424503316,0.06217445198329842,0.7624206904670332
psychologist_full,psychologist,depression,engineered_full,rf_pos_weight_mid,sigmoid,balanced,0.3449999999999999,20261101,161,0.8375,0.8170731707317073,0.9673366834170856,0.8922049270743964,0.8271604938271605,0.9846488540262286,0.9406015747168404,0.0391595556582478,0.976,0.9959183673469388,0.9954487234224234,0.9113924050632912,0.8780487804878049,0.9302304203946562,0.0652183030277672,0.0380254933202598,no,0.9104477611940298,0.7439024390243902,0.8644135310699841,0.8981755376513814,0.046838858502606,-0.0729477611940297,0.0277913960044122,0.042426037065459,-0.0076793028443582,yes,aceptable,marginal_room_left,yes,FROZEN_WITH_CAVEAT,clean_universe_no_external_scores,0.7970120185673972,0.061946277808816196,0.735065740758581
caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,isotonic,recall_constrained,0.2149999999999999,20261119,98,0.8313253012048193,0.8414634146341463,0.964824120603015,0.9031437676185808,0.8363636363636363,0.9573630346856232,0.8434143874736915,0.0454553863622029,0.9409448818897638,0.9755102040816328,0.9814789514132012,0.8539325842696629,0.926829268292683,0.9470829758548842,0.034395975558317,0.0439392082363034,no,0.8888888888888888,0.7804878048780488,0.8801936511827431,0.8593944780351532,0.0488891009890781,-0.0575635876840695,0.0229501164358376,-0.0159800905614617,-0.0034337146268752,yes,malo,marginal_room_left,only_if_new_signal,HOLD_FOR_LIMITATION,clean_universe_no_external_scores,0.78160912501009,0.04700111027677224,0.7346080147333177
caregiver_full,caregiver,depression,engineered_pruned,rf_precision_push,isotonic,precision_min_recall,0.5049999999999999,20261101,85,0.8481012658227848,0.8170731707317073,0.9698492462311558,0.8934612084814315,0.8322981366459627,0.9732657188380928,0.8665383358161101,0.0460333133377602,0.9484126984126984,0.9755102040816328,0.9823157714968832,0.8987341772151899,0.8658536585365854,0.9228765780120112,0.059439193484872,0.0294153695305797,no,0.8732394366197183,0.7560975609756098,0.8667422478244883,0.86001980524993,0.04689075478381,-0.0251381707969334,0.0267189606569432,0.00651853056618,-0.0008574414460498,yes,aceptable,marginal_room_left,yes,FROZEN_WITH_CAVEAT,clean_universe_no_external_scores,0.7876727488177071,0.05331273780927102,0.7343600110084361
caregiver_1_3,caregiver,elimination,engineered_compact,rf_pos_weight_mid,none,precision_min_recall,0.7999999999999999,20261119,26,0.9411764705882352,0.6153846153846154,0.9953271028037384,0.805355859094177,0.7441860465116279,0.9909013299784328,0.8786487353369938,0.0219286973310881,1.0,0.8451612903225807,0.9225806451612903,1.0,0.6923076923076923,0.8461538461538461,0.0764267990074442,0.0407979870596691,yes,0.8333333333333334,0.6730769230769231,0.8283608914450036,0.8715836876493683,0.034085153490601,0.1078431372549019,-0.0230050323508266,0.0070650476876255,-0.0121564561595128,yes,malo,marginal_room_left,only_if_new_signal,HOLD_FOR_LIMITATION,clean_universe_no_external_scores,0.78769693253053,0.07033487164026797,0.717362060890262
psychologist_2_3,psychologist,depression,full_eligible,rf_pos_weight_mid,isotonic,recall_constrained,0.5049999999999999,20261101,102,0.8271604938271605,0.8170731707317073,0.964824120603015,0.8909486456673612,0.8220858895705522,0.9556777791396004,0.8330408560571644,0.0479028069363223,0.9457364341085271,0.9959183673469388,0.9921014430876952,0.875,0.8536585365853658,0.9142664542223312,0.0778349888653642,0.0233178085549699,yes,0.8873239436619719,0.7682926829268293,0.8740960902071333,0.8437866843676272,0.04841563439892,-0.0601634498348113,0.0168525554602279,-0.0107458283104627,-0.0005128274625976,yes,malo,marginal_room_left,only_if_new_signal,HOLD_FOR_LIMITATION,clean_universe_no_external_scores,0.7725143190995853,0.060691678452200463,0.7118226406473849
psychologist_1_3,psychologist,elimination,engineered_compact,rf_regularized,sigmoid,precision_min_recall,0.6749999999999999,20261101,30,0.85,0.6538461538461539,0.985981308411215,0.8199137311286844,0.7391304347826086,0.9902048885693746,0.8828019558333814,0.0237666558492356,0.9858156028368794,0.896774193548387,0.947608886657462,1.0,0.6730769230769231,0.8365384615384616,0.1110704251190004,0.0166247304097771,yes,0.8378378378378378,0.5961538461538461,0.7910675772825306,0.8711771003138509,0.0369915152385598,0.0121621621621621,0.0288461538461537,0.0116248555195305,-0.0132248593893241,yes,malo,marginal_room_left,only_if_new_signal,HOLD_FOR_LIMITATION,clean_universe_no_external_scores,0.7591669304375694,0.07661709331726649,0.6825498371203029
psychologist_2_3,psychologist,adhd,engineered_pruned,rf_regularized,isotonic,precision_min_recall,0.5049999999999999,20261101,70,0.7289719626168224,0.8297872340425532,0.9248704663212436,0.8773288501818983,0.7761194029850746,0.9539604233270864,0.7337389775224177,0.0680043361765456,0.8348623853211009,0.9680851063829788,0.9607264910153236,0.8037383177570093,0.9148936170212766,0.9302447359717784,0.0304817550435452,0.0529158857898799,no,0.7142857142857143,0.6914893617021277,0.81206592437438,0.7176008715501938,0.0747194043169041,0.014686248331108,0.0652629258075183,0.0161381059722238,-0.0067150681403584,yes,malo,marginal_room_left,only_if_new_signal,HOLD_FOR_LIMITATION,clean_universe_no_external_scores,0.7117591015545514,0.05003858450005506,0.6617205170544963
psychologist_1_3,psychologist,depression,stability_pruned_subset,rf_baseline,isotonic,default_0_5,0.5,20261101,30,0.7974683544303798,0.7682926829268293,0.9597989949748744,0.8640458389508519,0.782608695652174,0.9483852187768108,0.7681311253035743,0.0565304346753685,0.9878048780487804,0.9918367346938776,0.9946631372214156,0.8333333333333334,0.7926829268292683,0.8800098051231768,0.1146533320982389,0.0159639661723249,yes,0.7866666666666666,0.7195121951219512,0.8396555950484128,0.8033035924988325,0.0576213433359125,0.0108016877637131,0.024390243902439,-0.0351724671952582,-0.0010909086605439,yes,malo,marginal_room_left,only_if_new_signal,HOLD_FOR_LIMITATION,clean_universe_no_external_scores,0.7369287791936533,0.07837037896233827,0.6585584002313151
caregiver_2_3,caregiver,adhd,engineered_compact,rf_regularized,isotonic,default_0_5,0.5,20261101,43,0.7017543859649122,0.851063829787234,0.911917098445596,0.881490464116415,0.7692307692307693,0.9492613824275162,0.7044217957677258,0.072567246649348,0.7857142857142857,0.975177304964539,0.9552052327931504,0.7946428571428571,0.946808510638298,0.9436115092051592,0.011593723587991,0.0621210450887443,yes,0.7252747252747253,0.7021276595744681,0.8186804100981149,0.7211321177427233,0.0742194317733886,-0.023520339309813,0.0628100540183,-0.0167103219749975,-0.0016521851240406,yes,malo,marginal_room_left,only_if_new_signal,HOLD_FOR_LIMITATION,clean_universe_no_external_scores,0.6983563922588707,0.044228861206041185,0.6541275310528295
caregiver_full,caregiver,adhd,engineered_compact,rf_balanced_subsample,isotonic,recall_constrained,0.4049999999999999,20261119,53,0.7403846153846154,0.8191489361702128,0.9300518134715026,0.8746003748208577,0.7777777777777778,0.9506394002866276,0.7118788252075036,0.0687218130961477,0.9463087248322148,1.0,0.993091537132988,0.819047619047619,0.9148936170212766,0.9328354095469078,0.0602561275860801,0.05823503472605,no,0.7159090909090909,0.6702127659574468,0.8027229632896042,0.7040623101829879,0.0772722284112356,0.0244755244755244,0.0718774115312534,0.0078165150245156,-0.0085504153150878,yes,malo,marginal_room_left,only_if_new_signal,HOLD_FOR_LIMITATION,clean_universe_no_external_scores,0.7106132732175321,0.07109469738727806,0.6395185758302541
caregiver_1_3,caregiver,depression,precision_oriented_subset,rf_baseline,none,recall_constrained,0.5299999999999999,20261101,20,0.8059701492537313,0.6585365853658537,0.9673366834170856,0.8129366343914696,0.7248322147651006,0.958282264983454,0.764765007527117,0.0600670985657974,0.98744769874477,0.963265306122449,0.9803774229357014,0.8356164383561644,0.7439024390243902,0.8568758426277729,0.1235015803079284,0.0439392082363033,yes,0.8055555555555556,0.7073170731707317,0.8360705968868734,0.7888509174527968,0.0610034820558506,0.0004145936981757,-0.0231339624954037,-0.0240859099256798,-0.0009363834900532,no,malo,near_ceiling,only_if_new_signal,HOLD_FOR_LIMITATION,clean_universe_no_external_scores,0.716198843961648,0.10046447312653903,0.615734370835109
caregiver_1_3,caregiver,adhd,engineered_full,rf_regularized,isotonic,default_0_5,0.5,20261119,58,0.6212121212121212,0.8723404255319149,0.8704663212435233,0.8714033733877191,0.7256637168141593,0.9276402822180576,0.6319179403335605,0.0868278728044155,0.6915422885572139,0.9858156028368794,0.939367214199096,0.704,0.9361702127659576,0.9201576452430824,0.0192095689560136,0.0487542718553632,no,0.6595744680851063,0.6595744680851063,0.7883364568404807,0.6491643421246305,0.0864918209335534,-0.0383623468729851,0.0830669165472384,-0.0172464017910699,0.000336051870862,yes,malo,marginal_room_left,only_if_new_signal,HOLD_FOR_LIMITATION,clean_universe_no_external_scores,0.6516547000867803,0.04077830448682608,0.6108763955999542
psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,isotonic,balanced,0.18,20261101,30,0.6148148148148148,0.8829787234042553,0.8652849740932642,0.8741318487487597,0.7248908296943232,0.9259453202513506,0.6375451264670481,0.0841732751976726,0.7540106951871658,1.0,0.9602763385146804,0.7007874015748031,0.946808510638298,0.9241814573916878,0.0360948811229926,0.050049608642928,no,0.65625,0.6702127659574468,0.7923602689890861,0.6568749913147705,0.0862337372397045,-0.0414351851851851,0.0817715797596736,-0.0193298648477223,-0.0020604620420318,yes,malo,marginal_room_left,only_if_new_signal,HOLD_FOR_LIMITATION,clean_universe_no_external_scores,0.6520397027143086,0.05168669385955235,0.6003530088547562
