candidate_id,domain,mode,stress_type,scenario,holdout_precision,holdout_recall,holdout_specificity,holdout_balanced_accuracy,holdout_f1,holdout_roc_auc,holdout_pr_auc,holdout_brier,delta_precision_vs_baseline,delta_recall_vs_baseline,delta_balanced_accuracy_vs_baseline,delta_pr_auc_vs_baseline,delta_brier_vs_baseline
conduct__psychologist_full,conduct,psychologist_full,missingness,missing_ratio_0.05,0.9810126582278481,0.9748427672955975,0.9906542056074766,0.982748486451537,0.9779179810725552,0.9873038264856286,0.9831761006289308,0.009491800901698148,-0.00046882325363339916,-0.02515723270440251,-0.012578616352201255,-0.016823899371069206,0.00831561864227923
conduct__psychologist_full,conduct,psychologist_full,missingness,missing_ratio_0.10,0.98,0.9245283018867925,0.9906542056074766,0.9575912537471345,0.9514563106796117,0.9619114794568859,0.9495283018867925,0.026418989101474097,-0.001481481481481528,-0.07547169811320753,-0.037735849056603765,-0.05047169811320751,0.02524280684205518
conduct__psychologist_full,conduct,psychologist_full,missingness,missing_ratio_0.20,0.9769230769230769,0.7987421383647799,0.9906542056074766,0.8946981719861282,0.8788927335640139,0.898430611885029,0.8654088050314466,0.06799662525637543,-0.004558404558404616,-0.20125786163522008,-0.10062893081761004,-0.13459119496855343,0.06682044299695651
conduct__psychologist_full,conduct,psychologist_full,mode_shortening,truncate_to_psychologist_1_3,0.0,0.0,1.0,0.5,0.0,0.5,0.33125,0.331249337501,-0.9814814814814815,-1.0,-0.49532710280373826,-0.66875,0.3300731552415811
conduct__psychologist_full,conduct,psychologist_full,mode_shortening,truncate_to_psychologist_2_3,0.9814814814814815,1.0,0.9906542056074766,0.9953271028037383,0.9906542056074766,1.0,1.0,0.0011517997240583053,0.0,0.0,0.0,0.0,-2.438253536061227e-05
conduct__psychologist_full,conduct,psychologist_full,threshold_sensitivity,threshold_shift_+0.05,0.9814814814814815,1.0,0.9906542056074766,0.9953271028037383,0.9906542056074766,1.0,1.0,0.0011761822594189176,0.0,0.0,0.0,0.0,0.0
conduct__psychologist_full,conduct,psychologist_full,threshold_sensitivity,threshold_shift_+0.10,0.9814814814814815,1.0,0.9906542056074766,0.9953271028037383,0.9906542056074766,1.0,1.0,0.0011761822594189176,0.0,0.0,0.0,0.0,0.0
conduct__psychologist_full,conduct,psychologist_full,threshold_sensitivity,threshold_shift_-0.05,0.9814814814814815,1.0,0.9906542056074766,0.9953271028037383,0.9906542056074766,1.0,1.0,0.0011761822594189176,0.0,0.0,0.0,0.0,0.0
conduct__psychologist_full,conduct,psychologist_full,threshold_sensitivity,threshold_shift_-0.10,0.9814814814814815,1.0,0.9906542056074766,0.9953271028037383,0.9906542056074766,1.0,1.0,0.0011761822594189176,0.0,0.0,0.0,0.0,0.0
depression__caregiver_2_3,depression,caregiver_2_3,missingness,missing_ratio_0.05,0.8615384615384616,0.6829268292682927,0.9773869346733668,0.8301568819708298,0.7619047619047619,0.9666625811986764,0.8454845452803682,0.05413858259676481,0.014316239316239376,-0.060975609756097504,-0.02797524206397839,-0.017471440814219585,0.002133750185690217
