domain,mode,role,active_model_required,active_model_id,source_line,source_campaign,model_family,feature_set_id,config_id,calibration,threshold_policy,threshold,seed,n_features,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,final_operational_class,overfit_flag,generalization_flag,dataset_ease_flag,confidence_pct,confidence_band,operational_caveat,recommended_for_default_use,notes,feature_list_pipe,final_class,quality_label,overfit_gap_train_val_ba,target_reason
depression,caregiver_2_3,caregiver,yes,depression__caregiver_2_3__hybrid_structural_mode_rescue_v1__extra_trees__structural_compact_2_3,v8_structural_mode_rescue_v1,hybrid_structural_mode_rescue_v1,extra_trees,structural_compact_2_3,extra_trees_structural_regularized_v1,none,f1_recall_structural_target_band,0.61,20270501,69,0.7978723404255319,0.9146341463414634,0.9522613065326632,0.9334477264370632,0.8522727272727273,0.9797156514278712,0.9079978667723728,0.0584251216087021,ACTIVE_LIMITED_USE,no,yes,no,59.0,limited,limited operational confidence; stress sensitivity,no,structural_mode_rescue_v1:blacklist_replacement;mode_subset_from_role_full_ranked_universe,mdd_duration_weeks|mdd_impairment|mdd_01_depressed_or_irritable_mood|pdd_duration_months_child|pdd_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_09_death_or_suicidal_thoughts|mdd_05_psychomotor_change|mdd_08_concentration_or_decision_difficulty|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|dmdd_irritable_between_outbursts|mdd_04_sleep_change|dmdd_outbursts_frequency_per_week|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_02_leaves_seat|dmdd_duration_months|pdd_impairment|adhd_hypimp_01_fidgets|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_05_driven_by_motor|adhd_hypimp_09_interrupts_intrudes|adhd_hypimp_06_talks_excessively|adhd_inatt_01_attention_to_detail_errors|adhd_hypimp_07_blurts_out|conduct_02_initiates_fights|adhd_hypimp_08_difficulty_waiting_turn|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_03_seems_not_listening|adhd_inatt_02_sustained_attention_difficulty|conduct_11_lies_to_obtain_or_avoid|adhd_inatt_05_organization_difficulty|conduct_03_weapon_use|conduct_05_physical_cruelty_animals|conduct_09_property_destruction|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|conduct_01_bullies_threatens_intimidates|adhd_inatt_09_forgetful_daily_activities|conduct_04_physical_cruelty_people|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_12_steals_without_confrontation|conduct_15_truancy_before_13|gad_difficulty_controlling_worry|conduct_14_runs_away_overnight|conduct_13_stays_out_at_night_before_13|conduct_10_breaks_into_house_building_car|encopresis_event_frequency_per_month|gad_excessive_worry_multiple_areas|enuresis_event_frequency_per_week|dmdd_outbursts_severity|sep_anx_02_worry_losing_attachment_figures|sep_anx_01_distress_on_separation|sep_anx_04_refuses_leaving_home_school|social_anxiety_fear_being_observed|pdd_05_concentration_difficulty|sep_anx_03_worry_event_causing_separation|sep_anx_08_physical_complaints_on_separation|sep_anx_05_fear_being_alone_without_attachment|sep_anx_06_refuses_sleep_away_or_alone|social_anxiety_fear_interactions|pdd_01_appetite_change|social_anxiety_almost_always_triggered|social_anxiety_avoid_or_endure_intense|social_anxiety_fear_negative_evaluation,HOLD_FOR_LIMITATION,malo,0.0295357090816352,methodological_weak;active_limited;caveat_rescue
depression,caregiver_full,caregiver,yes,depression__caregiver_full__v6_hotfix_v1__hgb__no_shortcut_v1,v6_hotfix_v1,hybrid_v6_quick_champion_guard_hotfix_v1,hgb,no_shortcut_v1,hgb_quick_guard_v1,none,f1_recall_target_band,0.4020000000000001,20270421,125,0.7710843373493976,0.7804878048780488,0.9522613065326632,0.866374555705356,0.7757575757575758,0.9722086039955876,0.8577614162582414,0.0522703689418287,ACTIVE_LIMITED_USE,no,no,no,59.0,limited,limited operational confidence,no,v6_quick_hotfix_guard_replacement:retrained_light,adhd_context_home|adhd_context_other|adhd_context_school|adhd_hypimp_01_fidgets|adhd_hypimp_02_leaves_seat|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_06_talks_excessively|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_hypimp_09_interrupts_intrudes|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|adhd_inatt_09_forgetful_daily_activities|adhd_onset_before_12|age_years|agor_almost_always_triggered|agor_avoid_or_need_companion|agor_duration_months|agor_escape_help_cognition|agor_fear_01_public_transport|agor_fear_02_open_spaces|agor_fear_03_enclosed_spaces|agor_fear_04_crowds_queues|agor_fear_05_outside_home_alone|agor_impairment|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|conduct_impairment_global|conduct_lpe_01_lack_remorse_guilt|conduct_lpe_02_callous_lack_empathy|conduct_lpe_03_unconcerned_performance|conduct_lpe_04_shallow_deficient_affect|conduct_onset_before_10|dmdd_context_home|dmdd_context_peers|dmdd_context_school|dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_onset_before_10|dmdd_outbursts_frequency_per_week|dmdd_outbursts_severity|encopresis_constipation_present|encopresis_duration_months_consecutive|encopresis_event_frequency_per_month|encopresis_visible_deposition_pattern|enuresis_distress_impairment|enuresis_diurnal|enuresis_duration_months_consecutive|enuresis_event_frequency_per_week|enuresis_nocturnal|enuresis_primary_course|enuresis_secondary_course|gad_assoc_01_restlessness|gad_assoc_02_fatigue|gad_assoc_03_concentration_difficulty|gad_assoc_04_irritability|gad_assoc_05_muscle_tension|gad_assoc_06_sleep_problems|gad_difficulty_controlling_worry|gad_duration_months|gad_excessive_worry_multiple_areas|gad_impairment|mdd_01_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_04_sleep_change|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|mdd_08_concentration_or_decision_difficulty|mdd_09_death_or_suicidal_thoughts|mdd_duration_weeks|pdd_01_appetite_change|pdd_02_sleep_change|pdd_03_low_energy|pdd_04_low_self_esteem|pdd_05_concentration_difficulty|pdd_06_hopelessness|pdd_depressed_or_irritable_mood|pdd_duration_months_child|pdd_impairment|pdd_no_gap_gt_2_months|sep_anx_01_distress_on_separation|sep_anx_02_worry_losing_attachment_figures|sep_anx_03_worry_event_causing_separation|sep_anx_04_refuses_leaving_home_school|sep_anx_05_fear_being_alone_without_attachment|sep_anx_06_refuses_sleep_away_or_alone|sep_anx_07_separation_nightmares|sep_anx_08_physical_complaints_on_separation|sep_anx_duration_weeks|sep_anx_impairment|social_anxiety_almost_always_triggered|social_anxiety_avoid_or_endure_intense|social_anxiety_children_peer_only_flag|social_anxiety_duration_months|social_anxiety_fear_being_observed|social_anxiety_fear_interactions|social_anxiety_fear_negative_evaluation|social_anxiety_fear_performance|social_anxiety_impairment,HOLD_FOR_LIMITATION,bueno,0.0585190019107159,methodological_weak;active_limited
depression,psychologist_1_3,psychologist,yes,depression__psychologist_1_3__hybrid_structural_mode_rescue_v1__rf__structural_compact_1_3,v8_structural_mode_rescue_v1,hybrid_structural_mode_rescue_v1,rf,structural_compact_1_3,rf_structural_regularized_v1,none,f1_recall_structural_target_band,0.6599999999999999,20270439,41,0.8271604938271605,0.8170731707317073,0.964824120603015,0.8909486456673612,0.8220858895705522,0.9795011643583772,0.91064630326594,0.0493639359464313,ACTIVE_LIMITED_USE,no,yes,no,59.0,limited,limited operational confidence; stress sensitivity,no,structural_mode_rescue_v1:blacklist_replacement;mode_subset_from_role_full_ranked_universe,mdd_duration_weeks|mdd_impairment|pdd_duration_months_child|mdd_01_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|pdd_depressed_or_irritable_mood|mdd_03_weight_or_appetite_change|mdd_09_death_or_suicidal_thoughts|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_08_concentration_or_decision_difficulty|dmdd_irritable_between_outbursts|mdd_04_sleep_change|mdd_07_worthlessness_or_excessive_guilt|dmdd_outbursts_frequency_per_week|dmdd_duration_months|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_02_leaves_seat|adhd_hypimp_01_fidgets|pdd_impairment|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_05_driven_by_motor|adhd_hypimp_09_interrupts_intrudes|adhd_hypimp_06_talks_excessively|conduct_09_property_destruction|conduct_02_initiates_fights|adhd_hypimp_07_blurts_out|adhd_inatt_01_attention_to_detail_errors|adhd_hypimp_08_difficulty_waiting_turn|adhd_inatt_03_seems_not_listening|conduct_05_physical_cruelty_animals|adhd_inatt_02_sustained_attention_difficulty|conduct_11_lies_to_obtain_or_avoid|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|conduct_03_weapon_use|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|conduct_01_bullies_threatens_intimidates|adhd_inatt_09_forgetful_daily_activities,HOLD_FOR_LIMITATION,malo,0.0425164172338623,methodological_weak;active_limited;caveat_rescue
depression,psychologist_2_3,psychologist,yes,depression__psychologist_2_3__hybrid_structural_mode_rescue_v1__extra_trees__structural_compact_2_3,v8_structural_mode_rescue_v1,hybrid_structural_mode_rescue_v1,extra_trees,structural_compact_2_3,extra_trees_structural_regularized_v1,none,f1_recall_structural_target_band,0.6,20270501,83,0.7835051546391752,0.926829268292683,0.9472361809045228,0.9370327245986028,0.8491620111731844,0.9798688564775094,0.9104946822140751,0.0576198375850678,ACTIVE_LIMITED_USE,no,yes,no,59.0,limited,limited operational confidence; stress sensitivity,no,structural_mode_rescue_v1:blacklist_replacement;mode_subset_from_role_full_ranked_universe,mdd_duration_weeks|mdd_impairment|pdd_duration_months_child|mdd_01_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|pdd_depressed_or_irritable_mood|mdd_03_weight_or_appetite_change|mdd_09_death_or_suicidal_thoughts|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_08_concentration_or_decision_difficulty|dmdd_irritable_between_outbursts|mdd_04_sleep_change|mdd_07_worthlessness_or_excessive_guilt|dmdd_outbursts_frequency_per_week|dmdd_duration_months|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_02_leaves_seat|adhd_hypimp_01_fidgets|pdd_impairment|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_05_driven_by_motor|adhd_hypimp_09_interrupts_intrudes|adhd_hypimp_06_talks_excessively|conduct_09_property_destruction|conduct_02_initiates_fights|adhd_hypimp_07_blurts_out|adhd_inatt_01_attention_to_detail_errors|adhd_hypimp_08_difficulty_waiting_turn|adhd_inatt_03_seems_not_listening|conduct_05_physical_cruelty_animals|adhd_inatt_02_sustained_attention_difficulty|conduct_11_lies_to_obtain_or_avoid|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|conduct_03_weapon_use|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|conduct_01_bullies_threatens_intimidates|adhd_inatt_09_forgetful_daily_activities|conduct_04_physical_cruelty_people|conduct_06_steals_confronting_victim|conduct_08_fire_setting|conduct_07_forced_sex|conduct_12_steals_without_confrontation|conduct_15_truancy_before_13|gad_difficulty_controlling_worry|conduct_14_runs_away_overnight|conduct_10_breaks_into_house_building_car|dmdd_outbursts_severity|conduct_13_stays_out_at_night_before_13|encopresis_event_frequency_per_month|gad_excessive_worry_multiple_areas|enuresis_event_frequency_per_week|sep_anx_02_worry_losing_attachment_figures|sep_anx_01_distress_on_separation|sep_anx_04_refuses_leaving_home_school|social_anxiety_fear_being_observed|sep_anx_03_worry_event_causing_separation|sep_anx_05_fear_being_alone_without_attachment|sep_anx_08_physical_complaints_on_separation|sep_anx_06_refuses_sleep_away_or_alone|social_anxiety_fear_interactions|pdd_01_appetite_change|social_anxiety_almost_always_triggered|social_anxiety_fear_negative_evaluation|social_anxiety_avoid_or_endure_intense|sep_anx_07_separation_nightmares|gad_impairment|social_anxiety_fear_performance|conduct_impairment_global|agor_avoid_or_need_companion|agor_escape_help_cognition|adhd_impairment_school|gad_assoc_03_concentration_difficulty|agor_impairment|gad_assoc_01_restlessness|adhd_impairment_social|adhd_impairment_home|gad_assoc_04_irritability|gad_assoc_05_muscle_tension|pdd_05_concentration_difficulty,HOLD_FOR_LIMITATION,aceptable,0.0283597546873053,methodological_weak;active_limited;caveat_rescue
elimination,caregiver_1_3,caregiver,yes,elimination__caregiver_1_3__hybrid_elimination_structural_audit_rescue_v1__rf__structural_ranked_direct,v9_elimination_structural_audit_rescue_v1,hybrid_elimination_structural_audit_rescue_v1,rf,ranked_direct,rf_elimination_guard_regularized_v1,none,validation_f1_recall_guard_anti_clone_v1,0.8699999999999999,20270421,4,0.8214285714285714,0.8846153846153846,0.9766355140186916,0.930625449317038,0.8518518518518519,0.9376797268152408,0.8747553222624959,0.1097963130608728,ACTIVE_MODERATE_CONFIDENCE,no,yes,no,73.0,moderate,elimination structural rescue; dominant-feature sensitivity monitored,yes,elimination_structural_audit_rescue_v1:direct_elimination_only;v8_clone_removed,enuresis_event_frequency_per_week|enuresis_distress_impairment|enuresis_duration_months_consecutive|encopresis_event_frequency_per_month,PRIMARY_WITH_CAVEAT,bueno,-0.0048775809307569,elimination_focus
elimination,caregiver_2_3,caregiver,yes,elimination__caregiver_2_3__hybrid_elimination_structural_audit_rescue_v1__hgb__structural_no_top1_direct,v9_elimination_structural_audit_rescue_v1,hybrid_elimination_structural_audit_rescue_v1,hgb,no_top1_direct,hgb_elimination_conservative_v1,none,validation_f1_recall_guard_anti_clone_v1,0.3199999999999999,20270421,7,0.8070175438596491,0.8846153846153846,0.9742990654205608,0.9294572250179728,0.8440366972477065,0.939409597411934,0.8859817813765182,0.0365859732281304,ACTIVE_MODERATE_CONFIDENCE,no,yes,no,73.0,moderate,elimination structural rescue; dominant-feature sensitivity monitored,yes,elimination_structural_audit_rescue_v1:direct_elimination_only;v8_clone_removed,enuresis_distress_impairment|enuresis_duration_months_consecutive|encopresis_event_frequency_per_month|enuresis_nocturnal|enuresis_primary_course|encopresis_duration_months_consecutive|encopresis_constipation_present,PRIMARY_WITH_CAVEAT,bueno,0.0015740319724688,elimination_focus
elimination,caregiver_full,caregiver,yes,elimination__caregiver_full__hybrid_elimination_structural_audit_rescue_v1__extra_trees__structural_no_top2_direct,v9_elimination_structural_audit_rescue_v1,hybrid_elimination_structural_audit_rescue_v1,extra_trees,no_top2_direct,extra_trees_elimination_guard_regularized_v1,none,validation_f1_recall_guard_anti_clone_v1,0.6799999999999999,20270421,9,0.7538461538461538,0.9423076923076924,0.9626168224299064,0.9524622573687994,0.8376068376068376,0.979308950395399,0.7564961659746969,0.1216793572676659,ACTIVE_LIMITED_USE,no,yes,no,63.0,limited,elimination recall-oriented structural rescue; precision/calibration caveat,no,elimination_structural_audit_rescue_v1:direct_elimination_only;v8_clone_removed,enuresis_duration_months_consecutive|encopresis_event_frequency_per_month|enuresis_nocturnal|enuresis_primary_course|encopresis_duration_months_consecutive|encopresis_constipation_present|enuresis_diurnal|encopresis_visible_deposition_pattern|enuresis_secondary_course,HOLD_FOR_LIMITATION,bueno,-0.0102844682734685,methodological_weak;active_limited;elimination_focus;caveat_rescue
elimination,psychologist_1_3,psychologist,yes,elimination__psychologist_1_3__hybrid_elimination_structural_audit_rescue_v1__hgb__structural_no_top2_direct,v9_elimination_structural_audit_rescue_v1,hybrid_elimination_structural_audit_rescue_v1,hgb,no_top2_direct,hgb_elimination_conservative_v1,none,validation_f1_recall_guard_anti_clone_v1,0.13,20270421,5,0.7666666666666667,0.8846153846153846,0.9672897196261684,0.9259525521207764,0.8214285714285714,0.9259525521207764,0.6907051282051282,0.0458965211216198,ACTIVE_LIMITED_USE,no,yes,no,63.0,limited,elimination recall-oriented structural rescue; precision/calibration caveat,no,elimination_structural_audit_rescue_v1:direct_elimination_only;v8_clone_removed,enuresis_duration_months_consecutive|encopresis_event_frequency_per_month|enuresis_nocturnal|enuresis_primary_course|encopresis_duration_months_consecutive,HOLD_FOR_LIMITATION,bueno,0.0067499093357511,methodological_weak;active_limited;elimination_focus;caveat_rescue
elimination,psychologist_2_3,psychologist,yes,elimination__psychologist_2_3__hybrid_elimination_structural_audit_rescue_v1__rf__structural_no_top2_direct,v9_elimination_structural_audit_rescue_v1,hybrid_elimination_structural_audit_rescue_v1,rf,no_top2_direct,rf_elimination_guard_regularized_v1,none,validation_f1_recall_guard_anti_clone_v1,0.91,20270439,9,0.7758620689655172,0.8653846153846154,0.969626168224299,0.9175053918044572,0.8181818181818182,0.9278172178289,0.724004109030052,0.1395246775727929,ACTIVE_LIMITED_USE,no,yes,no,58.0,limited,elimination limited operational confidence,no,elimination_structural_audit_rescue_v1:direct_elimination_only;v8_clone_removed,enuresis_duration_months_consecutive|encopresis_event_frequency_per_month|enuresis_nocturnal|enuresis_primary_course|encopresis_duration_months_consecutive|enuresis_not_due_substance_medical|encopresis_not_due_substance_medical|encopresis_constipation_present|enuresis_diurnal,HOLD_FOR_LIMITATION,limitado,-0.0154425398911415,methodological_weak;active_limited;elimination_focus
elimination,psychologist_full,psychologist,yes,elimination__psychologist_full__hybrid_elimination_structural_audit_rescue_v1__extra_trees__structural_no_top2_direct,v9_elimination_structural_audit_rescue_v1,hybrid_elimination_structural_audit_rescue_v1,extra_trees,no_top2_direct,extra_trees_elimination_guard_regularized_v1,none,validation_f1_recall_guard_anti_clone_v1,0.63,20270439,12,0.746268656716418,0.9615384615384616,0.9602803738317756,0.9609094176851186,0.8403361344537815,0.978230589503954,0.7289182942314221,0.1396469800885477,ACTIVE_LIMITED_USE,no,yes,no,63.0,limited,elimination recall-oriented structural rescue; precision/calibration caveat,no,elimination_structural_audit_rescue_v1:direct_elimination_only;v8_clone_removed,enuresis_duration_months_consecutive|encopresis_event_frequency_per_month|enuresis_nocturnal|enuresis_primary_course|encopresis_duration_months_consecutive|enuresis_not_due_substance_medical|encopresis_not_due_substance_medical|encopresis_constipation_present|enuresis_diurnal|encopresis_overflow_incontinence|encopresis_visible_deposition_pattern|enuresis_secondary_course,HOLD_FOR_LIMITATION,bueno,0.0002841271827884,methodological_weak;active_limited;elimination_focus;caveat_rescue
