precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,objective,round_id,mode,domain,family,feature_variant,threshold_policy,threshold,abstention_band,calibration,target_variant,seed,status,error,n_features,abstention_coverage,high_conf_precision,input_missing_ratio
0.8595505617977528,0.9503105590062112,0.8,0.8751552795031057,0.9026548672566371,0.9504844720496894,0.9532372263797223,0.08330383507315438,0.9084169363346418,2,caregiver,adhd,rf,engineered,recall_guarded,0.20500000000000002,0.03,isotonic,baseline,29,ok,,35,0.9475524475524476,0.8595505617977528,0.05874125874125875
0.860655737704918,0.9130434782608695,0.9005847953216374,0.9068141367912534,0.8860759493670886,0.9766844647851513,0.9563676139830255,0.06377912278089326,0.9083950359879527,1,caregiver,depression,catboost,compact,balanced,0.12,0.03,isotonic,baseline,11,ok,,21,1.0,0.860655737704918,0.05427905427905429
0.9591836734693877,0.8173913043478261,0.9766081871345029,0.8969997457411645,0.8826291079812206,0.9766844647851513,0.9563676139830255,0.06377912278089326,0.8925770514583568,1,caregiver,depression,catboost,compact,precision_guarded,0.505,0.03,isotonic,baseline,11,ok,,21,0.916083916083916,0.9591836734693877,0.05427905427905429
0.860655737704918,0.9130434782608695,0.9005847953216374,0.9068141367912534,0.8860759493670886,0.9766844647851513,0.9563676139830255,0.06377912278089326,0.9083950359879527,1,caregiver,depression,catboost,compact,recall_guarded,0.12,0.03,isotonic,baseline,11,ok,,21,1.0,0.860655737704918,0.05427905427905429
0.8629032258064516,0.9304347826086956,0.9005847953216374,0.9155097889651664,0.895397489539749,0.9782354436816679,0.9591369712178661,0.05863779944317288,0.9177645649469632,1,caregiver,depression,catboost,engineered,balanced,0.16999999999999998,0.03,isotonic,baseline,11,ok,,28,0.972027972027972,0.8629032258064516,0.04507992007992009
0.9345794392523364,0.8695652173913043,0.9590643274853801,0.9143147724383422,0.9009009009009009,0.9782354436816679,0.9591369712178661,0.05863779944317288,0.91082951753961,1,caregiver,depression,catboost,engineered,precision_guarded,0.38,0.03,isotonic,baseline,11,ok,,28,0.9475524475524476,0.9345794392523364,0.04507992007992009
0.8629032258064516,0.9304347826086956,0.9005847953216374,0.9155097889651664,0.895397489539749,0.9782354436816679,0.9591369712178661,0.05863779944317288,0.9177645649469632,1,caregiver,depression,catboost,engineered,recall_guarded,0.16999999999999998,0.03,isotonic,baseline,11,ok,,28,0.972027972027972,0.8629032258064516,0.04507992007992009
0.9158878504672897,0.8521739130434782,0.9473684210526315,0.8997711670480548,0.8828828828828829,0.9732011187388762,0.950254553229665,0.07040970772504807,0.8954712999229033,1,caregiver,depression,xgboost,compact,balanced,0.33499999999999996,0.03,isotonic,baseline,11,ok,,21,0.9615384615384616,0.9158878504672897,0.05427905427905429
0.9238095238095239,0.8434782608695652,0.9532163742690059,0.8983473175692855,0.8818181818181818,0.9732011187388762,0.950254553229665,0.07040970772504807,0.8936874375852225,1,caregiver,depression,xgboost,compact,precision_guarded,0.505,0.03,isotonic,baseline,11,ok,,21,0.9965034965034965,0.9238095238095239,0.05427905427905429
0.8677685950413223,0.9130434782608695,0.9064327485380117,0.9097381133994407,0.8898305084745762,0.9732011187388762,0.950254553229665,0.07040970772504807,0.9092781787212101,1,caregiver,depression,xgboost,compact,recall_guarded,0.12,0.03,isotonic,baseline,11,ok,,21,0.993006993006993,0.875,0.05427905427905429
0.8823529411764706,0.9130434782608695,0.9181286549707602,0.9155860666158149,0.8974358974358975,0.976048817696415,0.9600933960208129,0.06458829343318939,0.9152237726987498,1,caregiver,depression,xgboost,engineered,balanced,0.16999999999999998,0.03,isotonic,baseline,11,ok,,28,0.9685314685314685,0.8823529411764706,0.04507992007992009
0.9166666666666666,0.8608695652173913,0.9473684210526315,0.9041189931350114,0.8878923766816144,0.976048817696415,0.9600933960208129,0.06458829343318939,0.9012644690688312,1,caregiver,depression,xgboost,engineered,precision_guarded,0.38,0.03,isotonic,baseline,11,ok,,28,0.9615384615384616,0.9166666666666666,0.04507992007992009
0.8823529411764706,0.9130434782608695,0.9181286549707602,0.9155860666158149,0.8974358974358975,0.976048817696415,0.9600933960208129,0.06458829343318939,0.9152237726987498,1,caregiver,depression,xgboost,engineered,recall_guarded,0.16999999999999998,0.03,isotonic,baseline,11,ok,,28,0.9685314685314685,0.8823529411764706,0.04507992007992009
0.8629032258064516,0.9304347826086956,0.9005847953216374,0.9155097889651664,0.895397489539749,0.9782354436816679,0.9591369712178661,0.05863779944317288,0.9177645649469632,2,caregiver,depression,catboost,engineered,balanced,0.16999999999999998,0.03,isotonic,baseline,11,ok,,28,0.972027972027972,0.8629032258064516,0.04507992007992009
0.9339622641509434,0.8608695652173913,0.9590643274853801,0.9099669463513858,0.8959276018099548,0.9807526061530638,0.9626756147329618,0.056983534759100604,0.907150760319537,2,caregiver,depression,catboost,engineered,balanced,0.27,0.03,isotonic,baseline,29,ok,,28,0.916083916083916,0.9339622641509434,0.04507992007992009
0.8629032258064516,0.9304347826086956,0.9005847953216374,0.9155097889651664,0.895397489539749,0.9782354436816679,0.9591369712178661,0.05863779944317288,0.9177645649469632,2,caregiver,depression,catboost,engineered,recall_guarded,0.16999999999999998,0.03,isotonic,baseline,11,ok,,28,0.972027972027972,0.8629032258064516,0.04507992007992009
0.8538461538461538,0.9652173913043478,0.8888888888888888,0.9270531400966183,0.9061224489795918,0.9807526061530638,0.9626756147329618,0.056983534759100604,0.9312470229360705,2,caregiver,depression,catboost,engineered,recall_guarded,0.12,0.03,isotonic,baseline,29,ok,,28,1.0,0.8538461538461538,0.04507992007992009
0.8629032258064516,0.9304347826086956,0.9005847953216374,0.9155097889651664,0.895397489539749,0.9782354436816679,0.9591369712178661,0.05863779944317288,0.9372051243875227,3,caregiver,depression,catboost,engineered,balanced,0.16999999999999998,0.03,isotonic,baseline,11,ok,,28,0.972027972027972,0.8629032258064516,0.04507992007992009
0.8629032258064516,0.9304347826086956,0.9005847953216374,0.9155097889651664,0.895397489539749,0.9782354436816679,0.9591369712178661,0.05863779944317288,0.9371351943175926,3,caregiver,depression,catboost,engineered,balanced,0.16999999999999998,0.05,isotonic,baseline,11,ok,,28,0.9685314685314685,0.8617886178861789,0.04507992007992009
0.8629032258064516,0.9304347826086956,0.9005847953216374,0.9155097889651664,0.895397489539749,0.9782354436816679,0.9591369712178661,0.05863779944317288,0.9370652642476626,3,caregiver,depression,catboost,engineered,balanced,0.16999999999999998,0.08,isotonic,baseline,11,ok,,28,0.965034965034965,0.8617886178861789,0.04507992007992009
0.8629032258064516,0.9304347826086956,0.9005847953216374,0.9155097889651664,0.895397489539749,0.9782354436816679,0.9591369712178661,0.05863779944317288,0.9369953341777325,3,caregiver,depression,catboost,engineered,balanced,0.16999999999999998,0.1,isotonic,baseline,11,ok,,28,0.9615384615384616,0.8688524590163934,0.04507992007992009
0.8629032258064516,0.9304347826086956,0.9005847953216374,0.9155097889651664,0.895397489539749,0.9782354436816679,0.9591369712178661,0.05863779944317288,0.9369953341777325,3,caregiver,depression,catboost,engineered,balanced,0.16999999999999998,0.12,isotonic,baseline,11,ok,,28,0.9615384615384616,0.8688524590163934,0.04507992007992009
0.9345794392523364,0.8695652173913043,0.9590643274853801,0.9143147724383422,0.9009009009009009,0.9782354436816679,0.9591369712178661,0.05863779944317288,0.9297805664906589,3,caregiver,depression,catboost,engineered,precision_guarded,0.38,0.03,isotonic,baseline,11,ok,,28,0.9475524475524476,0.9345794392523364,0.04507992007992009
0.9345794392523364,0.8695652173913043,0.9590643274853801,0.9143147724383422,0.9009009009009009,0.9782354436816679,0.9591369712178661,0.05863779944317288,0.9297805664906589,3,caregiver,depression,catboost,engineered,precision_guarded,0.38,0.05,isotonic,baseline,11,ok,,28,0.9475524475524476,0.9345794392523364,0.04507992007992009
0.9345794392523364,0.8695652173913043,0.9590643274853801,0.9143147724383422,0.9009009009009009,0.9782354436816679,0.9591369712178661,0.05863779944317288,0.9297805664906589,3,caregiver,depression,catboost,engineered,precision_guarded,0.38,0.08,isotonic,baseline,11,ok,,28,0.9475524475524476,0.9345794392523364,0.04507992007992009
0.9345794392523364,0.8695652173913043,0.9590643274853801,0.9143147724383422,0.9009009009009009,0.9782354436816679,0.9591369712178661,0.05863779944317288,0.9297805664906589,3,caregiver,depression,catboost,engineered,precision_guarded,0.38,0.1,isotonic,baseline,11,ok,,28,0.9475524475524476,0.9345794392523364,0.04507992007992009
0.9345794392523364,0.8695652173913043,0.9590643274853801,0.9143147724383422,0.9009009009009009,0.9782354436816679,0.9591369712178661,0.05863779944317288,0.9297805664906589,3,caregiver,depression,catboost,engineered,precision_guarded,0.38,0.12,isotonic,baseline,11,ok,,28,0.9475524475524476,0.9345794392523364,0.04507992007992009
