mode,domain,seed,precision,recall,balanced_accuracy,pr_auc,brier,threshold
caregiver_2_3,adhd,20261119,0.6929133858267716,0.9361702127659575,0.9175669716679529,0.718947867735553,0.06901552938311634,0.5
caregiver_2_3,adhd,20261137,0.6984126984126984,0.9361702127659575,0.9188623084555176,0.7186773765169082,0.06873590819461271,0.5
caregiver_2_3,conduct,20261101,1.0,1.0,1.0,1.0,0.0020760770451826744,0.5049999999999999
caregiver_2_3,conduct,20261119,1.0,1.0,1.0,1.0,0.001274432464644938,0.5049999999999999
caregiver_2_3,conduct,20261137,1.0,0.99375,0.996875,1.0,0.0019498144073412363,0.5049999999999999
caregiver_2_3,elimination,20261101,0.9259259259259259,0.9615384615384616,0.9760963335729691,0.955947602524266,0.010039232809337021,0.20499999999999996
caregiver_2_3,elimination,20261119,0.9433962264150944,0.9615384615384616,0.9772645578720345,0.9552252016464822,0.008907399075051154,0.33499999999999996
caregiver_2_3,elimination,20261137,0.8947368421052632,0.9807692307692307,0.9833752695902229,0.9571394531172646,0.008997191624595897,0.25499999999999995
caregiver_2_3,anxiety,20261101,0.8651685393258427,0.8953488372093024,0.932445992208712,0.9543926638355685,0.03154288480075749,0.285
caregiver_2_3,anxiety,20261119,0.8735632183908046,0.8837209302325582,0.9279010742533349,0.9524808419049929,0.03067558229537218,0.33499999999999996
caregiver_2_3,anxiety,20261137,0.8666666666666667,0.9069767441860465,0.9382599456970842,0.9555419448182846,0.03018403795112785,0.30499999999999994
caregiver_2_3,depression,20261101,0.8571428571428571,0.8048780487804879,0.888619928912857,0.8477490769684923,0.044535618124463744,0.5049999999999999
caregiver_2_3,depression,20261119,0.8313253012048193,0.8414634146341463,0.9031437676185807,0.8434143874736915,0.045455386362202914,0.21499999999999997
caregiver_2_3,depression,20261137,0.8461538461538461,0.8048780487804879,0.8873636475058218,0.8406775583829975,0.04612818837907698,0.42999999999999994
caregiver_full,adhd,20261101,0.7168141592920354,0.8617021276595744,0.8894002866277146,0.7119271314606377,0.06851553449150341,0.33499999999999996
caregiver_full,adhd,20261119,0.7403846153846154,0.8191489361702128,0.8746003748208577,0.7118788252075036,0.06872181309614778,0.4049999999999999
caregiver_full,adhd,20261137,0.7058823529411765,0.8936170212765957,0.901471723073531,0.7082538557170575,0.06928799226001493,0.33499999999999996
caregiver_full,conduct,20261101,1.0,0.99375,0.996875,1.0,0.0013267998081757956,0.5049999999999999
caregiver_full,conduct,20261119,1.0,1.0,1.0,1.0,0.001310290445161765,0.5049999999999999
caregiver_full,conduct,20261137,1.0,0.99375,0.996875,1.0,0.0011702877706304155,0.5049999999999999
caregiver_full,elimination,20261101,0.9615384615384616,0.9615384615384616,0.9784327821711,0.9582613967229352,0.008133726547462859,0.5049999999999999
caregiver_full,elimination,20261119,0.9622641509433962,0.9807692307692307,0.9880481667864845,0.9746194782479253,0.007113728572188043,0.33499999999999996
caregiver_full,elimination,20261137,0.9615384615384616,0.9615384615384616,0.9784327821711,0.9759138628121259,0.007655480003131512,0.5049999999999999
caregiver_full,anxiety,20261101,0.9166666666666666,0.8953488372093024,0.9387911698736867,0.9465380549682876,0.027443504875430833,0.295
caregiver_full,anxiety,20261119,0.926829268292683,0.8837209302325582,0.9342462519183095,0.94481010823405,0.027875413922908123,0.25999999999999995
caregiver_full,anxiety,20261137,0.9058823529411765,0.8953488372093024,0.9375221343406919,0.9347424334738443,0.027544632694415722,0.25999999999999995
caregiver_full,depression,20261101,0.8481012658227848,0.8170731707317073,0.8934612084814315,0.8665383358161101,0.04603331333776021,0.5049999999999999
caregiver_full,depression,20261119,0.8589743589743589,0.8170731707317073,0.8947174898884667,0.853958358664104,0.04356233939177233,0.5049999999999999
caregiver_full,depression,20261137,0.8571428571428571,0.8048780487804879,0.888619928912857,0.851805185434549,0.04466179091453726,0.5049999999999999
psychologist_1_3,adhd,20261101,0.6148148148148148,0.8829787234042553,0.8741318487487597,0.6375451264670481,0.08417327519767266,0.18
psychologist_1_3,adhd,20261119,0.6119402985074627,0.8723404255319149,0.8688126998125896,0.6344856304944602,0.08649262655305355,0.20499999999999996
psychologist_1_3,adhd,20261137,0.6028368794326241,0.9042553191489362,0.8795887994708411,0.6226431193828375,0.08488924056534218,0.16999999999999998
psychologist_1_3,conduct,20261101,0.9090909090909091,0.8125,0.8859375,0.9542627941351365,0.058544051629458825,0.6449999999999999
psychologist_1_3,conduct,20261119,0.8789808917197452,0.8625,0.9015625,0.9523889742908014,0.058682005636940864,0.4799999999999999
psychologist_1_3,conduct,20261137,0.9407407407407408,0.79375,0.8843749999999999,0.9554526635869264,0.05782837320408915,0.7
psychologist_1_3,elimination,20261101,0.85,0.6538461538461539,0.8199137311286844,0.8828019558333814,0.023766655849235693,0.6749999999999999
psychologist_1_3,elimination,20261119,0.8947368421052632,0.6538461538461539,0.8222501797268152,0.8830669806427264,0.02391512322989533,0.71
psychologist_1_3,elimination,20261137,0.8571428571428571,0.6923076923076923,0.8391445003594536,0.8856657877476105,0.023845540301585574,0.6699999999999999
psychologist_1_3,anxiety,20261101,0.9545454545454546,0.7325581395348837,0.8624719631684571,0.9324161623819522,0.03382513298023223,0.6449999999999999
psychologist_1_3,anxiety,20261119,0.9538461538461539,0.7209302325581395,0.856658009680085,0.9167286511795306,0.03557091592043544,0.61
psychologist_1_3,anxiety,20261137,0.9558823529411765,0.7558139534883721,0.8740998701452013,0.9255174441423951,0.034357336338116266,0.62
psychologist_1_3,depression,20261101,0.7974683544303798,0.7682926829268293,0.8640458389508519,0.7681311253035743,0.05653043467536855,0.5
psychologist_1_3,depression,20261119,0.8026315789473685,0.7439024390243902,0.8531069984066675,0.7688044517182104,0.05728802877781568,0.5
psychologist_1_3,depression,20261137,0.7866666666666666,0.7195121951219512,0.8396555950484128,0.7833476336057922,0.05834360517183153,0.5
psychologist_2_3,adhd,20261101,0.7289719626168224,0.8297872340425532,0.8773288501818983,0.7337389775224177,0.06800433617654567,0.5049999999999999
psychologist_2_3,adhd,20261119,0.7272727272727273,0.851063829787234,0.886671811266674,0.7237178315886216,0.06768985356997288,0.5049999999999999
psychologist_2_3,adhd,20261137,0.7238095238095238,0.8085106382978723,0.8666905523095578,0.7387339036830027,0.06892554638992943,0.42999999999999994
psychologist_2_3,conduct,20261101,1.0,1.0,1.0,1.0,0.0010954785521607457,0.5049999999999999
psychologist_2_3,conduct,20261119,1.0,1.0,1.0,1.0,0.0015984073151598343,0.5049999999999999
psychologist_2_3,conduct,20261137,1.0,0.99375,0.996875,1.0,0.001731757871216875,0.5049999999999999
psychologist_2_3,elimination,20261101,0.9615384615384616,0.9615384615384616,0.9784327821711,0.9577045405984319,0.008223382420301186,0.5049999999999999
psychologist_2_3,elimination,20261119,0.9607843137254902,0.9423076923076923,0.9688173975557153,0.954534777340949,0.009253403547093789,0.6699999999999999
psychologist_2_3,elimination,20261137,0.9607843137254902,0.9423076923076923,0.9688173975557153,0.954534777340949,0.008730669152394824,0.33499999999999996
psychologist_2_3,anxiety,20261101,0.9058823529411765,0.8953488372093024,0.9375221343406919,0.9302876127154679,0.03021801483794562,0.22999999999999998
psychologist_2_3,anxiety,20261119,0.9135802469135802,0.8604651162790697,0.9213493094085704,0.9394500681954899,0.030299735996019563,0.27499999999999997
psychologist_2_3,anxiety,20261137,0.9176470588235294,0.9069767441860465,0.9446051233620587,0.9552278416671495,0.02501654546985776,0.25999999999999995
psychologist_2_3,depression,20261101,0.8271604938271605,0.8170731707317073,0.8909486456673612,0.8330408560571644,0.047902806936322345,0.5049999999999999
psychologist_2_3,depression,20261119,0.8461538461538461,0.8048780487804879,0.8873636475058218,0.8388136317537838,0.04553497767606599,0.4649999999999999
psychologist_2_3,depression,20261137,0.8375,0.8170731707317073,0.8922049270743964,0.8388757990377068,0.04610741488095121,0.5049999999999999
psychologist_full,adhd,20261101,0.9294117647058824,0.8404255319148937,0.9124407452320582,0.9271313857162289,0.030232934405216873,0.5049999999999999
psychologist_full,adhd,20261119,0.9512195121951219,0.8297872340425532,0.9097122698710175,0.9474231686369947,0.026852729552164178,0.6699999999999999
psychologist_full,adhd,20261137,0.9736842105263158,0.7872340425531915,0.8910263477014662,0.9562621758080991,0.026077630355643304,0.715
psychologist_full,conduct,20261101,1.0,1.0,1.0,1.0,0.0012024848102746954,0.33499999999999996
psychologist_full,conduct,20261119,1.0,0.99375,0.996875,1.0,0.001248309268289031,0.5049999999999999
psychologist_full,conduct,20261137,1.0,0.99375,0.996875,0.9999611801242236,0.0015899662383776,0.5049999999999999
psychologist_full,elimination,20261101,0.9433962264150944,0.9615384615384616,0.9772645578720345,0.9734743104312084,0.009137193084548053,0.5049999999999999
psychologist_full,elimination,20261119,0.9615384615384616,0.9615384615384616,0.9784327821711,0.9743596033087791,0.007815369465675083,0.5049999999999999
psychologist_full,elimination,20261137,0.9607843137254902,0.9423076923076923,0.9688173975557153,0.9728537735849057,0.00953609421040587,0.7549999999999999
psychologist_full,anxiety,20261101,0.9156626506024096,0.8837209302325582,0.9329772163853146,0.9442183163908962,0.026760853373639037,0.5
psychologist_full,anxiety,20261119,0.9047619047619048,0.8837209302325582,0.9317081808523198,0.9480124076345406,0.028531027088495996,0.5
psychologist_full,anxiety,20261137,0.9156626506024096,0.8837209302325582,0.9329772163853146,0.9460917077870549,0.026995044599721348,0.5
psychologist_full,depression,20261101,0.8375,0.8170731707317073,0.8922049270743964,0.9406015747168404,0.03915955565824783,0.3449999999999999
psychologist_full,depression,20261119,0.8481012658227848,0.8170731707317073,0.8934612084814315,0.9406343878160609,0.03925576512961649,0.31999999999999995
psychologist_full,depression,20261137,0.8470588235294118,0.8780487804878049,0.9226927319524452,0.9418275535803524,0.03880714531467084,0.29
