candidate_id,domain,mode,calibration_method,threshold_policy,threshold,selection_score,holdout_precision,holdout_recall,holdout_specificity,holdout_balanced_accuracy,holdout_f1,holdout_roc_auc,holdout_pr_auc,holdout_brier,is_winner_fixed_threshold,operating_point_recommended
anxiety__caregiver_2_3,anxiety,caregiver_2_3,isotonic,balanced,0.20499999999999996,0.964548096989237,0.8913043478260869,0.9534883720930233,0.9746192893401016,0.9640538307165625,0.9213483146067416,0.9867341518120647,0.9296925029139941,0.021602992451955513,no,yes
anxiety__caregiver_2_3,anxiety,caregiver_2_3,isotonic,default_0_5,0.5,0.9068284126254433,0.8913043478260869,0.9534883720930233,0.9746192893401016,0.9640538307165625,0.9213483146067416,0.9867341518120647,0.9296925029139941,0.021602992451955513,no,no
anxiety__caregiver_2_3,anxiety,caregiver_2_3,isotonic,precision_oriented,0.7549999999999999,0.9545613777834737,0.9518072289156626,0.9186046511627907,0.9898477157360406,0.9542261834494157,0.9349112426035503,0.9867341518120647,0.9296925029139941,0.021602992451955513,no,no
anxiety__caregiver_2_3,anxiety,caregiver_2_3,isotonic,recall_constrained,0.20499999999999996,0.9518064344168042,0.8913043478260869,0.9534883720930233,0.9746192893401016,0.9640538307165625,0.9213483146067416,0.9867341518120647,0.9296925029139941,0.021602992451955513,no,no
anxiety__caregiver_2_3,anxiety,caregiver_2_3,isotonic,winner_fixed,0.5,0.8777423849790789,0.8913043478260869,0.9534883720930233,0.9746192893401016,0.9640538307165625,0.9213483146067416,0.9867341518120647,0.9296925029139941,0.021602992451955513,yes,no
anxiety__caregiver_full,anxiety,caregiver_full,sigmoid,balanced,0.235,0.951984917050523,0.8936170212765957,0.9767441860465116,0.9746192893401016,0.9756817376933066,0.9333333333333333,0.9935662849722582,0.9571307953536649,0.020586584402355848,no,yes
anxiety__caregiver_full,anxiety,caregiver_full,sigmoid,default_0_5,0.5,0.9004649384577585,0.9411764705882353,0.9302325581395349,0.9873096446700508,0.9587711014047928,0.935672514619883,0.9935662849722582,0.9571307953536649,0.020586584402355848,no,no
anxiety__caregiver_full,anxiety,caregiver_full,sigmoid,precision_oriented,0.49499999999999994,0.9482708084763944,0.9418604651162791,0.9418604651162791,0.9873096446700508,0.9645850548931649,0.9418604651162791,0.9935662849722582,0.9571307953536649,0.020586584402355848,no,no
anxiety__caregiver_full,anxiety,caregiver_full,sigmoid,recall_constrained,0.49499999999999994,0.9463852122712794,0.9418604651162791,0.9418604651162791,0.9873096446700508,0.9645850548931649,0.9418604651162791,0.9935662849722582,0.9571307953536649,0.020586584402355848,no,no
anxiety__caregiver_full,anxiety,caregiver_full,sigmoid,winner_fixed,0.4949999999999999,0.902473326132046,0.9418604651162791,0.9418604651162791,0.9873096446700508,0.9645850548931649,0.9418604651162791,0.9935662849722582,0.9571307953536649,0.020586584402355848,yes,no
conduct__caregiver_2_3,conduct,caregiver_2_3,isotonic,balanced,0.05,1.0,0.9814814814814815,1.0,0.9906542056074766,0.9953271028037383,0.9906542056074766,1.0,1.0,0.001195853073814591,no,no
conduct__caregiver_2_3,conduct,caregiver_2_3,isotonic,default_0_5,0.5,0.9499999999999501,0.99375,1.0,0.9968847352024922,0.9984423676012462,0.9968652037617555,1.0,1.0,0.001195853073814591,no,no
conduct__caregiver_2_3,conduct,caregiver_2_3,isotonic,precision_oriented,0.05,1.0,0.9814814814814815,1.0,0.9906542056074766,0.9953271028037383,0.9906542056074766,1.0,1.0,0.001195853073814591,no,yes
conduct__caregiver_2_3,conduct,caregiver_2_3,isotonic,recall_constrained,0.05,0.9999999999999999,0.9814814814814815,1.0,0.9906542056074766,0.9953271028037383,0.9906542056074766,1.0,1.0,0.001195853073814591,no,no
conduct__caregiver_2_3,conduct,caregiver_2_3,isotonic,winner_fixed,0.05,0.9413645756398364,0.9814814814814815,1.0,0.9906542056074766,0.9953271028037383,0.9906542056074766,1.0,1.0,0.001195853073814591,yes,no
conduct__psychologist_2_3,conduct,psychologist_2_3,isotonic,balanced,0.05,1.0,0.9875776397515528,1.0,0.9937694704049844,0.9968847352024922,0.99375,1.0,1.0,0.0012856785452305278,no,no
conduct__psychologist_2_3,conduct,psychologist_2_3,isotonic,default_0_5,0.5,0.9499999999999501,0.99375,1.0,0.9968847352024922,0.9984423676012462,0.9968652037617555,1.0,1.0,0.0012856785452305278,no,no
conduct__psychologist_2_3,conduct,psychologist_2_3,isotonic,precision_oriented,0.05,1.0,0.9875776397515528,1.0,0.9937694704049844,0.9968847352024922,0.99375,1.0,1.0,0.0012856785452305278,no,yes
conduct__psychologist_2_3,conduct,psychologist_2_3,isotonic,recall_constrained,0.05,0.9999999999999999,0.9875776397515528,1.0,0.9937694704049844,0.9968847352024922,0.99375,1.0,1.0,0.0012856785452305278,no,no
conduct__psychologist_2_3,conduct,psychologist_2_3,isotonic,winner_fixed,0.05,0.9441879557739826,0.9875776397515528,1.0,0.9937694704049844,0.9968847352024922,0.99375,1.0,1.0,0.0012856785452305278,yes,no
conduct__psychologist_full,conduct,psychologist_full,isotonic,balanced,0.05,1.0,0.9814814814814815,1.0,0.9906542056074766,0.9953271028037383,0.9906542056074766,1.0,1.0,0.0011761822594189176,no,no
conduct__psychologist_full,conduct,psychologist_full,isotonic,default_0_5,0.5,0.9499999999999501,0.99375,1.0,0.9968847352024922,0.9984423676012462,0.9968652037617555,1.0,1.0,0.0011761822594189176,no,no
conduct__psychologist_full,conduct,psychologist_full,isotonic,precision_oriented,0.05,1.0,0.9814814814814815,1.0,0.9906542056074766,0.9953271028037383,0.9906542056074766,1.0,1.0,0.0011761822594189176,no,yes
conduct__psychologist_full,conduct,psychologist_full,isotonic,recall_constrained,0.05,0.9999999999999999,0.9814814814814815,1.0,0.9906542056074766,0.9953271028037383,0.9906542056074766,1.0,1.0,0.0011761822594189176,no,no
conduct__psychologist_full,conduct,psychologist_full,isotonic,winner_fixed,0.05,0.9413655591805562,0.9814814814814815,1.0,0.9906542056074766,0.9953271028037383,0.9906542056074766,1.0,1.0,0.0011761822594189176,yes,no
depression__caregiver_2_3,depression,caregiver_2_3,none,balanced,0.31999999999999995,0.9215659112407543,0.7441860465116279,0.7804878048780488,0.9447236180904522,0.8626057114842505,0.7619047619047619,0.9696041181517343,0.8629559860945878,0.05200483241107459,no,no
depression__caregiver_2_3,depression,caregiver_2_3,none,default_0_5,0.5,0.8769359579287622,0.8378378378378378,0.7560975609756098,0.9698492462311558,0.8629734036033827,0.7948717948717948,0.9696041181517343,0.8629559860945878,0.05200483241107459,no,no
depression__caregiver_2_3,depression,caregiver_2_3,none,precision_oriented,0.59,0.94859734063799,0.8472222222222222,0.7439024390243902,0.9723618090452262,0.8581321240348082,0.7922077922077922,0.9696041181517343,0.8629559860945878,0.05200483241107459,no,yes
depression__caregiver_2_3,depression,caregiver_2_3,none,recall_constrained,0.59,0.9279154646031773,0.8472222222222222,0.7439024390243902,0.9723618090452262,0.8581321240348082,0.7922077922077922,0.9696041181517343,0.8629559860945878,0.05200483241107459,no,no
depression__caregiver_2_3,depression,caregiver_2_3,none,winner_fixed,0.59,0.7978031193983938,0.8472222222222222,0.7439024390243902,0.9723618090452262,0.8581321240348082,0.7922077922077922,0.9696041181517343,0.8629559860945878,0.05200483241107459,yes,no
depression__caregiver_full,depression,caregiver_full,none,balanced,0.30499999999999994,0.9247382991417342,0.7790697674418605,0.8170731707317073,0.9522613065326633,0.8846672386321852,0.7976190476190477,0.9715651427871063,0.8699765906318093,0.05093172225792724,no,no
depression__caregiver_full,depression,caregiver_full,none,default_0_5,0.5,0.8790825504516466,0.8378378378378378,0.7560975609756098,0.9698492462311558,0.8629734036033827,0.7948717948717948,0.9715651427871063,0.8699765906318093,0.05093172225792724,no,no
depression__caregiver_full,depression,caregiver_full,none,precision_oriented,0.615,0.9498830830208054,0.8356164383561644,0.7439024390243902,0.9698492462311558,0.8568758426277729,0.7870967741935484,0.9715651427871063,0.8699765906318093,0.05093172225792724,no,yes
depression__caregiver_full,depression,caregiver_full,none,recall_constrained,0.615,0.9289869165888568,0.8356164383561644,0.7439024390243902,0.9698492462311558,0.8568758426277729,0.7870967741935484,0.9715651427871063,0.8699765906318093,0.05093172225792724,no,no
depression__caregiver_full,depression,caregiver_full,none,winner_fixed,0.615,0.7943045119153135,0.8356164383561644,0.7439024390243902,0.9698492462311558,0.8568758426277729,0.7870967741935484,0.9715651427871063,0.8699765906318093,0.05093172225792724,yes,no
depression__psychologist_full,depression,psychologist_full,none,balanced,0.21999999999999997,0.9320478004060814,0.7244897959183674,0.8658536585365854,0.9321608040201005,0.8990072312783429,0.7888888888888889,0.9753952690280672,0.9003575294905959,0.04673554009094145,no,no
depression__psychologist_full,depression,psychologist_full,none,default_0_5,0.5,0.8801460287639552,0.8378378378378378,0.7560975609756098,0.9698492462311558,0.8629734036033827,0.7948717948717948,0.9753952690280672,0.9003575294905959,0.04673554009094145,no,no
depression__psychologist_full,depression,psychologist_full,none,precision_oriented,0.6599999999999999,0.9573852618863183,0.890625,0.6951219512195121,0.9824120603015075,0.8387670057605099,0.7808219178082192,0.9753952690280672,0.9003575294905959,0.04673554009094145,no,yes
depression__psychologist_full,depression,psychologist_full,none,recall_constrained,0.6599999999999999,0.9326428590790996,0.890625,0.6951219512195121,0.9824120603015075,0.8387670057605099,0.7808219178082192,0.9753952690280672,0.9003575294905959,0.04673554009094145,no,no
depression__psychologist_full,depression,psychologist_full,none,winner_fixed,0.6599999999999999,0.8131886754556508,0.890625,0.6951219512195121,0.9824120603015075,0.8387670057605099,0.7808219178082192,0.9753952690280672,0.9003575294905959,0.04673554009094145,yes,no
elimination__caregiver_2_3,elimination,caregiver_2_3,isotonic,balanced,0.25499999999999995,0.9849928109273902,0.9615384615384616,0.9615384615384616,0.9953271028037384,0.9784327821711,0.9615384615384616,0.9983824586628325,0.9745323800251808,0.00600145350535929,no,yes
elimination__caregiver_2_3,elimination,caregiver_2_3,isotonic,default_0_5,0.5,0.9365764324078562,0.9803921568627451,0.9615384615384616,0.9976635514018691,0.9796010064701653,0.970873786407767,0.9983824586628325,0.9745323800251808,0.00600145350535929,no,no
elimination__caregiver_2_3,elimination,caregiver_2_3,isotonic,precision_oriented,0.25499999999999995,0.9842021116913281,0.9615384615384616,0.9615384615384616,0.9953271028037384,0.9784327821711,0.9615384615384616,0.9983824586628325,0.9745323800251808,0.00600145350535929,no,no
elimination__caregiver_2_3,elimination,caregiver_2_3,isotonic,recall_constrained,0.25499999999999995,0.9840804800878489,0.9615384615384616,0.9615384615384616,0.9953271028037384,0.9784327821711,0.9615384615384616,0.9983824586628325,0.9745323800251808,0.00600145350535929,no,no
elimination__caregiver_2_3,elimination,caregiver_2_3,isotonic,winner_fixed,0.2549999999999999,0.9199838296417739,0.9615384615384616,0.9615384615384616,0.9953271028037384,0.9784327821711,0.9615384615384616,0.9983824586628325,0.9745323800251808,0.00600145350535929,yes,no
elimination__caregiver_full,elimination,caregiver_full,isotonic,balanced,0.25499999999999995,0.9806938159879337,0.9607843137254902,0.9423076923076923,0.9953271028037384,0.9688173975557153,0.9514563106796117,0.9974613587347233,0.9598999040175511,0.008053752964194064,no,no
elimination__caregiver_full,elimination,caregiver_full,isotonic,default_0_5,0.5,0.9402394497862763,0.9607843137254902,0.9423076923076923,0.9953271028037384,0.9688173975557153,0.9514563106796117,0.9974613587347233,0.9598999040175511,0.008053752964194064,no,no
elimination__caregiver_full,elimination,caregiver_full,isotonic,precision_oriented,0.25499999999999995,0.9932852564102566,0.9607843137254902,0.9423076923076923,0.9953271028037384,0.9688173975557153,0.9514563106796117,0.9974613587347233,0.9598999040175511,0.008053752964194064,no,yes
elimination__caregiver_full,elimination,caregiver_full,isotonic,recall_constrained,0.25499999999999995,0.9876095085470086,0.9607843137254902,0.9423076923076923,0.9953271028037384,0.9688173975557153,0.9514563106796117,0.9974613587347233,0.9598999040175511,0.008053752964194064,no,no
elimination__caregiver_full,elimination,caregiver_full,isotonic,winner_fixed,0.2549999999999999,0.9123261372651946,0.9607843137254902,0.9423076923076923,0.9953271028037384,0.9688173975557153,0.9514563106796117,0.9974613587347233,0.9598999040175511,0.008053752964194064,yes,no
elimination__psychologist_full,elimination,psychologist_full,isotonic,balanced,0.11499999999999999,0.97467485271444,0.9444444444444444,0.9807692307692307,0.9929906542056075,0.9868799424874191,0.9622641509433962,0.9968997124370956,0.952275555899417,0.011423276899059982,no,no
elimination__psychologist_full,elimination,psychologist_full,isotonic,default_0_5,0.5,0.9357027370776886,0.9574468085106383,0.8653846153846154,0.9953271028037384,0.930355859094177,0.9090909090909091,0.9968997124370956,0.952275555899417,0.011423276899059982,no,no
elimination__psychologist_full,elimination,psychologist_full,isotonic,precision_oriented,0.4049999999999999,0.99010989010989,0.9574468085106383,0.8653846153846154,0.9953271028037384,0.930355859094177,0.9090909090909091,0.9968997124370956,0.952275555899417,0.011423276899059982,no,yes
elimination__psychologist_full,elimination,psychologist_full,isotonic,recall_constrained,0.4049999999999999,0.9815659340659341,0.9574468085106383,0.8653846153846154,0.9953271028037384,0.930355859094177,0.9090909090909091,0.9968997124370956,0.952275555899417,0.011423276899059982,no,no
elimination__psychologist_full,elimination,psychologist_full,isotonic,winner_fixed,0.4049999999999999,0.8919900970511916,0.9574468085106383,0.8653846153846154,0.9953271028037384,0.930355859094177,0.9090909090909091,0.9968997124370956,0.952275555899417,0.011423276899059982,yes,no
