slot_key,domain,role,mode,feature,importance_rank,importance,feature_label_human
adhd/caregiver/caregiver_full,adhd,caregiver,caregiver_full,adhd_hypimp_01_fidgets,15,0.024155923974585745,Adhd hypimp 01 fidgets
adhd/caregiver/caregiver_full,adhd,caregiver,caregiver_full,adhd_hypimp_02_leaves_seat,16,0.01756369389181652,Adhd hypimp 02 leaves seat
adhd/caregiver/caregiver_full,adhd,caregiver,caregiver_full,adhd_hypimp_09_interrupts_intrudes,17,0.016971123914015746,Adhd hypimp 09 interrupts intrudes
adhd/caregiver/caregiver_full,adhd,caregiver,caregiver_full,adhd_context_other,18,0.016010091204306288,Adhd context other
adhd/caregiver/caregiver_full,adhd,caregiver,caregiver_full,adhd_hypimp_04_cannot_play_quietly,19,0.015919454015761756,Adhd hypimp 04 cannot play quietly
adhd/caregiver/caregiver_full,adhd,caregiver,caregiver_full,adhd_hypimp_05_driven_by_motor,20,0.015370428992812185,Adhd hypimp 05 driven by motor
adhd/caregiver/caregiver_full,adhd,caregiver,caregiver_full,adhd_hypimp_06_talks_excessively,21,0.012728561618139766,Adhd hypimp 06 talks excessively
adhd/caregiver/caregiver_full,adhd,caregiver,caregiver_full,adhd_hypimp_03_runs_or_climbs_inappropriately,22,0.008883730386607523,Adhd hypimp 03 runs or climbs inappropriately
adhd/caregiver/caregiver_full,adhd,caregiver,caregiver_full,age_years,23,0.008336106104574819,Edad en años cumplidos
adhd/caregiver/caregiver_full,adhd,caregiver,caregiver_full,adhd_hypimp_08_difficulty_waiting_turn,24,0.0074245250973258995,Adhd hypimp 08 difficulty waiting turn
adhd/caregiver/caregiver_full,adhd,caregiver,caregiver_full,adhd_context_home,25,0.0019651948000335754,Adhd context home
adhd/caregiver/caregiver_full,adhd,caregiver,caregiver_full,adhd_context_school,26,0.0015236662328233176,Adhd context school
adhd/psychologist/psychologist_1_3,adhd,psychologist,psychologist_1_3,adhd_onset_before_12,1,0.2284638872452722,Adhd onset before 12
adhd/psychologist/psychologist_1_3,adhd,psychologist,psychologist_1_3,adhd_inatt_06_avoids_sustained_effort,2,0.13036628700747535,Adhd inatt 06 avoids sustained effort
adhd/psychologist/psychologist_1_3,adhd,psychologist,psychologist_1_3,adhd_inatt_09_forgetful_daily_activities,3,0.10908697079805436,Adhd inatt 09 forgetful daily activities
adhd/psychologist/psychologist_1_3,adhd,psychologist,psychologist_1_3,adhd_inatt_03_seems_not_listening,4,0.10077956678786491,Adhd inatt 03 seems not listening
adhd/psychologist/psychologist_1_3,adhd,psychologist,psychologist_1_3,adhd_inatt_02_sustained_attention_difficulty,5,0.10041352775497348,Adhd inatt 02 sustained attention difficulty
adhd/psychologist/psychologist_1_3,adhd,psychologist,psychologist_1_3,adhd_inatt_08_easily_distracted,6,0.09312842056332249,Adhd inatt 08 easily distracted
adhd/psychologist/psychologist_1_3,adhd,psychologist,psychologist_1_3,adhd_inatt_07_loses_things,7,0.08264721791161882,Adhd inatt 07 loses things
adhd/psychologist/psychologist_1_3,adhd,psychologist,psychologist_1_3,adhd_inatt_01_attention_to_detail_errors,8,0.0817703921230661,Adhd inatt 01 attention to detail errors
adhd/psychologist/psychologist_1_3,adhd,psychologist,psychologist_1_3,adhd_hypimp_07_blurts_out,9,0.0733437298083524,Adhd hypimp 07 blurts out
adhd/psychologist/psychologist_2_3,adhd,psychologist,psychologist_2_3,adhd_onset_before_12,1,0.1389106262719943,Adhd onset before 12
adhd/psychologist/psychologist_2_3,adhd,psychologist,psychologist_2_3,adhd_impairment_school,2,0.11170185688764153,Adhd impairment school
adhd/psychologist/psychologist_2_3,adhd,psychologist,psychologist_2_3,adhd_impairment_home,3,0.10694430114793786,Adhd impairment home
adhd/psychologist/psychologist_2_3,adhd,psychologist,psychologist_2_3,adhd_not_better_explained_other_mental,4,0.09828635577813777,Adhd not better explained other mental
adhd/psychologist/psychologist_2_3,adhd,psychologist,psychologist_2_3,adhd_inatt_06_avoids_sustained_effort,5,0.07535797600886321,Adhd inatt 06 avoids sustained effort
adhd/psychologist/psychologist_2_3,adhd,psychologist,psychologist_2_3,adhd_impairment_social,6,0.06834571422550982,Adhd impairment social
adhd/psychologist/psychologist_2_3,adhd,psychologist,psychologist_2_3,adhd_inatt_09_forgetful_daily_activities,7,0.05460659111272474,Adhd inatt 09 forgetful daily activities
adhd/psychologist/psychologist_2_3,adhd,psychologist,psychologist_2_3,adhd_inatt_03_seems_not_listening,8,0.05211714238407411,Adhd inatt 03 seems not listening
adhd/psychologist/psychologist_2_3,adhd,psychologist,psychologist_2_3,adhd_inatt_08_easily_distracted,9,0.04346017518783488,Adhd inatt 08 easily distracted
adhd/psychologist/psychologist_2_3,adhd,psychologist,psychologist_2_3,adhd_inatt_01_attention_to_detail_errors,10,0.039024583469614536,Adhd inatt 01 attention to detail errors
adhd/psychologist/psychologist_2_3,adhd,psychologist,psychologist_2_3,adhd_inatt_02_sustained_attention_difficulty,11,0.03761426467851448,Adhd inatt 02 sustained attention difficulty
adhd/psychologist/psychologist_2_3,adhd,psychologist,psychologist_2_3,adhd_inatt_07_loses_things,12,0.03664203391011597,Adhd inatt 07 loses things
adhd/psychologist/psychologist_2_3,adhd,psychologist,psychologist_2_3,adhd_inatt_04_fails_to_finish_tasks,13,0.03319999674729402,Adhd inatt 04 fails to finish tasks
adhd/psychologist/psychologist_2_3,adhd,psychologist,psychologist_2_3,adhd_hypimp_07_blurts_out,14,0.028204340747671947,Adhd hypimp 07 blurts out
adhd/psychologist/psychologist_2_3,adhd,psychologist,psychologist_2_3,adhd_hypimp_01_fidgets,15,0.023265095351966927,Adhd hypimp 01 fidgets
adhd/psychologist/psychologist_2_3,adhd,psychologist,psychologist_2_3,adhd_hypimp_02_leaves_seat,16,0.021479792315042025,Adhd hypimp 02 leaves seat
adhd/psychologist/psychologist_2_3,adhd,psychologist,psychologist_2_3,adhd_inatt_05_organization_difficulty,17,0.019095419613303136,Adhd inatt 05 organization difficulty
adhd/psychologist/psychologist_2_3,adhd,psychologist,psychologist_2_3,adhd_hypimp_04_cannot_play_quietly,18,0.011743734161758917,Adhd hypimp 04 cannot play quietly
adhd/psychologist/psychologist_full,adhd,psychologist,psychologist_full,adhd_onset_before_12,1,0.13412988738269319,Adhd onset before 12
adhd/psychologist/psychologist_full,adhd,psychologist,psychologist_full,adhd_impairment_home,2,0.10062157805279792,Adhd impairment home
adhd/psychologist/psychologist_full,adhd,psychologist,psychologist_full,adhd_impairment_school,3,0.09329705913303728,Adhd impairment school
adhd/psychologist/psychologist_full,adhd,psychologist,psychologist_full,adhd_not_better_explained_other_mental,4,0.09323948050504112,Adhd not better explained other mental
adhd/psychologist/psychologist_full,adhd,psychologist,psychologist_full,adhd_inatt_06_avoids_sustained_effort,5,0.07218295129473233,Adhd inatt 06 avoids sustained effort
adhd/psychologist/psychologist_full,adhd,psychologist,psychologist_full,adhd_inatt_09_forgetful_daily_activities,6,0.06158919258660256,Adhd inatt 09 forgetful daily activities
adhd/psychologist/psychologist_full,adhd,psychologist,psychologist_full,adhd_inatt_03_seems_not_listening,7,0.05425058879183011,Adhd inatt 03 seems not listening
adhd/psychologist/psychologist_full,adhd,psychologist,psychologist_full,adhd_impairment_social,8,0.04958534056480965,Adhd impairment social
adhd/psychologist/psychologist_full,adhd,psychologist,psychologist_full,adhd_inatt_08_easily_distracted,9,0.03803511737651349,Adhd inatt 08 easily distracted
adhd/psychologist/psychologist_full,adhd,psychologist,psychologist_full,adhd_hypimp_07_blurts_out,10,0.034049689734734316,Adhd hypimp 07 blurts out
adhd/psychologist/psychologist_full,adhd,psychologist,psychologist_full,adhd_inatt_02_sustained_attention_difficulty,11,0.031133462350802967,Adhd inatt 02 sustained attention difficulty
adhd/psychologist/psychologist_full,adhd,psychologist,psychologist_full,adhd_inatt_01_attention_to_detail_errors,12,0.030129702206807676,Adhd inatt 01 attention to detail errors
adhd/psychologist/psychologist_full,adhd,psychologist,psychologist_full,adhd_inatt_07_loses_things,13,0.02914249017995546,Adhd inatt 07 loses things
adhd/psychologist/psychologist_full,adhd,psychologist,psychologist_full,adhd_inatt_04_fails_to_finish_tasks,14,0.02721227956584471,Adhd inatt 04 fails to finish tasks
adhd/psychologist/psychologist_full,adhd,psychologist,psychologist_full,adhd_inatt_05_organization_difficulty,15,0.02443615130807339,Adhd inatt 05 organization difficulty
adhd/psychologist/psychologist_full,adhd,psychologist,psychologist_full,adhd_hypimp_01_fidgets,16,0.02094314302335414,Adhd hypimp 01 fidgets
adhd/psychologist/psychologist_full,adhd,psychologist,psychologist_full,adhd_hypimp_02_leaves_seat,17,0.017751402577614536,Adhd hypimp 02 leaves seat
adhd/psychologist/psychologist_full,adhd,psychologist,psychologist_full,adhd_hypimp_09_interrupts_intrudes,18,0.017219710219991764,Adhd hypimp 09 interrupts intrudes
adhd/psychologist/psychologist_full,adhd,psychologist,psychologist_full,adhd_hypimp_05_driven_by_motor,19,0.015386159772806015,Adhd hypimp 05 driven by motor
adhd/psychologist/psychologist_full,adhd,psychologist,psychologist_full,adhd_hypimp_04_cannot_play_quietly,20,0.011955568600888459,Adhd hypimp 04 cannot play quietly
adhd/psychologist/psychologist_full,adhd,psychologist,psychologist_full,adhd_context_other,21,0.011560990344935447,Adhd context other
adhd/psychologist/psychologist_full,adhd,psychologist,psychologist_full,adhd_hypimp_06_talks_excessively,22,0.010116146861615142,Adhd hypimp 06 talks excessively
adhd/psychologist/psychologist_full,adhd,psychologist,psychologist_full,adhd_hypimp_03_runs_or_climbs_inappropriately,23,0.008839476235269815,Adhd hypimp 03 runs or climbs inappropriately
adhd/psychologist/psychologist_full,adhd,psychologist,psychologist_full,adhd_hypimp_08_difficulty_waiting_turn,24,0.007747761381021963,Adhd hypimp 08 difficulty waiting turn
adhd/psychologist/psychologist_full,adhd,psychologist,psychologist_full,adhd_context_home,25,0.003928937491426017,Adhd context home
adhd/psychologist/psychologist_full,adhd,psychologist,psychologist_full,adhd_context_school,26,0.00131835799341906,Adhd context school
adhd/psychologist/psychologist_full,adhd,psychologist,psychologist_full,adhd_not_psychosis_exclusive,27,0.00019737446338149916,Adhd not psychosis exclusive
anxiety/caregiver/caregiver_1_3,anxiety,caregiver,caregiver_1_3,sep_anx_impairment,1,0.2726479655954957,Sep anx impairment
anxiety/caregiver/caregiver_1_3,anxiety,caregiver,caregiver_1_3,gad_difficulty_controlling_worry,2,0.22738185751592208,Gad difficulty controlling worry
anxiety/caregiver/caregiver_1_3,anxiety,caregiver,caregiver_1_3,gad_impairment,3,0.1860926394415728,Gad impairment
anxiety/caregiver/caregiver_1_3,anxiety,caregiver,caregiver_1_3,gad_excessive_worry_multiple_areas,4,0.16932685729870176,Gad excessive worry multiple areas
anxiety/caregiver/caregiver_1_3,anxiety,caregiver,caregiver_1_3,social_anxiety_impairment,5,0.1445506801483078,Social anxiety impairment
anxiety/caregiver/caregiver_2_3,anxiety,caregiver,caregiver_2_3,sep_anx_impairment,1,0.18966447630592675,Sep anx impairment
anxiety/caregiver/caregiver_2_3,anxiety,caregiver,caregiver_2_3,sep_anx_duration_weeks,2,0.1211475257513131,Sep anx duration weeks
anxiety/caregiver/caregiver_2_3,anxiety,caregiver,caregiver_2_3,agor_escape_help_cognition,3,0.08459924968410017,Agor escape help cognition
anxiety/caregiver/caregiver_2_3,anxiety,caregiver,caregiver_2_3,gad_duration_months,4,0.07371259609828738,Gad duration months
anxiety/caregiver/caregiver_2_3,anxiety,caregiver,caregiver_2_3,social_anxiety_duration_months,5,0.058720074056627734,Social anxiety duration months
anxiety/caregiver/caregiver_2_3,anxiety,caregiver,caregiver_2_3,gad_assoc_05_muscle_tension,6,0.04199087711107039,Gad assoc 05 muscle tension
anxiety/caregiver/caregiver_2_3,anxiety,caregiver,caregiver_2_3,gad_assoc_01_restlessness,7,0.04182919566849257,Gad assoc 01 restlessness
anxiety/caregiver/caregiver_2_3,anxiety,caregiver,caregiver_2_3,gad_assoc_06_sleep_problems,8,0.040944930336046785,Gad assoc 06 sleep problems
anxiety/caregiver/caregiver_2_3,anxiety,caregiver,caregiver_2_3,social_anxiety_fear_negative_evaluation,9,0.040633327855601996,Social anxiety fear negative evaluation
anxiety/caregiver/caregiver_2_3,anxiety,caregiver,caregiver_2_3,gad_difficulty_controlling_worry,10,0.03679194189945301,Gad difficulty controlling worry
anxiety/caregiver/caregiver_2_3,anxiety,caregiver,caregiver_2_3,age_years,11,0.02853679960401775,Edad en años cumplidos
anxiety/caregiver/caregiver_2_3,anxiety,caregiver,caregiver_2_3,gad_impairment,12,0.027089971446999147,Gad impairment
anxiety/caregiver/caregiver_2_3,anxiety,caregiver,caregiver_2_3,agor_fear_01_public_transport,13,0.025946860537810822,Agor fear 01 public transport
anxiety/caregiver/caregiver_2_3,anxiety,caregiver,caregiver_2_3,sep_anx_07_separation_nightmares,14,0.022618148243729458,Sep anx 07 separation nightmares
anxiety/caregiver/caregiver_2_3,anxiety,caregiver,caregiver_2_3,agor_avoid_or_need_companion,15,0.020938099127543776,Agor avoid or need companion
anxiety/caregiver/caregiver_2_3,anxiety,caregiver,caregiver_2_3,gad_excessive_worry_multiple_areas,16,0.01951001889157038,Gad excessive worry multiple areas
anxiety/caregiver/caregiver_2_3,anxiety,caregiver,caregiver_2_3,gad_assoc_04_irritability,17,0.018650804399913436,Gad assoc 04 irritability
anxiety/caregiver/caregiver_2_3,anxiety,caregiver,caregiver_2_3,sep_anx_03_worry_event_causing_separation,18,0.014824777669564776,Sep anx 03 worry event causing separation
anxiety/caregiver/caregiver_2_3,anxiety,caregiver,caregiver_2_3,sep_anx_08_physical_complaints_on_separation,19,0.013693104891791225,Sep anx 08 physical complaints on separation
anxiety/caregiver/caregiver_2_3,anxiety,caregiver,caregiver_2_3,sep_anx_05_fear_being_alone_without_attachment,20,0.012006181546871763,Sep anx 05 fear being alone without attachment
anxiety/caregiver/caregiver_2_3,anxiety,caregiver,caregiver_2_3,sep_anx_06_refuses_sleep_away_or_alone,21,0.011946894562085373,Sep anx 06 refuses sleep away or alone
anxiety/caregiver/caregiver_2_3,anxiety,caregiver,caregiver_2_3,sep_anx_04_refuses_leaving_home_school,22,0.011058650372079822,Sep anx 04 refuses leaving home school
anxiety/caregiver/caregiver_2_3,anxiety,caregiver,caregiver_2_3,gad_assoc_02_fatigue,23,0.01022302847801091,Gad assoc 02 fatigue
anxiety/caregiver/caregiver_2_3,anxiety,caregiver,caregiver_2_3,social_anxiety_impairment,24,0.009472330138545844,Social anxiety impairment
anxiety/caregiver/caregiver_2_3,anxiety,caregiver,caregiver_2_3,social_anxiety_fear_being_observed,25,0.009007867869774868,Social anxiety fear being observed
anxiety/caregiver/caregiver_2_3,anxiety,caregiver,caregiver_2_3,agor_fear_03_enclosed_spaces,26,0.008912342708834146,Agor fear 03 enclosed spaces
anxiety/caregiver/caregiver_2_3,anxiety,caregiver,caregiver_2_3,gad_assoc_03_concentration_difficulty,27,0.005529924743936767,Gad assoc 03 concentration difficulty
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,sep_anx_impairment,1,0.14505067887468132,Sep anx impairment
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,sep_anx_duration_weeks,2,0.10183716019149049,Sep anx duration weeks
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,gad_duration_months,3,0.09348967241617226,Gad duration months
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,agor_escape_help_cognition,4,0.05554918579484753,Agor escape help cognition
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,social_anxiety_duration_months,5,0.05289025707017791,Social anxiety duration months
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,gad_difficulty_controlling_worry,6,0.03983283557771816,Gad difficulty controlling worry
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,social_anxiety_fear_negative_evaluation,7,0.03858989806557335,Social anxiety fear negative evaluation
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,gad_assoc_05_muscle_tension,8,0.0369499109831046,Gad assoc 05 muscle tension
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,gad_assoc_06_sleep_problems,9,0.03361590891773968,Gad assoc 06 sleep problems
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,gad_assoc_01_restlessness,10,0.03296103131410177,Gad assoc 01 restlessness
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,gad_impairment,11,0.03205269883406233,Gad impairment
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,agor_avoid_or_need_companion,12,0.02942140383703496,Agor avoid or need companion
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,agor_fear_04_crowds_queues,13,0.026032018225677977,Agor fear 04 crowds queues
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,sep_anx_07_separation_nightmares,14,0.025133908567726158,Sep anx 07 separation nightmares
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,age_years,15,0.02506169787940356,Edad en años cumplidos
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,sep_anx_04_refuses_leaving_home_school,16,0.019466328041271543,Sep anx 04 refuses leaving home school
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,sep_anx_05_fear_being_alone_without_attachment,17,0.019155335887022784,Sep anx 05 fear being alone without attachment
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,agor_almost_always_triggered,18,0.01686498488756071,Agor almost always triggered
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,gad_assoc_04_irritability,19,0.01597741600381116,Gad assoc 04 irritability
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,gad_assoc_02_fatigue,20,0.01361854501727103,Gad assoc 02 fatigue
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,sep_anx_06_refuses_sleep_away_or_alone,21,0.01283487281326772,Sep anx 06 refuses sleep away or alone
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,sep_anx_02_worry_losing_attachment_figures,22,0.012363111705788257,Sep anx 02 worry losing attachment figures
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,sep_anx_08_physical_complaints_on_separation,23,0.012075328318699721,Sep anx 08 physical complaints on separation
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,agor_fear_05_outside_home_alone,24,0.012065031850230183,Agor fear 05 outside home alone
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,agor_fear_01_public_transport,25,0.01166264697525429,Agor fear 01 public transport
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,agor_duration_months,26,0.00928137907356954,Agor duration months
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,sep_anx_03_worry_event_causing_separation,27,0.008635592601390123,Sep anx 03 worry event causing separation
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,social_anxiety_almost_always_triggered,28,0.007976328047877472,Social anxiety almost always triggered
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,gad_excessive_worry_multiple_areas,29,0.007475992542119102,Gad excessive worry multiple areas
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,agor_impairment,30,0.007134264731368307,Agor impairment
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,agor_fear_03_enclosed_spaces,31,0.006907489712829492,Agor fear 03 enclosed spaces
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,social_anxiety_fear_interactions,32,0.006022710250352911,Social anxiety fear interactions
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,social_anxiety_avoid_or_endure_intense,33,0.005743080283465598,Social anxiety avoid or endure intense
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,social_anxiety_impairment,34,0.0053347793638653844,Social anxiety impairment
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,social_anxiety_fear_performance,35,0.004578262984045693,Social anxiety fear performance
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,sep_anx_01_distress_on_separation,36,0.004283503174901465,Sep anx 01 distress on separation
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,gad_assoc_03_concentration_difficulty,37,0.004062774324845172,Gad assoc 03 concentration difficulty
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,agor_fear_02_open_spaces,38,0.004007510390007245,Agor fear 02 open spaces
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,social_anxiety_fear_being_observed,39,0.003823443948574653,Social anxiety fear being observed
anxiety/caregiver/caregiver_full,anxiety,caregiver,caregiver_full,social_anxiety_children_peer_only_flag,40,0.00018102052109834237,Social anxiety children peer only flag
anxiety/psychologist/psychologist_1_3,anxiety,psychologist,psychologist_1_3,gad_difficulty_controlling_worry,1,0.18429338130434972,Gad difficulty controlling worry
anxiety/psychologist/psychologist_1_3,anxiety,psychologist,psychologist_1_3,sep_anx_07_separation_nightmares,2,0.10866840439962641,Sep anx 07 separation nightmares
anxiety/psychologist/psychologist_1_3,anxiety,psychologist,psychologist_1_3,sep_anx_05_fear_being_alone_without_attachment,3,0.09496376422497968,Sep anx 05 fear being alone without attachment
anxiety/psychologist/psychologist_1_3,anxiety,psychologist,psychologist_1_3,sep_anx_04_refuses_leaving_home_school,4,0.08749017115359434,Sep anx 04 refuses leaving home school
