slot_key,domain,role,mode,n_trees,mean_tree_depth,max_tree_depth,mean_leaves,mean_nodes,depth_distribution,leaves_distribution
anxiety/psychologist/psychologist_2_3,anxiety,psychologist,psychologist_2_3,170,6.0,6,26.53529411764706,52.07058823529412,6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6,27|30|19|19|26|26|21|34|30|29|25|28|28|19|22|24|27|28|23|30|23|23|28|31|28|27|23|24|25|25|26|24|31|24|22|25|30|25|29|30|26|21|23|24|25|25|31|24|26|27|31|30|25|30|29|24|18|21|28|30|27|32|30|32|28|25|24|25|25|29|30|28|26|24|25|28|24|23|27|29|31|30|29|19|25|28|26|30|29|22|28|28|27|26|20|30|23|31|23|28|25|26|27|33|26|25|27|34|26|25|24|28|26|31|28|23|23|26|24|29|32|28|26|39|27|21|27|29|25|29|24|30|33|30|28|27|31|25|31|32|27|20|24|26|30|25|28|31|24|36|25|26|25|25|24|27|23|23|25|31|23|26|33|22|23|23|25|25|18|28
anxiety/psychologist/psychologist_full,anxiety,psychologist,psychologist_full,160,6.91875,7,26.8875,52.775,7|7|7|6|7|7|7|7|7|6|7|7|7|6|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|6|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|6|7|7|7|7|6|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|6|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|6|7|7|7|7|7|7|7|7|6|7|6|7|7|7|7|6|7|6|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|6|7|7|7|7|7,20|30|27|25|31|28|27|22|29|22|29|29|30|16|25|29|21|26|28|27|28|33|27|27|26|27|32|27|26|25|24|33|28|24|28|25|31|29|29|22|31|25|23|32|29|28|29|23|26|28|31|27|26|23|29|25|22|27|28|26|32|27|24|27|28|22|25|25|26|30|25|28|23|26|24|22|30|24|28|29|28|29|26|26|26|24|29|30|32|29|36|27|31|25|24|25|27|27|26|25|22|24|26|30|25|32|27|23|29|26|27|24|30|31|24|23|28|29|30|25|28|31|25|25|26|28|24|31|25|24|31|21|26|24|33|29|29|28|30|33|27|26|26|27|28|24|27|30|27|32|24|24|28|28|25|29|32|19|21|25
conduct/caregiver/caregiver_1_3,conduct,caregiver,caregiver_1_3,190,5.873684210526315,8,16.894736842105264,32.78947368421053,5|8|4|5|6|7|5|3|8|4|8|5|4|4|4|5|7|5|4|5|5|7|5|7|4|4|5|7|7|4|7|5|6|5|8|7|8|8|8|5|4|5|6|8|7|7|6|7|7|8|7|4|6|6|4|5|5|4|8|6|4|5|7|8|4|5|6|5|8|7|4|6|8|8|4|8|5|5|8|7|4|5|6|8|8|7|6|3|5|7|7|7|6|4|5|6|7|6|8|4|4|7|6|4|6|7|8|7|4|8|8|5|6|6|4|8|7|5|5|5|7|6|7|7|6|6|4|6|4|6|7|4|7|6|6|6|4|6|6|4|5|8|8|5|8|4|6|6|8|8|8|4|5|5|4|4|5|7|5|7|7|4|7|5|6|4|5|4|3|6|6|4|6|7|8|3|6|8|7|6|5|7|7|4|7|6|5|8|8|3,11|25|9|13|12|31|8|5|36|8|27|10|6|7|10|7|28|7|7|6|8|18|6|14|5|6|8|19|21|5|32|8|21|14|19|23|22|32|24|18|6|6|17|26|25|32|22|19|23|27|20|6|18|16|7|10|8|10|26|23|6|17|19|35|5|10|16|13|20|21|5|25|30|27|8|26|11|11|27|30|5|17|19|22|19|19|24|4|6|25|23|22|15|10|15|27|28|26|35|7|7|31|22|7|18|32|34|30|8|26|20|8|14|19|11|35|18|11|13|6|21|18|36|24|14|22|5|22|7|17|22|5|16|19|16|25|10|26|26|5|16|28|27|7|25|9|19|13|18|28|26|7|8|12|5|5|10|27|8|15|26|5|24|16|19|6|6|7|4|16|27|7|20|26|24|4|15|32|26|23|11|27|22|9|15|8|7|34|28|4
conduct/caregiver/caregiver_2_3,conduct,caregiver,caregiver_2_3,190,6.221052631578948,8,19.778947368421054,38.55789473684211,7|5|8|8|8|6|6|8|5|8|4|6|8|6|6|4|8|7|7|3|7|6|4|8|7|6|7|8|8|8|4|7|5|4|5|7|4|7|6|4|6|4|6|7|7|7|8|6|8|7|8|7|4|6|4|7|6|4|7|4|7|6|8|8|5|7|3|5|6|7|4|7|5|4|4|8|7|6|3|7|4|5|6|6|8|4|7|7|7|3|7|4|7|6|7|6|6|8|8|6|4|8|6|6|7|6|6|7|7|8|8|5|8|6|6|7|7|7|8|6|6|6|8|5|8|8|8|8|8|7|8|5|7|8|6|3|7|8|8|7|6|5|7|7|6|3|7|6|8|7|3|5|8|7|4|3|8|4|7|8|5|5|3|8|4|7|5|8|3|6|7|5|8|4|8|5|7|6|8|4|7|6|7|7|7|8|6|4|8|3,34|6|31|18|36|16|23|26|12|31|7|18|25|19|16|6|26|20|28|4|17|14|6|28|25|15|29|40|28|38|7|26|8|7|10|22|6|20|10|6|18|6|17|15|28|21|31|7|34|34|27|32|7|20|5|30|23|5|31|6|30|28|31|29|14|21|5|13|22|30|8|21|9|7|10|23|18|16|4|34|5|12|24|23|21|7|19|21|29|4|31|6|15|21|19|13|19|33|30|12|6|29|15|21|27|27|15|21|26|24|26|9|33|12|16|25|23|30|35|24|23|21|28|18|33|29|24|26|31|31|31|17|21|28|11|4|22|32|19|31|16|8|34|17|17|4|28|14|33|40|4|11|33|23|7|4|29|5|22|27|10|13|4|16|6|20|10|32|4|25|15|18|26|7|37|12|28|18|25|7|19|18|31|31|20|32|28|8|36|4
conduct/caregiver/caregiver_full,conduct,caregiver,caregiver_full,190,6.278947368421052,8,20.121052631578948,39.242105263157896,8|8|7|7|5|3|8|7|4|5|8|8|8|4|4|7|4|4|4|6|8|6|8|4|8|7|8|8|6|5|6|7|5|4|5|6|3|6|7|8|6|7|8|7|8|4|5|8|8|5|8|4|7|8|8|7|5|8|8|3|6|7|8|6|8|5|7|8|7|4|6|6|8|8|6|4|8|3|5|5|7|7|7|8|8|7|4|7|5|5|8|4|8|5|3|7|8|6|7|7|3|6|7|6|7|3|8|7|7|5|8|7|7|6|5|4|3|8|4|6|4|4|8|5|6|7|8|6|8|6|8|8|8|6|8|7|6|4|4|6|7|5|7|7|8|7|4|6|8|8|3|7|8|7|7|4|4|6|8|7|8|8|5|6|6|6|8|4|6|6|8|6|5|8|8|3|8|6|4|5|7|7|4|8|6|8|8|8|8|4,32|29|25|32|7|4|28|21|7|13|22|29|35|7|5|14|8|5|5|28|38|14|28|6|19|28|35|29|16|6|11|19|6|9|8|13|4|20|37|29|21|19|33|18|40|10|7|38|31|11|39|7|21|32|20|31|7|25|17|4|16|29|34|17|32|15|20|36|31|8|19|20|33|31|17|5|29|6|10|11|21|19|12|26|27|26|10|31|7|12|27|6|34|10|4|37|29|20|22|24|4|20|16|19|32|5|29|23|20|14|19|22|19|24|10|5|4|34|5|17|6|5|22|8|16|27|24|16|25|19|33|21|27|25|32|31|24|9|5|15|24|7|15|31|26|27|6|33|34|36|4|30|33|27|24|6|5|23|34|31|24|38|6|19|13|29|25|8|15|22|38|23|7|30|34|4|37|23|5|6|34|32|8|35|20|27|21|32|31|5
conduct/psychologist/psychologist_1_3,conduct,psychologist,psychologist_1_3,150,7.0,7,34.38,67.76,7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7,30|30|39|39|31|37|35|34|34|34|35|31|38|30|32|33|35|31|35|34|37|37|34|35|32|37|34|38|37|34|33|36|30|33|32|37|35|35|40|35|35|33|36|35|34|36|36|28|33|37|38|36|35|32|31|38|32|33|35|34|34|35|30|35|32|37|35|33|36|35|35|35|32|37|33|33|38|34|35|32|33|37|36|35|41|36|32|32|35|37|37|34|33|37|33|34|37|36|34|34|36|36|30|34|35|34|33|29|34|34|34|35|35|35|39|34|35|38|35|37|33|30|34|40|34|35|33|32|36|31|32|35|32|32|34|35|34|37|31|33|35|32|33|34|34|34|34|34|35|33
conduct/psychologist/psychologist_2_3,conduct,psychologist,psychologist_2_3,190,5.668421052631579,8,15.689473684210526,30.378947368421052,5|7|8|5|5|8|3|6|6|7|8|8|6|5|6|3|7|7|5|7|5|4|4|4|7|6|7|3|5|7|8|6|4|4|6|3|4|6|7|8|8|4|7|8|6|7|4|7|4|7|7|7|4|5|6|6|4|6|8|3|6|8|6|4|4|8|7|4|4|4|5|4|7|5|4|4|7|3|6|3|8|4|8|7|5|6|8|5|6|3|4|4|6|3|7|5|8|4|6|8|6|5|5|7|4|7|5|6|6|4|5|4|6|4|4|6|7|6|8|5|6|4|5|5|8|7|7|7|5|5|3|3|7|4|5|8|7|6|4|7|8|5|3|6|4|3|4|6|5|5|4|4|8|8|8|4|3|6|6|4|6|5|7|6|8|5|6|5|5|6|7|7|4|7|8|3|3|7|7|8|3|4|8|8|8|6|8|8|5|6,12|18|19|9|6|37|4|16|19|18|25|34|22|10|26|4|22|18|11|27|16|6|7|6|14|21|22|4|11|22|28|15|6|5|22|4|9|22|20|30|30|9|20|14|21|21|7|23|5|24|19|16|5|12|20|16|9|29|17|4|23|21|19|5|5|14|30|5|6|9|14|5|15|12|6|7|15|4|22|4|26|5|30|20|12|26|32|7|22|4|5|5|17|5|27|9|32|7|14|33|14|10|7|17|6|32|12|31|22|7|9|6|27|8|5|21|15|18|21|16|22|8|6|9|34|24|17|23|13|12|4|4|26|5|13|23|30|19|6|21|23|7|4|23|6|4|8|20|15|12|6|10|26|24|26|5|4|13|14|6|22|13|24|18|32|15|13|8|12|29|33|27|5|20|24|4|4|20|24|21|4|5|30|23|22|24|30|22|12|15
conduct/psychologist/psychologist_full,conduct,psychologist,psychologist_full,190,6.278947368421052,8,19.96315789473684,38.92631578947368,4|8|5|6|4|6|7|7|8|6|8|4|4|4|4|7|4|4|4|7|8|4|4|4|6|4|6|7|8|7|8|7|4|7|5|6|8|8|8|7|7|8|8|6|7|8|7|5|6|8|6|6|8|8|8|8|8|7|5|3|6|5|3|8|7|4|7|8|6|7|7|4|8|6|7|7|6|4|8|3|5|7|6|8|7|7|8|8|5|3|7|7|7|7|3|5|8|6|3|8|8|4|6|4|5|4|8|7|5|8|6|6|8|7|4|7|3|5|4|6|4|7|7|6|7|7|8|8|6|8|6|8|7|6|8|7|8|5|4|8|8|4|7|8|4|8|6|8|8|6|8|7|7|8|4|7|8|7|7|7|7|3|8|4|4|8|4|5|6|8|7|8|4|8|5|7|7|7|8|8|7|4|4|7|5|7|6|6|7|7,7|36|6|28|7|17|27|21|30|18|22|6|9|5|9|37|5|6|5|17|29|6|5|6|16|7|24|25|31|17|31|36|6|22|7|17|33|33|23|18|18|38|42|17|28|31|18|6|18|34|24|32|35|21|29|19|29|21|11|4|17|11|4|34|27|6|20|25|16|33|23|5|28|21|25|26|21|6|31|4|14|18|15|27|16|19|34|24|12|4|17|19|29|23|4|13|32|31|4|35|31|6|20|8|14|6|21|21|15|21|11|24|20|30|6|28|4|13|5|18|6|23|25|19|23|35|36|31|12|14|14|28|32|19|28|24|28|12|6|22|30|7|16|28|5|31|14|26|30|15|29|21|17|28|5|33|34|26|29|30|37|4|22|6|6|32|5|14|23|35|39|32|5|36|13|19|18|23|29|35|19|5|7|21|16|28|26|17|23|27
depression/caregiver/caregiver_1_3,depression,caregiver,caregiver_1_3,170,6.0,6,29.91176470588235,58.8235294117647,6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6,26|34|32|30|29|32|28|26|31|33|30|30|33|31|23|29|32|26|26|29|24|34|34|28|32|30|29|31|33|29|30|32|31|25|34|34|29|33|33|29|32|31|31|28|25|28|36|30|28|32|32|32|27|25|29|27|28|32|29|27|26|28|34|28|29|28|27|29|30|31|29|34|27|32|28|33|30|28|37|33|27|28|32|36|29|32|27|27|28|27|23|33|34|29|31|33|33|37|32|31|27|26|32|27|31|29|27|29|23|27|33|27|29|33|31|31|26|31|29|35|30|32|33|30|28|35|32|25|27|28|34|30|32|34|29|33|36|28|22|32|26|27|31|25|26|24|32|31|34|32|29|26|32|34|27|28|36|30|27|32|26|38|30|23|35|31|28|27|30|32
depression/caregiver/caregiver_2_3,depression,caregiver,caregiver_2_3,120,4.966666666666667,5,15.0,29.0,5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|5|5|5|5|5|5|5|5|5|4|4|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5,14|15|15|12|15|12|14|17|14|18|13|10|17|17|17|16|15|17|17|13|15|14|16|12|15|15|14|14|16|17|16|17|17|12|13|13|15|14|13|15|16|13|17|15|16|16|17|16|15|17|16|14|12|14|12|15|13|15|14|15|17|16|17|15|16|14|16|11|14|17|15|12|15|15|16|15|20|14|16|15|17|16|15|14|13|13|15|15|13|12|14|19|17|16|16|17|16|13|15|18|16|16|14|15|16|16|14|17|16|14|13|13|15|14|14|17|16|14|13|18
depression/caregiver/caregiver_full,depression,caregiver,caregiver_full,160,6.96875,7,30.3125,59.625,7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|6|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|6|7|7|7|6|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|6|7|7|7|7|7|6|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7,31|28|33|28|27|29|26|30|32|29|28|28|24|35|34|26|36|30|35|27|30|31|28|28|33|36|34|28|35|30|33|31|35|25|29|33|32|34|30|30|30|31|34|27|31|31|32|32|29|30|30|29|26|33|30|32|30|32|30|30|32|27|33|28|28|35|30|31|35|33|28|31|35|33|30|32|32|29|28|32|36|32|30|34|32|32|27|29|28|24|28|35|32|29|31|25|23|35|30|33|31|32|28|29|31|27|32|33|29|30|29|37|30|30|30|31|33|30|27|30|33|32|30|30|33|32|32|35|23|23|24|31|33|32|31|33|30|28|30|31|26|28|24|29|27|27|23|30|28|32|30|29|32|28|30|26|32|31|34|32
depression/psychologist/psychologist_1_3,depression,psychologist,psychologist_1_3,150,6.966666666666667,7,28.226666666666667,55.45333333333333,7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|6|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|6|7|7|7|7|7|7|7|7|7|7|7|6|7|7|7|7|7|6|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|6|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7,31|28|30|31|27|26|27|26|29|27|27|28|35|29|25|28|27|25|26|22|28|29|29|29|31|30|32|29|27|29|30|27|29|28|29|27|27|28|31|30|28|28|30|27|28|26|28|28|33|31|29|30|27|29|24|29|28|26|29|28|29|30|24|30|30|28|27|28|31|26|28|30|30|29|31|27|29|27|26|27|24|30|29|29|26|30|27|32|28|30|23|28|26|31|33|32|27|28|27|27|28|32|27|29|24|28|30|26|29|24|28|29|30|24|28|25|29|31|29|28|25|26|28|27|27|26|28|29|27|26|27|30|27|27|26|32|26|28|31|29|29|31|30|30|31|30|26|30|25|29
depression/psychologist/psychologist_2_3,depression,psychologist,psychologist_2_3,170,6.0,6,29.129411764705882,57.258823529411764,6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6,33|28|38|25|20|27|31|26|32|30|30|34|33|31|34|31|27|21|35|27|32|21|30|27|32|34|26|33|28|29|38|27|30|27|28|28|21|29|31|33|26|29|30|23|30|28|31|30|33|28|30|27|31|28|27|30|26|29|25|25|36|31|30|26|33|32|26|29|32|33|26|24|33|27|33|27|22|30|24|30|34|40|30|27|27|27|33|34|29|28|30|33|28|28|37|32|32|26|30|31|30|27|25|32|24|31|32|32|24|26|26|31|30|30|30|28|30|34|28|28|23|18|22|27|31|26|30|28|32|28|28|28|33|33|28|22|29|24|35|25|28|24|26|32|36|30|31|28|25|35|26|29|23|28|29|25|31|30|31|23|29|30|36|34|28|34|29|33|30|28
depression/psychologist/psychologist_full,depression,psychologist,psychologist_full,190,7.978947368421053,8,41.17368421052632,81.34736842105264,8|8|8|8|8|8|8|8|8|8|8|8|7|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|7|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|7|8|8|8|8|8|8|8|8|8|8|8|8|8|8|7|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8,44|54|38|39|38|40|47|40|37|45|42|39|45|39|41|47|38|46|39|33|46|43|40|36|38|45|39|33|47|40|41|42|38|44|35|35|39|45|39|49|38|46|44|47|40|42|37|36|40|36|42|44|40|36|44|38|50|34|36|40|48|40|40|42|45|44|35|42|42|44|43|36|40|46|44|37|31|45|33|40|38|45|45|47|42|44|43|41|40|47|34|42|44|39|37|44|42|37|46|45|38|44|46|43|46|50|43|40|48|41|41|41|28|44|38|40|33|47|49|35|40|38|38|44|46|42|48|35|38|42|42|50|39|47|44|40|48|39|40|46|39|46|43|45|42|38|32|37|44|49|35|41|48|40|42|28|37|41|44|28|46|41|42|42|45|31|43|39|48|39|40|38|43|44|41|37|50|50|47|40|41|32|46|38|29|42|41|42|35|37
elimination/caregiver/caregiver_1_3,elimination,caregiver,caregiver_1_3,190,5.636842105263158,8,9.26842105263158,17.53684210526316,8|2|3|6|4|3|7|3|5|8|3|2|7|6|8|7|6|8|4|6|7|6|7|7|7|8|8|3|3|8|3|3|6|1|6|8|4|6|7|8|5|8|3|6|8|8|6|6|7|7|3|5|5|2|3|3|8|6|6|8|3|4|4|4|7|3|8|3|6|7|2|8|8|6|3|3|7|7|6|7|2|3|3|7|8|4|6|7|5|7|6|6|3|7|6|7|6|7|5|7|6|6|8|4|6|6|6|3|8|8|6|8|2|4|7|6|5|6|8|7|7|8|3|6|6|8|6|7|8|7|6|8|3|8|6|3|7|6|7|3|2|5|6|4|3|6|7|5|7|6|6|2|6|3|2|8|8|7|5|4|2|5|8|5|8|8|7|5|8|3|2|6|7|6|6|7|6|7|8|6|8|3|6|6|5|6|7|3|5|4,12|3|6|8|8|5|13|4|9|12|6|3|12|12|10|11|12|12|7|13|10|11|12|9|11|12|12|6|5|11|5|7|11|2|11|11|7|11|11|11|9|11|5|11|11|12|11|11|12|12|6|11|8|4|5|5|11|11|11|11|4|8|6|6|10|5|12|6|11|11|3|11|10|9|6|5|12|11|11|10|4|5|4|11|12|6|10|13|11|11|9|11|4|11|11|11|11|10|11|12|10|11|10|8|11|11|12|6|10|12|8|11|4|7|11|10|11|11|13|13|12|10|6|11|11|12|10|11|10|11|11|11|7|9|9|6|11|11|12|4|4|9|11|7|5|11|9|8|12|10|12|4|9|6|4|12|11|12|11|6|4|9|12|12|10|12|13|9|11|5|4|11|9|12|9|11|10|11|11|12|12|4|10|11|9|9|13|6|9|6
elimination/caregiver/caregiver_2_3,elimination,caregiver,caregiver_2_3,190,6.552631578947368,8,11.910526315789474,22.821052631578947,3|8|6|5|6|6|8|8|7|8|7|8|8|4|8|7|7|8|4|8|7|6|4|8|7|4|5|8|8|7|5|3|7|7|7|6|7|8|8|7|7|7|7|7|8|4|7|7|4|7|6|7|7|7|8|7|4|7|4|6|7|7|8|8|3|7|3|8|4|3|8|8|8|7|7|8|8|6|7|7|7|5|5|7|7|7|8|7|8|4|8|8|4|2|6|8|7|7|8|7|6|6|7|6|8|7|8|4|7|5|7|6|5|8|8|8|8|7|8|8|8|3|8|7|4|7|8|7|8|4|7|4|8|8|8|7|7|7|7|8|6|4|6|6|4|4|4|4|4|7|6|7|5|8|8|7|7|5|7|8|8|5|7|5|8|5|7|4|5|8|8|7|8|8|8|7|7|4|6|7|8|8|7|4|8|6|8|6|8|8,6|12|11|7|13|12|12|14|12|14|12|13|14|8|12|10|11|15|8|13|14|14|8|16|13|6|14|16|16|13|11|6|11|15|14|10|14|15|15|12|14|14|11|12|11|6|13|12|10|15|14|13|13|16|16|11|6|10|8|14|13|12|11|14|5|12|4|14|7|6|14|16|13|10|15|15|15|13|12|15|14|8|11|13|14|11|12|15|17|9|13|13|6|4|14|13|11|13|15|12|11|12|13|14|11|14|14|6|15|11|13|10|8|11|11|12|12|12|14|13|13|6|14|12|9|13|13|14|12|6|14|9|12|12|14|11|14|14|14|12|13|6|10|14|9|7|8|9|7|15|15|13|9|14|11|13|13|9|14|17|12|9|12|9|13|10|15|5|9|13|14|13|15|13|13|15|15|5|15|13|14|13|14|9|14|12|13|14|14|12
elimination/caregiver/caregiver_full,elimination,caregiver,caregiver_full,190,5.852631578947369,8,10.789473684210526,20.57894736842105,8|8|6|5|7|7|4|6|5|3|4|8|8|5|8|6|8|5|5|8|8|5|5|4|6|7|7|7|5|4|5|7|7|6|7|7|7|7|4|4|5|6|7|8|5|7|8|4|5|4|6|7|4|4|5|6|6|5|7|6|5|4|4|7|5|5|4|4|6|5|3|4|4|7|6|8|4|8|5|5|4|3|6|6|6|8|7|5|8|5|8|6|6|5|4|3|4|7|5|8|5|4|6|5|5|8|8|6|8|6|5|6|7|4|6|5|8|3|6|8|8|8|7|6|6|6|5|5|7|5|8|6|5|4|4|5|6|8|8|7|7|5|7|3|5|7|6|8|7|7|6|5|8|6|8|4|6|7|5|7|6|7|5|6|6|5|5|7|4|6|7|8|8|8|7|4|4|4|5|5|6|4|7|7|4|4|5|5|7|4,14|12|12|9|11|15|9|10|10|6|8|13|12|10|14|10|12|10|14|11|13|9|9|8|10|12|14|12|10|7|10|13|12|9|14|10|12|11|8|7|11|12|11|12|8|13|12|7|12|10|10|12|9|8|8|13|11|11|15|14|10|9|8|16|8|10|7|7|10|11|7|8|8|14|13|13|9|14|13|8|7|6|14|12|14|13|14|9|12|9|14|14|11|10|7|6|6|13|7|12|11|7|14|10|9|14|15|11|12|14|11|10|12|8|13|8|16|5|12|14|14|13|14|13|10|14|10|9|14|12|14|9|8|8|7|10|14|14|13|10|12|8|15|6|10|12|10|12|14|15|13|12|12|8|12|8|13|11|8|11|9|12|8|9|11|11|11|15|8|12|13|12|13|13|12|7|7|8|9|8|12|8|13|12|8|9|8|9|12|9
elimination/psychologist/psychologist_1_3,elimination,psychologist,psychologist_1_3,120,2.3666666666666667,4,3.375,5.75,2|3|3|2|3|1|3|3|3|3|2|3|3|3|3|1|3|1|3|3|3|2|2|1|3|1|3|3|2|2|4|4|3|2|3|2|2|4|3|3|3|2|2|1|3|2|1|3|2|2|2|2|2|2|3|2|2|1|2|3|2|3|3|2|1|2|4|2|3|2|1|2|1|3|3|2|2|2|3|2|3|3|2|3|3|1|2|3|2|2|2|3|1|3|2|1|4|2|1|1|2|3|3|2|3|3|3|2|3|2|3|3|2|3|1|2|3|3|2|2,3|4|4|3|4|2|4|4|4|4|3|4|4|4|4|2|4|2|4|4|4|3|3|2|4|2|4|4|3|3|5|5|4|3|4|3|3|5|4|4|4|3|3|2|4|3|2|4|3|3|3|3|3|3|4|3|3|2|3|4|3|4|4|3|2|3|5|3|4|3|2|3|2|4|5|3|3|3|4|3|4|4|3|4|4|2|3|4|3|3|3|4|2|4|3|2|5|3|2|2|3|4|4|3|4|4|4|3|4|3|4|4|3|4|2|3|4|4|3|3
