disorder,model_version,split,threshold,method,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier_score,fpr,fnr
adhd,rf_adhd_v1_baseline,validation,0.825,grid,0.9555555555555556,0.8012422360248447,0.952,0.8766211180124224,0.8716216216216216,0.9558260869565217,0.9638852640957022,0.07995009045777661,0.04800000000000004,0.19875776397515532
adhd,rf_adhd_v1_baseline,validation,0.85,grid,0.9548872180451128,0.7888198757763976,0.952,0.8704099378881988,0.8639455782312925,0.9558260869565217,0.9638852640957022,0.07995009045777661,0.04800000000000004,0.21118012422360244
adhd,rf_adhd_v1_baseline,validation,0.875,grid,0.9545454545454546,0.782608695652174,0.952,0.8673043478260869,0.8600682593856656,0.9558260869565217,0.9638852640957022,0.07995009045777661,0.04800000000000004,0.21739130434782605
adhd,rf_adhd_v1_baseline,validation,0.9,grid,0.9545454545454546,0.782608695652174,0.952,0.8673043478260869,0.8600682593856656,0.9558260869565217,0.9638852640957022,0.07995009045777661,0.04800000000000004,0.21739130434782605
adhd,rf_adhd_v1_baseline,validation,0.9249999999999999,grid,0.9523809523809523,0.7453416149068323,0.952,0.8486708074534162,0.8362369337979094,0.9558260869565217,0.9638852640957022,0.07995009045777661,0.04800000000000004,0.25465838509316774
adhd,rf_adhd_v1_baseline,validation,0.95,grid,0.9661016949152542,0.7080745341614907,0.968,0.8380372670807453,0.8172043010752689,0.9558260869565217,0.9638852640957022,0.07995009045777661,0.03200000000000003,0.2919254658385093
adhd,rf_adhd_v1_baseline,validation,0.5,fixed_0_5,0.9119496855345912,0.9006211180124224,0.888,0.8943105590062113,0.90625,0.9558260869565217,0.9638852640957022,0.07995009045777661,0.11199999999999999,0.0993788819875776
adhd,rf_adhd_v1_baseline,validation,0.6562810334064958,youden_j,0.9466666666666667,0.8819875776397516,0.936,0.9089937888198758,0.9131832797427653,0.9558260869565217,0.9638852640957022,0.07995009045777661,0.06399999999999995,0.11801242236024845
adhd,rf_adhd_v1_baseline,validation,0.656281,best_f1,0.9466666666666667,0.8819875776397516,0.936,0.9089937888198758,0.9131832797427653,0.9558260869565217,0.9638852640957022,0.07995009045777661,0.06399999999999995,0.11801242236024845
adhd,rf_adhd_v1_baseline,validation,0.656281,sensitivity_priority,0.9466666666666667,0.8819875776397516,0.936,0.9089937888198758,0.9131832797427653,0.9558260869565217,0.9638852640957022,0.07995009045777661,0.06399999999999995,0.11801242236024845
adhd,rf_adhd_v1_baseline,validation,0.954975,precision_constrained,0.9819819819819819,0.6770186335403726,0.984,0.8305093167701862,0.8014705882352942,0.9558260869565217,0.9638852640957022,0.07995009045777661,0.016000000000000014,0.3229813664596274
adhd,rf_adhd_v1_baseline,test,0.05,grid,0.625,1.0,0.23809523809523808,0.6190476190476191,0.7692307692307693,0.9226686507936508,0.941325747617704,0.11716199145592271,0.7619047619047619,0.0
adhd,rf_adhd_v1_baseline,test,0.075,grid,0.7031963470319634,0.9625,0.48412698412698413,0.723313492063492,0.8126649076517151,0.9226686507936508,0.941325747617704,0.11716199145592271,0.5158730158730158,0.03749999999999998
adhd,rf_adhd_v1_baseline,test,0.1,grid,0.7216981132075472,0.95625,0.5317460317460317,0.743998015873016,0.8225806451612904,0.9226686507936508,0.941325747617704,0.11716199145592271,0.46825396825396826,0.043749999999999956
adhd,rf_adhd_v1_baseline,test,0.125,grid,0.7365853658536585,0.94375,0.5714285714285714,0.7575892857142856,0.8273972602739726,0.9226686507936508,0.941325747617704,0.11716199145592271,0.4285714285714286,0.05625000000000002
adhd,rf_adhd_v1_baseline,test,0.15,grid,0.7704081632653061,0.94375,0.6428571428571429,0.7933035714285714,0.848314606741573,0.9226686507936508,0.941325747617704,0.11716199145592271,0.3571428571428571,0.05625000000000002
adhd,rf_adhd_v1_baseline,test,0.175,grid,0.78125,0.9375,0.6666666666666666,0.8020833333333333,0.8522727272727273,0.9226686507936508,0.941325747617704,0.11716199145592271,0.33333333333333337,0.0625
adhd,rf_adhd_v1_baseline,test,0.2,grid,0.7925531914893617,0.93125,0.6904761904761905,0.8108630952380953,0.8563218390804598,0.9226686507936508,0.941325747617704,0.11716199145592271,0.30952380952380953,0.06874999999999998
adhd,rf_adhd_v1_baseline,test,0.22499999999999998,grid,0.8097826086956522,0.93125,0.7222222222222222,0.8267361111111111,0.8662790697674418,0.9226686507936508,0.941325747617704,0.11716199145592271,0.2777777777777778,0.06874999999999998
adhd,rf_adhd_v1_baseline,test,0.25,grid,0.8277777777777777,0.93125,0.753968253968254,0.8426091269841269,0.8764705882352941,0.9226686507936508,0.941325747617704,0.11716199145592271,0.24603174603174605,0.06874999999999998
adhd,rf_adhd_v1_baseline,test,0.27499999999999997,grid,0.84,0.91875,0.7777777777777778,0.8482638888888889,0.8776119402985074,0.9226686507936508,0.941325747617704,0.11716199145592271,0.2222222222222222,0.08125000000000004
adhd,rf_adhd_v1_baseline,test,0.3,grid,0.8538011695906432,0.9125,0.8015873015873016,0.8570436507936507,0.8821752265861027,0.9226686507936508,0.941325747617704,0.11716199145592271,0.19841269841269837,0.08750000000000002
adhd,rf_adhd_v1_baseline,test,0.32499999999999996,grid,0.8511904761904762,0.89375,0.8015873015873016,0.8476686507936508,0.8719512195121951,0.9226686507936508,0.941325747617704,0.11716199145592271,0.19841269841269837,0.10624999999999996
adhd,rf_adhd_v1_baseline,test,0.35,grid,0.8545454545454545,0.88125,0.8095238095238095,0.8453869047619047,0.8676923076923077,0.9226686507936508,0.941325747617704,0.11716199145592271,0.19047619047619047,0.11875000000000002
adhd,rf_adhd_v1_baseline,test,0.37499999999999994,grid,0.8597560975609756,0.88125,0.8174603174603174,0.8493551587301587,0.8703703703703703,0.9226686507936508,0.941325747617704,0.11716199145592271,0.18253968253968256,0.11875000000000002
adhd,rf_adhd_v1_baseline,test,0.39999999999999997,grid,0.8588957055214724,0.875,0.8174603174603174,0.8462301587301587,0.8668730650154799,0.9226686507936508,0.941325747617704,0.11716199145592271,0.18253968253968256,0.125
adhd,rf_adhd_v1_baseline,test,0.42499999999999993,grid,0.8571428571428571,0.8625,0.8174603174603174,0.8399801587301587,0.8598130841121495,0.9226686507936508,0.941325747617704,0.11716199145592271,0.18253968253968256,0.13749999999999996
adhd,rf_adhd_v1_baseline,test,0.44999999999999996,grid,0.8544303797468354,0.84375,0.8174603174603174,0.8306051587301587,0.8490566037735849,0.9226686507936508,0.941325747617704,0.11716199145592271,0.18253968253968256,0.15625
adhd,rf_adhd_v1_baseline,test,0.475,grid,0.8535031847133758,0.8375,0.8174603174603174,0.8274801587301588,0.8454258675078864,0.9226686507936508,0.941325747617704,0.11716199145592271,0.18253968253968256,0.16249999999999998
adhd,rf_adhd_v1_baseline,test,0.49999999999999994,grid,0.8636363636363636,0.83125,0.8333333333333334,0.8322916666666667,0.8471337579617835,0.9226686507936508,0.941325747617704,0.11716199145592271,0.16666666666666663,0.16874999999999996
adhd,rf_adhd_v1_baseline,test,0.525,grid,0.8636363636363636,0.83125,0.8333333333333334,0.8322916666666667,0.8471337579617835,0.9226686507936508,0.941325747617704,0.11716199145592271,0.16666666666666663,0.16874999999999996
adhd,rf_adhd_v1_baseline,test,0.5499999999999999,grid,0.88,0.825,0.8571428571428571,0.8410714285714285,0.8516129032258064,0.9226686507936508,0.941325747617704,0.11716199145592271,0.1428571428571429,0.17500000000000004
adhd,rf_adhd_v1_baseline,test,0.575,grid,0.8791946308724832,0.81875,0.8571428571428571,0.8379464285714285,0.8478964401294499,0.9226686507936508,0.941325747617704,0.11716199145592271,0.1428571428571429,0.18125000000000002
adhd,rf_adhd_v1_baseline,test,0.6,grid,0.8791946308724832,0.81875,0.8571428571428571,0.8379464285714285,0.8478964401294499,0.9226686507936508,0.941325747617704,0.11716199145592271,0.1428571428571429,0.18125000000000002
adhd,rf_adhd_v1_baseline,test,0.625,grid,0.8767123287671232,0.8,0.8571428571428571,0.8285714285714285,0.8366013071895425,0.9226686507936508,0.941325747617704,0.11716199145592271,0.1428571428571429,0.19999999999999996
adhd,rf_adhd_v1_baseline,test,0.65,grid,0.8881118881118881,0.79375,0.873015873015873,0.8333829365079365,0.8382838283828383,0.9226686507936508,0.941325747617704,0.11716199145592271,0.12698412698412698,0.20625000000000004
adhd,rf_adhd_v1_baseline,test,0.675,grid,0.8936170212765957,0.7875,0.8809523809523809,0.8342261904761905,0.8372093023255814,0.9226686507936508,0.941325747617704,0.11716199145592271,0.11904761904761907,0.21250000000000002
adhd,rf_adhd_v1_baseline,test,0.7,grid,0.8936170212765957,0.7875,0.8809523809523809,0.8342261904761905,0.8372093023255814,0.9226686507936508,0.941325747617704,0.11716199145592271,0.11904761904761907,0.21250000000000002
adhd,rf_adhd_v1_baseline,test,0.725,grid,0.8992805755395683,0.78125,0.8888888888888888,0.8350694444444444,0.8361204013377926,0.9226686507936508,0.941325747617704,0.11716199145592271,0.11111111111111116,0.21875
adhd,rf_adhd_v1_baseline,test,0.75,grid,0.9037037037037037,0.7625,0.8968253968253969,0.8296626984126985,0.8271186440677966,0.9226686507936508,0.941325747617704,0.11716199145592271,0.10317460317460314,0.23750000000000004
adhd,rf_adhd_v1_baseline,test,0.775,grid,0.9037037037037037,0.7625,0.8968253968253969,0.8296626984126985,0.8271186440677966,0.9226686507936508,0.941325747617704,0.11716199145592271,0.10317460317460314,0.23750000000000004
adhd,rf_adhd_v1_baseline,test,0.7999999999999999,grid,0.9090909090909091,0.75,0.9047619047619048,0.8273809523809523,0.821917808219178,0.9226686507936508,0.941325747617704,0.11716199145592271,0.09523809523809523,0.25
adhd,rf_adhd_v1_baseline,test,0.825,grid,0.9083969465648855,0.74375,0.9047619047619048,0.8242559523809524,0.8178694158075601,0.9226686507936508,0.941325747617704,0.11716199145592271,0.09523809523809523,0.25625
adhd,rf_adhd_v1_baseline,test,0.85,grid,0.9140625,0.73125,0.9126984126984127,0.8219742063492064,0.8125,0.9226686507936508,0.941325747617704,0.11716199145592271,0.08730158730158732,0.26875000000000004
adhd,rf_adhd_v1_baseline,test,0.875,grid,0.9206349206349206,0.725,0.9206349206349206,0.8228174603174603,0.8111888111888111,0.9226686507936508,0.941325747617704,0.11716199145592271,0.07936507936507942,0.275
adhd,rf_adhd_v1_baseline,test,0.9,grid,0.9186991869918699,0.70625,0.9206349206349206,0.8134424603174604,0.7985865724381626,0.9226686507936508,0.941325747617704,0.11716199145592271,0.07936507936507942,0.29374999999999996
adhd,rf_adhd_v1_baseline,test,0.9249999999999999,grid,0.9553571428571429,0.66875,0.9603174603174603,0.8145337301587301,0.7867647058823529,0.9226686507936508,0.941325747617704,0.11716199145592271,0.03968253968253965,0.33125000000000004
adhd,rf_adhd_v1_baseline,test,0.95,grid,0.9591836734693877,0.5875,0.9682539682539683,0.7778769841269841,0.7286821705426356,0.9226686507936508,0.941325747617704,0.11716199145592271,0.031746031746031744,0.4125
adhd,rf_adhd_v1_baseline,test,0.5,fixed_0_5,0.8636363636363636,0.83125,0.8333333333333334,0.8322916666666667,0.8471337579617835,0.9226686507936508,0.941325747617704,0.11716199145592271,0.16666666666666663,0.16874999999999996
adhd,rf_adhd_v1_baseline,test,0.6562810334064958,youden_j,0.8943661971830986,0.79375,0.8809523809523809,0.8373511904761904,0.8410596026490066,0.9226686507936508,0.941325747617704,0.11716199145592271,0.11904761904761907,0.20625000000000004
adhd,rf_adhd_v1_baseline,test,0.656281,best_f1,0.8943661971830986,0.79375,0.8809523809523809,0.8373511904761904,0.8410596026490066,0.9226686507936508,0.941325747617704,0.11716199145592271,0.11904761904761907,0.20625000000000004
adhd,rf_adhd_v1_baseline,test,0.656281,sensitivity_priority,0.8943661971830986,0.79375,0.8809523809523809,0.8373511904761904,0.8410596026490066,0.9226686507936508,0.941325747617704,0.11716199145592271,0.11904761904761907,0.20625000000000004
adhd,rf_adhd_v1_baseline,test,0.954975,precision_constrained,0.9578947368421052,0.56875,0.9682539682539683,0.7685019841269841,0.7137254901960784,0.9226686507936508,0.941325747617704,0.11716199145592271,0.031746031746031744,0.43125
anxiety,rf_anxiety_v1_baseline,validation,0.05,grid,0.5211864406779662,0.984,0.2981366459627329,0.6410683229813665,0.6814404432132964,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.7018633540372671,0.016000000000000014
anxiety,rf_anxiety_v1_baseline,validation,0.075,grid,0.61,0.976,0.515527950310559,0.7457639751552795,0.7507692307692307,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.484472049689441,0.02400000000000002
anxiety,rf_anxiety_v1_baseline,validation,0.1,grid,0.6759776536312849,0.968,0.639751552795031,0.8038757763975155,0.7960526315789473,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.36024844720496896,0.03200000000000003
anxiety,rf_anxiety_v1_baseline,validation,0.125,grid,0.7100591715976331,0.96,0.6956521739130435,0.8278260869565217,0.8163265306122449,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.30434782608695654,0.040000000000000036
anxiety,rf_anxiety_v1_baseline,validation,0.15,grid,0.7283950617283951,0.944,0.7267080745341615,0.8353540372670807,0.8222996515679443,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.27329192546583847,0.05600000000000005
anxiety,rf_anxiety_v1_baseline,validation,0.175,grid,0.7375,0.944,0.7391304347826086,0.8415652173913043,0.8280701754385965,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.26086956521739135,0.05600000000000005
anxiety,rf_anxiety_v1_baseline,validation,0.2,grid,0.7597402597402597,0.936,0.7701863354037267,0.8530931677018634,0.8387096774193549,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.22981366459627328,0.06399999999999995
anxiety,rf_anxiety_v1_baseline,validation,0.22499999999999998,grid,0.7708333333333334,0.888,0.7950310559006211,0.8415155279503106,0.8252788104089219,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.20496894409937894,0.11199999999999999
anxiety,rf_anxiety_v1_baseline,validation,0.25,grid,0.7985611510791367,0.888,0.8260869565217391,0.8570434782608696,0.8409090909090909,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.17391304347826086,0.11199999999999999
anxiety,rf_anxiety_v1_baseline,validation,0.27499999999999997,grid,0.8043478260869565,0.888,0.8322981366459627,0.8601490683229813,0.844106463878327,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.16770186335403725,0.11199999999999999
anxiety,rf_anxiety_v1_baseline,validation,0.3,grid,0.8102189781021898,0.888,0.8385093167701864,0.8632546583850932,0.8473282442748091,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.16149068322981364,0.11199999999999999
anxiety,rf_anxiety_v1_baseline,validation,0.32499999999999996,grid,0.8148148148148148,0.88,0.84472049689441,0.862360248447205,0.8461538461538461,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.15527950310559002,0.12
anxiety,rf_anxiety_v1_baseline,validation,0.35,grid,0.8208955223880597,0.88,0.8509316770186336,0.8654658385093168,0.8494208494208494,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.1490683229813664,0.12
anxiety,rf_anxiety_v1_baseline,validation,0.37499999999999994,grid,0.8307692307692308,0.864,0.8633540372670807,0.8636770186335403,0.8470588235294118,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.1366459627329193,0.136
anxiety,rf_anxiety_v1_baseline,validation,0.39999999999999997,grid,0.8359375,0.856,0.8695652173913043,0.8627826086956522,0.8458498023715415,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.13043478260869568,0.14400000000000002
anxiety,rf_anxiety_v1_baseline,validation,0.42499999999999993,grid,0.8412698412698413,0.848,0.8757763975155279,0.861888198757764,0.8446215139442231,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.12422360248447206,0.15200000000000002
anxiety,rf_anxiety_v1_baseline,validation,0.44999999999999996,grid,0.84,0.84,0.8757763975155279,0.857888198757764,0.84,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.12422360248447206,0.16000000000000003
anxiety,rf_anxiety_v1_baseline,validation,0.475,grid,0.8467741935483871,0.84,0.8819875776397516,0.8609937888198758,0.8433734939759037,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.11801242236024845,0.16000000000000003
anxiety,rf_anxiety_v1_baseline,validation,0.49999999999999994,grid,0.860655737704918,0.84,0.8944099378881988,0.8672049689440994,0.8502024291497976,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.10559006211180122,0.16000000000000003
anxiety,rf_anxiety_v1_baseline,validation,0.525,grid,0.860655737704918,0.84,0.8944099378881988,0.8672049689440994,0.8502024291497976,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.10559006211180122,0.16000000000000003
anxiety,rf_anxiety_v1_baseline,validation,0.5499999999999999,grid,0.859504132231405,0.832,0.8944099378881988,0.8632049689440994,0.8455284552845529,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.10559006211180122,0.16800000000000004
anxiety,rf_anxiety_v1_baseline,validation,0.575,grid,0.8583333333333333,0.824,0.8944099378881988,0.8592049689440994,0.8408163265306122,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.10559006211180122,0.17600000000000005
anxiety,rf_anxiety_v1_baseline,validation,0.6,grid,0.864406779661017,0.816,0.9006211180124224,0.8583105590062112,0.8395061728395061,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.0993788819875776,0.18400000000000005
anxiety,rf_anxiety_v1_baseline,validation,0.625,grid,0.8947368421052632,0.816,0.9254658385093167,0.8707329192546583,0.8535564853556485,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.07453416149068326,0.18400000000000005
anxiety,rf_anxiety_v1_baseline,validation,0.65,grid,0.9174311926605505,0.8,0.9440993788819876,0.8720496894409938,0.8547008547008547,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.05590062111801242,0.19999999999999996
anxiety,rf_anxiety_v1_baseline,validation,0.675,grid,0.9245283018867925,0.784,0.9503105590062112,0.8671552795031057,0.8484848484848485,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.0496894409937888,0.21599999999999997
anxiety,rf_anxiety_v1_baseline,validation,0.7,grid,0.9223300970873787,0.76,0.9503105590062112,0.8551552795031057,0.8333333333333334,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.0496894409937888,0.24
anxiety,rf_anxiety_v1_baseline,validation,0.725,grid,0.9207920792079208,0.744,0.9503105590062112,0.8471552795031057,0.8230088495575221,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.0496894409937888,0.256
anxiety,rf_anxiety_v1_baseline,validation,0.75,grid,0.9263157894736842,0.704,0.9565217391304348,0.8302608695652174,0.8,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.04347826086956519,0.29600000000000004
anxiety,rf_anxiety_v1_baseline,validation,0.775,grid,0.945054945054945,0.688,0.968944099378882,0.828472049689441,0.7962962962962963,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.03105590062111796,0.31200000000000006
anxiety,rf_anxiety_v1_baseline,validation,0.7999999999999999,grid,0.9545454545454546,0.672,0.9751552795031055,0.8235776397515528,0.7887323943661971,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.024844720496894457,0.32799999999999996
anxiety,rf_anxiety_v1_baseline,validation,0.825,grid,0.9642857142857143,0.648,0.9813664596273292,0.8146832298136646,0.7751196172248804,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.018633540372670843,0.352
anxiety,rf_anxiety_v1_baseline,validation,0.85,grid,0.961038961038961,0.592,0.9813664596273292,0.7866832298136646,0.7326732673267327,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.018633540372670843,0.40800000000000003
anxiety,rf_anxiety_v1_baseline,validation,0.875,grid,0.9733333333333334,0.584,0.9875776397515528,0.7857888198757763,0.73,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.012422360248447228,0.41600000000000004
anxiety,rf_anxiety_v1_baseline,validation,0.9,grid,0.9705882352941176,0.528,0.9875776397515528,0.7577888198757764,0.6839378238341969,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.012422360248447228,0.472
anxiety,rf_anxiety_v1_baseline,validation,0.9249999999999999,grid,0.9655172413793104,0.448,0.9875776397515528,0.7177888198757764,0.6120218579234973,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.012422360248447228,0.552
anxiety,rf_anxiety_v1_baseline,validation,0.95,grid,1.0,0.24,1.0,0.62,0.3870967741935484,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.0,0.76
anxiety,rf_anxiety_v1_baseline,validation,0.5,fixed_0_5,0.860655737704918,0.84,0.8944099378881988,0.8672049689440994,0.8502024291497976,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.10559006211180122,0.16000000000000003
anxiety,rf_anxiety_v1_baseline,validation,0.6642207436353613,youden_j,0.9259259259259259,0.8,0.9503105590062112,0.8751552795031057,0.8583690987124464,0.9415155279503105,0.9326758426849782,0.09431993433992591,0.0496894409937888,0.19999999999999996
