dataset_name,disorder,feature,missing_positive,missing_negative,abs_missing_gap
dataset_adhd_clinical,adhd,cbcl_aggressive_behavior_proxy,0.028999064546304958,0.03827751196172249,0.009278447415417529
dataset_adhd_clinical,adhd,cbcl_externalizing_proxy,0.028999064546304958,0.03827751196172249,0.009278447415417529
dataset_adhd_minimal,adhd,cbcl_attention_problems_proxy,0.028999064546304958,0.03827751196172249,0.009278447415417529
dataset_adhd_minimal,adhd,cbcl_rule_breaking_proxy,0.028999064546304958,0.03827751196172249,0.009278447415417529
dataset_adhd_minimal,adhd,cbcl_internalizing_proxy,0.028999064546304958,0.03827751196172249,0.009278447415417529
dataset_adhd_minimal,adhd,cbcl_externalizing_proxy,0.028999064546304958,0.03827751196172249,0.009278447415417529
dataset_adhd_minimal,adhd,cbcl_aggressive_behavior_proxy,0.028999064546304958,0.03827751196172249,0.009278447415417529
dataset_adhd_minimal,adhd,cbcl_anxious_depressed_proxy,0.028999064546304958,0.03827751196172249,0.009278447415417529
dataset_adhd_minimal,adhd,has_cbcl,0.028999064546304958,0.03827751196172249,0.009278447415417529
dataset_adhd_clinical,adhd,conners_total,0.9812909260991581,0.9736842105263158,0.007606715572842315
dataset_adhd_minimal,adhd,has_conners,0.9812909260991581,0.9736842105263158,0.007606715572842315
dataset_anxiety_combined,anxiety,has_scared_p,0.2751196172248804,0.2871842843779233,0.01206466715304294
dataset_anxiety_combined,anxiety,scared_p_generalized_anxiety,0.2751196172248804,0.2871842843779233,0.01206466715304294
dataset_anxiety_combined,anxiety,scared_p_separation_anxiety,0.2751196172248804,0.2871842843779233,0.01206466715304294
dataset_anxiety_combined,anxiety,scared_p_school_avoidance,0.2751196172248804,0.2871842843779233,0.01206466715304294
dataset_anxiety_combined,anxiety,scared_p_possible_anxiety_disorder_cut25,0.2751196172248804,0.2871842843779233,0.01206466715304294
dataset_anxiety_combined,anxiety,scared_p_panic_somatic,0.2751196172248804,0.2871842843779233,0.01206466715304294
dataset_anxiety_combined,anxiety,scared_p_social_anxiety,0.2751196172248804,0.2871842843779233,0.01206466715304294
dataset_anxiety_combined,anxiety,scared_p_total,0.2751196172248804,0.2871842843779233,0.01206466715304294
dataset_anxiety_items,anxiety,scared_p_25,0.2751196172248804,0.2871842843779233,0.01206466715304294
dataset_anxiety_items,anxiety,scared_p_26,0.2751196172248804,0.2871842843779233,0.01206466715304294
dataset_anxiety_items,anxiety,scared_p_27,0.2751196172248804,0.2871842843779233,0.01206466715304294
dataset_anxiety_items,anxiety,scared_p_24,0.2751196172248804,0.2871842843779233,0.01206466715304294
dataset_anxiety_items,anxiety,scared_p_21,0.2751196172248804,0.2871842843779233,0.01206466715304294
dataset_anxiety_items,anxiety,scared_p_22,0.2751196172248804,0.2871842843779233,0.01206466715304294
dataset_anxiety_items,anxiety,scared_p_23,0.2751196172248804,0.2871842843779233,0.01206466715304294
dataset_anxiety_items,anxiety,scared_p_19,0.2751196172248804,0.2871842843779233,0.01206466715304294
dataset_anxiety_items,anxiety,scared_p_18,0.2751196172248804,0.2871842843779233,0.01206466715304294
dataset_anxiety_items,anxiety,scared_p_17,0.2751196172248804,0.2871842843779233,0.01206466715304294
dataset_anxiety_items,anxiety,scared_p_20,0.2751196172248804,0.2871842843779233,0.01206466715304294
dataset_anxiety_items,anxiety,scared_p_16,0.2751196172248804,0.2871842843779233,0.01206466715304294
dataset_anxiety_parent,anxiety,has_scared_p,0.2751196172248804,0.2871842843779233,0.01206466715304294
dataset_anxiety_parent,anxiety,scared_p_generalized_anxiety,0.2751196172248804,0.2871842843779233,0.01206466715304294
dataset_anxiety_parent,anxiety,scared_p_separation_anxiety,0.2751196172248804,0.2871842843779233,0.01206466715304294
dataset_anxiety_parent,anxiety,scared_p_school_avoidance,0.2751196172248804,0.2871842843779233,0.01206466715304294
dataset_anxiety_parent,anxiety,scared_p_possible_anxiety_disorder_cut25,0.2751196172248804,0.2871842843779233,0.01206466715304294
dataset_anxiety_parent,anxiety,scared_p_panic_somatic,0.2751196172248804,0.2871842843779233,0.01206466715304294
dataset_anxiety_parent,anxiety,scared_p_social_anxiety,0.2751196172248804,0.2871842843779233,0.01206466715304294
dataset_anxiety_parent,anxiety,scared_p_total,0.2751196172248804,0.2871842843779233,0.01206466715304294
dataset_anxiety_combined,anxiety,scared_sr_school_avoidance,0.27631578947368424,0.2853133769878391,0.008997587514154859
dataset_anxiety_combined,anxiety,scared_sr_separation_anxiety,0.27631578947368424,0.2853133769878391,0.008997587514154859
dataset_anxiety_combined,anxiety,scared_sr_panic_somatic,0.27631578947368424,0.2853133769878391,0.008997587514154859
dataset_anxiety_combined,anxiety,scared_sr_possible_anxiety_disorder_cut25,0.27631578947368424,0.2853133769878391,0.008997587514154859
dataset_anxiety_parent,anxiety,has_cbcl,0.034688995215311005,0.031805425631431246,0.0028835695838797595
dataset_anxiety_parent,anxiety,cbcl_aggressive_behavior_proxy,0.034688995215311005,0.031805425631431246,0.0028835695838797595
dataset_anxiety_parent,anxiety,cbcl_internalizing_proxy,0.034688995215311005,0.031805425631431246,0.0028835695838797595
dataset_anxiety_parent,anxiety,cbcl_externalizing_proxy,0.034688995215311005,0.031805425631431246,0.0028835695838797595
dataset_conduct_clinical,conduct,icut_uncaring,0.07553956834532374,0.044253226797787336,0.03128634154753641
dataset_conduct_clinical,conduct,icut_total,0.07553956834532374,0.044253226797787336,0.03128634154753641
dataset_conduct_clinical,conduct,icut_callousness,0.07553956834532374,0.044253226797787336,0.03128634154753641
dataset_conduct_clinical,conduct,has_icut,0.07553956834532374,0.044253226797787336,0.03128634154753641
dataset_conduct_clinical,conduct,icut_unemotional,0.07553956834532374,0.044253226797787336,0.03128634154753641
dataset_conduct_items,conduct,icut_02,0.07553956834532374,0.044253226797787336,0.03128634154753641
dataset_conduct_items,conduct,has_icut,0.07553956834532374,0.044253226797787336,0.03128634154753641
dataset_conduct_items,conduct,icut_24,0.07553956834532374,0.044253226797787336,0.03128634154753641
dataset_conduct_items,conduct,icut_uncaring,0.07553956834532374,0.044253226797787336,0.03128634154753641
dataset_conduct_items,conduct,icut_06,0.07553956834532374,0.044253226797787336,0.03128634154753641
dataset_conduct_items,conduct,icut_05,0.07553956834532374,0.044253226797787336,0.03128634154753641
dataset_conduct_items,conduct,icut_04,0.07553956834532374,0.044253226797787336,0.03128634154753641
dataset_conduct_items,conduct,icut_08,0.07553956834532374,0.044253226797787336,0.03128634154753641
dataset_conduct_items,conduct,icut_03,0.07553956834532374,0.044253226797787336,0.03128634154753641
dataset_conduct_items,conduct,icut_12,0.07553956834532374,0.044253226797787336,0.03128634154753641
dataset_conduct_items,conduct,icut_11,0.07553956834532374,0.044253226797787336,0.03128634154753641
dataset_conduct_items,conduct,icut_14,0.07553956834532374,0.044253226797787336,0.03128634154753641
dataset_conduct_minimal,conduct,has_icut,0.07553956834532374,0.044253226797787336,0.03128634154753641
dataset_conduct_minimal,conduct,icut_total,0.07553956834532374,0.044253226797787336,0.03128634154753641
dataset_conduct_clinical,conduct,ysr_internalizing_proxy,0.9928057553956835,0.97480024585126,0.01800550954442348
dataset_conduct_clinical,conduct,ysr_anxious_depressed_proxy,0.9928057553956835,0.97480024585126,0.01800550954442348
dataset_conduct_clinical,conduct,ysr_externalizing_proxy,0.9928057553956835,0.97480024585126,0.01800550954442348
dataset_conduct_clinical,conduct,ysr_rule_breaking_proxy,0.9928057553956835,0.97480024585126,0.01800550954442348
dataset_conduct_clinical,conduct,ysr_attention_problems_proxy,0.9928057553956835,0.97480024585126,0.01800550954442348
dataset_conduct_clinical,conduct,ysr_aggressive_behavior_proxy,0.9928057553956835,0.97480024585126,0.01800550954442348
dataset_conduct_clinical,conduct,has_ysr,0.9928057553956835,0.97480024585126,0.01800550954442348
dataset_conduct_minimal,conduct,sdq_total_difficulties,0.0683453237410072,0.06023355869698832,0.008111765044018879
dataset_conduct_minimal,conduct,sdq_emotional_symptoms,0.0683453237410072,0.06023355869698832,0.008111765044018879
dataset_conduct_minimal,conduct,sdq_conduct_problems,0.0683453237410072,0.06023355869698832,0.008111765044018879
dataset_conduct_minimal,conduct,sdq_impact,0.0683453237410072,0.06023355869698832,0.008111765044018879
dataset_conduct_minimal,conduct,sdq_hyperactivity_inattention,0.0683453237410072,0.06023355869698832,0.008111765044018879
dataset_conduct_minimal,conduct,has_sdq,0.0683453237410072,0.06023355869698832,0.008111765044018879
dataset_conduct_minimal,conduct,has_ari_sr,0.03597122302158273,0.04363859864781807,0.0076673756262353385
dataset_conduct_minimal,conduct,ari_sr_symptom_total,0.03597122302158273,0.04363859864781807,0.0076673756262353385
dataset_conduct_minimal,conduct,cbcl_rule_breaking_proxy,0.02877697841726619,0.03380454824830977,0.005027569831043584
dataset_conduct_minimal,conduct,cbcl_internalizing_proxy,0.02877697841726619,0.03380454824830977,0.005027569831043584
dataset_depression_combined,depression,has_mfq_sr,0.255,0.28328445747800585,0.028284457478005842
dataset_depression_combined,depression,mfq_sr_total,0.255,0.28328445747800585,0.028284457478005842
dataset_depression_items,depression,has_mfq_sr,0.255,0.28328445747800585,0.028284457478005842
dataset_depression_items,depression,mfq_sr_01,0.255,0.28328445747800585,0.028284457478005842
dataset_depression_items,depression,mfq_sr_02,0.255,0.28328445747800585,0.028284457478005842
dataset_depression_items,depression,mfq_sr_03,0.255,0.28328445747800585,0.028284457478005842
dataset_depression_items,depression,mfq_sr_29,0.255,0.28328445747800585,0.028284457478005842
dataset_depression_items,depression,mfq_sr_28,0.255,0.28328445747800585,0.028284457478005842
dataset_depression_items,depression,mfq_sr_12,0.255,0.28328445747800585,0.028284457478005842
dataset_depression_items,depression,mfq_sr_18,0.255,0.28328445747800585,0.028284457478005842
dataset_depression_items,depression,mfq_sr_16,0.255,0.28328445747800585,0.028284457478005842
dataset_depression_items,depression,mfq_sr_33,0.255,0.28328445747800585,0.028284457478005842
dataset_depression_items,depression,mfq_sr_32,0.255,0.28328445747800585,0.028284457478005842
dataset_depression_items,depression,mfq_sr_total,0.255,0.28328445747800585,0.028284457478005842
dataset_depression_combined,depression,has_cdi,0.41,0.42932551319648093,0.01932551319648096
dataset_depression_combined,depression,cdi_total,0.41,0.42932551319648093,0.01932551319648096
dataset_depression_combined,depression,has_mfq_p,0.3,0.28152492668621704,0.018475073313782953
dataset_depression_combined,depression,mfq_p_total,0.3,0.28152492668621704,0.018475073313782953
dataset_depression_parent,depression,mfq_p_total,0.3,0.28152492668621704,0.018475073313782953
dataset_depression_parent,depression,has_mfq_p,0.3,0.28152492668621704,0.018475073313782953
dataset_depression_combined,depression,sdq_peer_problems,0.055,0.06217008797653959,0.007170087976539591
dataset_depression_combined,depression,sdq_prosocial_behavior,0.055,0.06217008797653959,0.007170087976539591
dataset_depression_combined,depression,sdq_total_difficulties,0.055,0.06217008797653959,0.007170087976539591
dataset_depression_combined,depression,has_sdq,0.055,0.06217008797653959,0.007170087976539591
dataset_depression_combined,depression,sdq_emotional_symptoms,0.055,0.06217008797653959,0.007170087976539591
dataset_depression_combined,depression,sdq_conduct_problems,0.055,0.06217008797653959,0.007170087976539591
dataset_depression_parent,depression,sdq_peer_problems,0.055,0.06217008797653959,0.007170087976539591
dataset_depression_parent,depression,sdq_prosocial_behavior,0.055,0.06217008797653959,0.007170087976539591
dataset_depression_parent,depression,sdq_total_difficulties,0.055,0.06217008797653959,0.007170087976539591
dataset_depression_parent,depression,has_sdq,0.055,0.06217008797653959,0.007170087976539591
dataset_depression_parent,depression,sdq_emotional_symptoms,0.055,0.06217008797653959,0.007170087976539591
dataset_depression_parent,depression,sdq_conduct_problems,0.055,0.06217008797653959,0.007170087976539591
dataset_depression_parent,depression,sdq_impact,0.055,0.06217008797653959,0.007170087976539591
dataset_depression_parent,depression,sdq_hyperactivity_inattention,0.055,0.06217008797653959,0.007170087976539591
dataset_depression_parent,depression,cbcl_rule_breaking_proxy,0.035,0.03284457478005865,0.0021554252199413523
dataset_depression_parent,depression,cbcl_attention_problems_proxy,0.035,0.03284457478005865,0.0021554252199413523
dataset_elimination_core,elimination,sdq_total_difficulties,0.08035714285714286,0.05889351576442594,0.021463627092716923
dataset_elimination_core,elimination,sdq_emotional_symptoms,0.08035714285714286,0.05889351576442594,0.021463627092716923
dataset_elimination_core,elimination,sdq_hyperactivity_inattention,0.08035714285714286,0.05889351576442594,0.021463627092716923
dataset_elimination_core,elimination,has_sdq,0.08035714285714286,0.05889351576442594,0.021463627092716923
dataset_elimination_core,elimination,sdq_impact,0.08035714285714286,0.05889351576442594,0.021463627092716923
dataset_elimination_core,elimination,sdq_conduct_problems,0.08035714285714286,0.05889351576442594,0.021463627092716923
dataset_elimination_items,elimination,sdq_08,0.08035714285714286,0.05889351576442594,0.021463627092716923
dataset_elimination_items,elimination,sdq_07,0.08035714285714286,0.05889351576442594,0.021463627092716923
dataset_elimination_items,elimination,sdq_06,0.08035714285714286,0.05889351576442594,0.021463627092716923
dataset_elimination_items,elimination,sdq_05,0.08035714285714286,0.05889351576442594,0.021463627092716923
dataset_elimination_items,elimination,sdq_03,0.08035714285714286,0.05889351576442594,0.021463627092716923
dataset_elimination_items,elimination,sdq_total_difficulties,0.08035714285714286,0.05889351576442594,0.021463627092716923
dataset_elimination_items,elimination,sdq_02,0.08035714285714286,0.05889351576442594,0.021463627092716923
dataset_elimination_items,elimination,sdq_01,0.08035714285714286,0.05889351576442594,0.021463627092716923
dataset_elimination_items,elimination,has_sdq,0.08035714285714286,0.05889351576442594,0.021463627092716923
dataset_elimination_items,elimination,sdq_prosocial_behavior,0.08035714285714286,0.05889351576442594,0.021463627092716923
dataset_elimination_items,elimination,sdq_peer_problems,0.08035714285714286,0.05889351576442594,0.021463627092716923
dataset_elimination_items,elimination,sdq_impact,0.08035714285714286,0.05889351576442594,0.021463627092716923
dataset_elimination_core,elimination,cbcl_externalizing_proxy,0.04017857142857143,0.032123735871505056,0.008054835557066375
dataset_elimination_core,elimination,cbcl_attention_problems_proxy,0.04017857142857143,0.032123735871505056,0.008054835557066375
dataset_elimination_core,elimination,cbcl_rule_breaking_proxy,0.04017857142857143,0.032123735871505056,0.008054835557066375
dataset_elimination_core,elimination,cbcl_internalizing_proxy,0.04017857142857143,0.032123735871505056,0.008054835557066375
dataset_elimination_core,elimination,cbcl_anxious_depressed_proxy,0.04017857142857143,0.032123735871505056,0.008054835557066375
dataset_elimination_core,elimination,has_cbcl,0.04017857142857143,0.032123735871505056,0.008054835557066375
