input_key,domains_used,type_tags,instrument_or_source,caregiver_direct_yes_no,psychologist_admin_yes_no,must_be_self_report_yes_no,derived_from_items_yes_no,system_filled_yes_no,caregiver_answerable_yes_no,psychologist_answerable_yes_no,presence_flag_yes_no
scared_sr_possible_anxiety_disorder_cut25,anxiety,derived|child_self_report_only|psychologist_answerable,SCARED_SR,no,no,si,si,no,no,si,no
scared_sr_school_avoidance,anxiety,derived|child_self_report_only|psychologist_answerable,SCARED_SR,no,no,si,si,no,no,si,no
scared_sr_separation_anxiety,anxiety,derived|child_self_report_only|psychologist_answerable,SCARED_SR,no,no,si,si,no,no,si,no
scared_sr_social_anxiety,anxiety,derived|child_self_report_only|psychologist_answerable,SCARED_SR,no,no,si,si,no,no,si,no
scared_sr_total,anxiety,derived|child_self_report_only|psychologist_answerable,SCARED_SR,no,no,si,si,no,no,si,no
sdq_01,anxiety,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_02,anxiety,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_03,anxiety,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_04,anxiety,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_05,anxiety,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_06,anxiety,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_07,anxiety,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_08,anxiety,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_09,anxiety,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_10,anxiety,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_11,anxiety,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_12,anxiety,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_13,anxiety,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_14,anxiety,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_15,anxiety,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_16,anxiety,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_17,anxiety,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_18,anxiety,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_19,anxiety,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_20,anxiety,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_21,anxiety,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_22,anxiety,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_23,anxiety,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_24,anxiety,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_25,anxiety,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_conduct_problems,adhd;conduct;elimination;anxiety;depression,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_emotional_symptoms,adhd;conduct;elimination;anxiety;depression,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_hyperactivity_inattention,adhd;conduct;elimination;anxiety;depression,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_impact,adhd;conduct;elimination;anxiety;depression,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_peer_problems,adhd;anxiety;depression,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_prosocial_behavior,adhd;anxiety;depression,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sdq_total_difficulties,adhd;conduct;elimination;anxiety;depression,direct_question|caregiver_answerable|psychologist_answerable,SDQ,si,si,no,no,no,si,si,no
sex_assigned_at_birth,adhd;conduct;elimination;anxiety;depression,direct_question|caregiver_answerable|psychologist_answerable,DEMOGRAPHIC,si,si,no,no,no,si,si,no
site,adhd;conduct;elimination;anxiety,system_filled|caregiver_answerable|psychologist_answerable,SYSTEM_RUNTIME,no,no,no,no,si,si,si,no
swan_hyperactive_impulsive_total,adhd,derived|caregiver_answerable|psychologist_answerable,SWAN,no,no,no,si,no,si,si,no
swan_inattention_total,adhd,derived|caregiver_answerable|psychologist_answerable,SWAN,no,no,no,si,no,si,si,no
swan_total,adhd,derived|caregiver_answerable|psychologist_answerable,SWAN,no,no,no,si,no,si,si,no
ysr_aggressive_behavior_proxy,adhd,derived|child_self_report_only|psychologist_answerable,YSR,no,no,si,si,no,no,si,no
ysr_anxious_depressed_proxy,adhd,derived|child_self_report_only|psychologist_answerable,YSR,no,no,si,si,no,no,si,no
ysr_attention_problems_proxy,adhd,derived|child_self_report_only|psychologist_answerable,YSR,no,no,si,si,no,no,si,no
ysr_externalizing_proxy,adhd,derived|child_self_report_only|psychologist_answerable,YSR,no,no,si,si,no,no,si,no
ysr_internalizing_proxy,adhd,derived|child_self_report_only|psychologist_answerable,YSR,no,no,si,si,no,no,si,no
ysr_rule_breaking_proxy,adhd,derived|child_self_report_only|psychologist_answerable,YSR,no,no,si,si,no,no,si,no
