input_key,domain_s,source_type,instrument,nonmissing_rate,caregiver_mode_available_rate,psychologist_mode_available_rate,distribution_shift_proxy
cbcl_049,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_050,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_051,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_052,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_053,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_054,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_055,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_056,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_057,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_058,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_059,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_060,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_061,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_062,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_063,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_064,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_065,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_066,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_067,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_068,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_069,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_070,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_071,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_072,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_073,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_074,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_075,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_076,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_077,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_078,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_079,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_080,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_081,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_082,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_083,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_084,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_085,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_086,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_087,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_088,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_089,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_090,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_091,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_092,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_093,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_094,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_095,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_096,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_097,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_098,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_099,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_100,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_101,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_102,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_103,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_104,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_105,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_106,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_107,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_108,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_109,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_110,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_111,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_112,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_113,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_114,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_115,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_116,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_117,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_118,anxiety,caregiver_report,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_aggressive_behavior_proxy,adhd;conduct;elimination;anxiety;depression,derived,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_anxious_depressed_proxy,adhd;conduct;elimination;anxiety;depression,derived,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_attention_problems_proxy,adhd;conduct;elimination;anxiety;depression,derived,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_externalizing_proxy,adhd;conduct;elimination;anxiety;depression,derived,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_internalizing_proxy,adhd;conduct;elimination;anxiety;depression,derived,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
cbcl_rule_breaking_proxy,adhd;conduct;elimination;anxiety;depression,derived,CBCL,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
conners_cognitive_problems,adhd,child_self_report,CONNERS,0.02204724409448819,0.0,0.02204724409448819,0.02204724409448819
conners_conduct_problems,adhd,child_self_report,CONNERS,0.02204724409448819,0.0,0.02204724409448819,0.02204724409448819
conners_hyperactivity,adhd,child_self_report,CONNERS,0.02204724409448819,0.0,0.02204724409448819,0.02204724409448819
conners_total,adhd,child_self_report,CONNERS,0.02204724409448819,0.0,0.02204724409448819,0.02204724409448819
has_ari_p,conduct,caregiver_report,PRESENCE_FLAG,0.9601049868766404,0.9601049868766404,0.9601049868766404,0.0
has_ari_sr,conduct,caregiver_report,PRESENCE_FLAG,0.9574803149606299,0.9574803149606299,0.9574803149606299,0.0
has_cbcl,adhd;conduct;elimination;anxiety;depression,caregiver_report,PRESENCE_FLAG,0.9669291338582677,0.9669291338582677,0.9669291338582677,0.0
has_conners,adhd,caregiver_report,PRESENCE_FLAG,0.02204724409448819,0.02204724409448819,0.02204724409448819,0.0
has_icut,conduct,caregiver_report,PRESENCE_FLAG,0.9511811023622048,0.9511811023622048,0.9511811023622048,0.0
has_scared_p,anxiety,caregiver_report,PRESENCE_FLAG,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
has_scared_sr,anxiety,caregiver_report,PRESENCE_FLAG,0.7186351706036745,0.7186351706036745,0.7186351706036745,0.0
has_sdq,adhd;conduct;elimination;anxiety;depression,caregiver_report,PRESENCE_FLAG,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
has_swan,adhd,caregiver_report,PRESENCE_FLAG,0.9564304461942257,0.9564304461942257,0.9564304461942257,0.0
has_ysr,adhd,caregiver_report,PRESENCE_FLAG,0.02257217847769029,0.02257217847769029,0.02257217847769029,0.0
icut_total,conduct,derived,ICUT,0.9511811023622048,0.9511811023622048,0.9511811023622048,0.0
mfq_p_total,depression,derived,MFQ_P,0.7165354330708661,0.7165354330708661,0.7165354330708661,0.0
release,adhd;conduct;elimination;anxiety,system_filled,SYSTEM_RUNTIME,1.0,1.0,1.0,0.0
scared_p_01,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_02,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_03,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_04,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_05,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_06,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_07,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_08,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_09,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_10,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_11,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_12,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_13,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_14,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_15,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_16,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_17,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_18,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_19,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_20,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_21,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_22,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_23,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_24,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_25,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_26,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_27,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_28,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_29,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_30,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_31,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_32,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_33,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_34,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_35,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_36,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_37,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_38,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_39,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_40,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_41,anxiety,caregiver_report,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_generalized_anxiety,anxiety,derived,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_panic_somatic,anxiety,derived,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_possible_anxiety_disorder_cut25,anxiety,derived,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_school_avoidance,anxiety,derived,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_separation_anxiety,anxiety,derived,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_social_anxiety,anxiety,derived,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_p_total,anxiety,derived,SCARED_P,0.7181102362204724,0.7181102362204724,0.7181102362204724,0.0
scared_sr_01,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_02,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_03,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_04,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_05,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_06,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_07,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_08,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_09,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_10,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_11,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_12,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_13,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_14,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_15,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_16,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_17,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_18,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_19,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_20,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_21,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_22,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_23,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_24,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_25,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_26,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_27,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_28,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_29,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_30,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_31,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_32,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_33,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_34,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_35,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_36,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_37,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_38,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_39,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_40,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_41,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_generalized_anxiety,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_panic_somatic,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_possible_anxiety_disorder_cut25,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_school_avoidance,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_separation_anxiety,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_social_anxiety,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
scared_sr_total,anxiety,child_self_report,SCARED_SR,0.7186351706036745,0.0,0.7186351706036745,0.7186351706036745
sdq_01,anxiety,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sdq_02,anxiety,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
sdq_03,anxiety,caregiver_report,SDQ,0.9385826771653544,0.9385826771653544,0.9385826771653544,0.0
