trial_id,candidate_id,stage,domain,mode,role,feature_set_id,config_id,config_hash,seed,calibration,threshold_policy,threshold,n_features,selected_for_stage2,val_objective,overfit_gap_ba
12,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,none,default_0_5,0.5,59,yes,0.7424498433767346,0.12734613982249243
13,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__pos_weight_low,52453270ea77,20260712,none,default_0_5,0.5,59,no,0.733690398386941,0.12669106323535217
14,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__pos_weight_mid,e8142edcb683,20260712,none,default_0_5,0.5,59,no,0.7281061086747491,0.12232153015431735
15,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__pos_weight_high,d2d425b3c780,20260712,none,default_0_5,0.5,59,no,0.720735973786671,0.13530118702503224
16,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__shallow_precision,b45313a781bf,20260712,none,default_0_5,0.5,59,no,0.7271308600745137,0.08142972642536273
17,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,balanced_subset,rf_recall_guard,ff359d03bdfa,20260712,none,default_0_5,0.5,32,no,0.7292268443946223,0.12310606507381272
18,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,balanced_subset,rf_recall_guard__trees_plus,8bc7f573cd23,20260712,none,default_0_5,0.5,32,no,0.7343428518993923,0.12184978366677757
19,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,balanced_subset,rf_recall_guard__regularized,acc5f35fda2b,20260712,none,default_0_5,0.5,32,no,0.7297004214014793,0.09553539318436144
20,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,balanced_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,none,default_0_5,0.5,32,no,0.7215728440815565,0.14689615543786894
21,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,balanced_subset,rf_recall_guard__pos_weight_low,52453270ea77,20260712,none,default_0_5,0.5,32,no,0.7291767203738124,0.12794734464238733
22,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,balanced_subset,rf_recall_guard__pos_weight_mid,e8142edcb683,20260712,none,default_0_5,0.5,32,no,0.71679091534507,0.1365574684320675
23,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,balanced_subset,rf_recall_guard__pos_weight_high,d2d425b3c780,20260712,none,default_0_5,0.5,32,no,0.7258086087346662,0.13846777514473063
24,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,balanced_subset,rf_recall_guard__shallow_precision,b45313a781bf,20260712,none,default_0_5,0.5,32,no,0.7181082359898295,0.086742752481477
25,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,stability_pruned_subset,rf_recall_guard,ff359d03bdfa,20260712,none,default_0_5,0.5,30,no,0.72507295686685,0.1340449056179971
26,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,stability_pruned_subset,rf_recall_guard__trees_plus,8bc7f573cd23,20260712,none,default_0_5,0.5,30,no,0.7210626219976983,0.14014246659360685
27,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,stability_pruned_subset,rf_recall_guard__regularized,acc5f35fda2b,20260712,none,default_0_5,0.5,30,no,0.7205576158071358,0.09804795599843175
28,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,stability_pruned_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,none,default_0_5,0.5,30,no,0.7259599487606789,0.13512049481000266
29,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,stability_pruned_subset,rf_recall_guard__pos_weight_low,52453270ea77,20260712,none,default_0_5,0.5,30,no,0.7263499452392849,0.1388861851865717
30,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,stability_pruned_subset,rf_recall_guard__pos_weight_mid,e8142edcb683,20260712,none,default_0_5,0.5,30,no,0.7230792242124802,0.1235778115613525
31,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,stability_pruned_subset,rf_recall_guard__pos_weight_high,d2d425b3c780,20260712,none,default_0_5,0.5,30,no,0.715701126553269,0.13977634171595243
32,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,stability_pruned_subset,rf_recall_guard__shallow_precision,b45313a781bf,20260712,none,default_0_5,0.5,30,no,0.7320707430106855,0.07237735587137162
33,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,compact_robust_subset,rf_recall_guard,ff359d03bdfa,20260712,none,default_0_5,0.5,27,no,0.7300350161615474,0.13721149373769537
34,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,compact_robust_subset,rf_recall_guard__trees_plus,8bc7f573cd23,20260712,none,default_0_5,0.5,27,no,0.7254083433353692,0.13846777514473063
35,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,compact_robust_subset,rf_recall_guard__regularized,acc5f35fda2b,20260712,none,default_0_5,0.5,27,no,0.725181928395663,0.09511803442403255
36,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,compact_robust_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,none,default_0_5,0.5,27,no,0.7313017608430804,0.12418165426581829
37,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,compact_robust_subset,rf_recall_guard__pos_weight_low,52453270ea77,20260712,none,default_0_5,0.5,27,no,0.7287078730383126,0.13278862421096194
38,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,compact_robust_subset,rf_recall_guard__pos_weight_mid,e8142edcb683,20260712,none,default_0_5,0.5,27,no,0.7219068531833899,0.13284196065666054
39,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,compact_robust_subset,rf_recall_guard__pos_weight_high,d2d425b3c780,20260712,none,default_0_5,0.5,27,no,0.734575625178349,0.1214313736249365
40,depression__caregiver_1_3,stage1_local_search,depression,caregiver_1_3,caregiver,compact_robust_subset,rf_recall_guard__shallow_precision,b45313a781bf,20260712,none,default_0_5,0.5,27,no,0.7394241923399946,0.06418669340504479
41,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,none,default_0_5,0.5,24,yes,0.7502944576853235,0.10212117839939572
42,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,none,balanced,0.3549999999999999,24,yes,0.7434617059372871,0.0647084539956646
43,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,none,precision_oriented,0.49999999999999994,24,yes,0.7502944576853235,0.10212117839939572
44,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,none,recall_guard,0.39499999999999996,24,yes,0.7457170886464707,0.07164073249193192
45,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,none,recall_constrained,0.49999999999999994,24,yes,0.7502944576853235,0.10212117839939572
46,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,none,precision_min_recall,0.49999999999999994,24,yes,0.7502944576853235,0.10212117839939572
47,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,sigmoid,default_0_5,0.5,24,yes,0.7216345119904118,0.14480346054034987
48,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,sigmoid,balanced,0.20499999999999996,24,yes,0.7433720723024646,0.0647084539956646
49,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,sigmoid,precision_oriented,0.37499999999999994,24,yes,0.750204824050501,0.10212117839939572
50,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,sigmoid,recall_guard,0.245,24,yes,0.7456274550116482,0.07164073249193192
51,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,sigmoid,recall_constrained,0.37499999999999994,24,yes,0.750204824050501,0.10212117839939572
52,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,sigmoid,precision_min_recall,0.37499999999999994,24,yes,0.750204824050501,0.10212117839939572
53,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,isotonic,default_0_5,0.5,24,yes,0.7548451296088747,0.10212117839939572
54,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,isotonic,balanced,0.235,24,yes,0.7480123778608383,0.0647084539956646
55,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,isotonic,precision_oriented,0.41999999999999993,24,yes,0.754878602412222,0.10170276835755476
56,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,isotonic,recall_guard,0.33499999999999996,24,yes,0.7503012333733691,0.07122232245009097
57,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,isotonic,recall_constrained,0.41999999999999993,24,yes,0.754878602412222,0.10170276835755476
58,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,isotonic,precision_min_recall,0.41999999999999993,24,yes,0.754878602412222,0.10170276835755476
59,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,none,default_0_5,0.5,24,yes,0.7391112350543058,0.1143173516321273
60,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,none,balanced,0.32499999999999996,24,yes,0.7435378976045076,0.05544535618186863
61,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,none,precision_oriented,0.5099999999999999,24,yes,0.7430768328827646,0.11473471039245609
62,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,none,recall_guard,0.32499999999999996,24,yes,0.7435378976045076,0.05544535618186863
63,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,none,recall_constrained,0.32499999999999996,24,yes,0.7435378976045076,0.05544535618186863
64,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,none,precision_min_recall,0.5099999999999999,24,yes,0.7430768328827646,0.11473471039245609
65,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,sigmoid,default_0_5,0.5,24,yes,0.7229660580453597,0.14192582413013732
66,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,sigmoid,balanced,0.18,24,yes,0.7434324050180136,0.05502694614002768
67,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,sigmoid,precision_oriented,0.38499999999999995,24,yes,0.7430048130996177,0.11389789030877417
68,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,sigmoid,recall_guard,0.18,24,yes,0.7434324050180136,0.05502694614002768
69,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,sigmoid,recall_constrained,0.18,24,yes,0.7434324050180136,0.05502694614002768
70,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,sigmoid,precision_min_recall,0.38499999999999995,24,yes,0.7430048130996177,0.11389789030877417
71,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,isotonic,default_0_5,0.5,24,yes,0.7466278537451229,0.10170487092057912
72,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,isotonic,balanced,0.20499999999999996,24,yes,0.7465119707241086,0.05502694614002768
73,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,isotonic,precision_oriented,0.5049999999999999,24,yes,0.7460843788057128,0.11389789030877417
74,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,isotonic,recall_guard,0.20499999999999996,24,yes,0.7465119707241086,0.05502694614002768
75,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,isotonic,recall_constrained,0.20499999999999996,24,yes,0.7465119707241086,0.05502694614002768
76,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,isotonic,precision_min_recall,0.5049999999999999,24,yes,0.7460843788057128,0.11389789030877417
77,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,none,default_0_5,0.5,59,yes,0.7449967661731844,0.12734613982249243
78,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,none,balanced,0.32499999999999996,59,yes,0.7452809884947733,0.058374226474755764
79,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,none,precision_oriented,0.49499999999999994,59,yes,0.7491886250048365,0.1208301688050416
80,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,none,recall_guard,0.32499999999999996,59,yes,0.7452809884947733,0.058374226474755764
81,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,none,recall_constrained,0.43999999999999995,59,yes,0.750038141891611,0.09285808058559974
82,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,none,precision_min_recall,0.49499999999999994,59,yes,0.7491886250048365,0.1208301688050416
83,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,sigmoid,default_0_5,0.5,59,yes,0.7202639483335255,0.17486929493882308
84,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,sigmoid,balanced,0.195,59,yes,0.7452104226231903,0.058374226474755764
85,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,sigmoid,precision_oriented,0.3999999999999999,59,yes,0.7491180591332535,0.1208301688050416
86,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,sigmoid,recall_guard,0.195,59,yes,0.7452104226231903,0.058374226474755764
87,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,sigmoid,recall_constrained,0.32499999999999996,59,yes,0.749967576020028,0.09285808058559974
88,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,sigmoid,precision_min_recall,0.3999999999999999,59,yes,0.7491180591332535,0.1208301688050416
89,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,isotonic,default_0_5,0.5,59,yes,0.7537420404346223,0.09285808058559974
90,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,isotonic,balanced,0.16999999999999998,59,yes,0.7489848870377847,0.058374226474755764
91,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,isotonic,precision_oriented,0.5049999999999999,59,yes,0.7528925235478477,0.1208301688050416
92,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,isotonic,recall_guard,0.16999999999999998,59,yes,0.7489848870377847,0.058374226474755764
93,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,isotonic,recall_constrained,0.4049999999999999,59,yes,0.7537420404346223,0.09285808058559974
94,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260712,isotonic,precision_min_recall,0.5049999999999999,59,yes,0.7528925235478477,0.1208301688050416
95,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,none,default_0_5,0.5,59,yes,0.7483582972146017,0.11682570932014902
96,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,none,balanced,0.29,59,yes,0.7341998424611371,0.05646602232511677
97,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,none,precision_oriented,0.4799999999999999,59,yes,0.7484921884279908,0.11515206915278497
98,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,none,recall_guard,0.29,59,yes,0.7341998424611371,0.05646602232511677
99,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,none,recall_constrained,0.4549999999999999,59,yes,0.7487014391564573,0.10421427989011289
100,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,none,precision_min_recall,0.4799999999999999,59,yes,0.7484921884279908,0.11515206915278497
101,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,sigmoid,default_0_5,0.5,59,yes,0.7198985165937566,0.171206072327603
102,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,sigmoid,balanced,0.15999999999999998,59,yes,0.7340875257171324,0.05646602232511677
103,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,sigmoid,precision_oriented,0.36999999999999994,59,yes,0.7484133444873334,0.11473365911094402
104,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,sigmoid,recall_guard,0.15999999999999998,59,yes,0.7340875257171324,0.05646602232511677
105,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,sigmoid,recall_constrained,0.33999999999999997,59,yes,0.7485891224124526,0.10421427989011289
106,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,sigmoid,precision_min_recall,0.36999999999999994,59,yes,0.7484133444873334,0.11473365911094402
107,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,isotonic,default_0_5,0.5,59,yes,0.751646891648862,0.10463268993195396
108,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,isotonic,balanced,0.18,59,yes,0.7371787677568891,0.05646602232511677
109,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,isotonic,precision_oriented,0.5049999999999999,59,yes,0.7515045865270903,0.11473365911094402
110,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,isotonic,recall_guard,0.18,59,yes,0.7371787677568891,0.05646602232511677
111,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,isotonic,recall_constrained,0.4049999999999999,59,yes,0.7516803644522092,0.10421427989011289
112,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,full_eligible,rf_recall_guard__balanced_subsample,69e54e5f5a46,20260729,isotonic,precision_min_recall,0.5049999999999999,59,yes,0.7515045865270903,0.11473365911094402
113,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard,ff359d03bdfa,20260712,none,default_0_5,0.5,24,yes,0.743181911544868,0.12376009037944069
114,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard,ff359d03bdfa,20260712,none,balanced,0.36499999999999994,24,yes,0.7478975286137821,0.06930991317440338
115,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard,ff359d03bdfa,20260712,none,precision_oriented,0.5349999999999999,24,yes,0.7396417531757565,0.13749939416566903
116,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard,ff359d03bdfa,20260712,none,recall_guard,0.36499999999999994,24,yes,0.7478975286137821,0.06930991317440338
117,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard,ff359d03bdfa,20260712,none,recall_constrained,0.36499999999999994,24,yes,0.7478975286137821,0.06930991317440338
118,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard,ff359d03bdfa,20260712,none,precision_min_recall,0.5349999999999999,24,yes,0.7396417531757565,0.13749939416566903
119,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard,ff359d03bdfa,20260712,sigmoid,default_0_5,0.5,24,yes,0.7111117803311973,0.1601925677714724
120,depression__caregiver_1_3,stage2_focused,depression,caregiver_1_3,caregiver,precision_oriented_subset,rf_recall_guard,ff359d03bdfa,20260712,sigmoid,balanced,0.22999999999999998,24,yes,0.7477557052547731,0.06930991317440338
