domain,role,mode,active_model_id,precision_boot_mean,precision_boot_ci_low,precision_boot_ci_high,recall_boot_mean,recall_boot_ci_low,recall_boot_ci_high,balanced_accuracy_boot_mean,balanced_accuracy_boot_ci_low,balanced_accuracy_boot_ci_high,f1_boot_mean,f1_boot_ci_low,f1_boot_ci_high,brier_boot_mean,brier_boot_ci_low,brier_boot_ci_high
anxiety,psychologist,psychologist_2_3,anxiety__psychologist_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,0.8387099404499828,0.7605597124413146,0.9118364418938307,0.8367370560005325,0.7348761242151706,0.9146630295250321,0.9009316711354909,0.8539253298378277,0.9427981525456551,0.8367190212138158,0.7714021164021164,0.8995229870877539,0.12152355314503246,0.11494547822899917,0.12802289955796875
anxiety,psychologist,psychologist_full,anxiety__psychologist_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,0.870070634864275,0.7793709150326797,0.9445402298850575,0.6847936112284737,0.5832427536231884,0.7926934398654332,0.83131552861189,0.7799944705110567,0.8864029542514801,0.7650758212347875,0.6895078101974654,0.8427331095870422,0.15824173104676698,0.15272151926109304,0.16347046797358847
conduct,caregiver,caregiver_1_3,conduct__caregiver_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,0.8448830303819509,0.7930611381425852,0.8920130728554642,0.9384257689942048,0.8973837209302326,0.9695987145682268,0.92615481023742,0.901120224345093,0.9501387030505735,0.8889757253614619,0.8493934198331788,0.9218433207111443,0.05820708929918894,0.04580630898172692,0.07123961241521118
conduct,caregiver,caregiver_2_3,conduct__caregiver_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,0.8131415419793033,0.751379068502562,0.8737689393939394,0.9320721922080057,0.8944099378881988,0.968378698454609,0.9124978501338135,0.8878666400575493,0.9320030159426156,0.8681608510768035,0.8308819789423713,0.9028955334071612,0.13205751360930745,0.12556695406182602,0.1399057594888753
conduct,caregiver,caregiver_full,conduct__caregiver_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,0.8372789719880748,0.7873469700061212,0.8857465698143664,0.9065241949818945,0.8596907665505227,0.9429064039408867,0.9091663059115167,0.8835163127980101,0.9337964965297454,0.870227759958027,0.8312263257575758,0.9023220244716351,0.06402367788546118,0.05270475949024642,0.07752001171365439
conduct,psychologist,psychologist_1_3,conduct__psychologist_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,0.8370108067520523,0.788828125,0.8934032679542246,0.941477998818652,0.9053893178893179,0.9749035162950257,0.9245136015263477,0.9058641185568396,0.9489176218186093,0.8858506832995102,0.8579240037071363,0.922725,0.05993110148214885,0.04713927195571867,0.06963202374251978
conduct,psychologist,psychologist_2_3,conduct__psychologist_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,0.865106790392101,0.815621767018415,0.9125446428571429,0.8890691290184819,0.8394812514377731,0.9257045154911009,0.9098614924554937,0.8816294642857143,0.9354073365755627,0.8766412060344393,0.8401158467968813,0.9091484464902186,0.06368071580672965,0.051797509133557074,0.07699651392778852
conduct,psychologist,psychologist_full,conduct__psychologist_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,0.8620607640574004,0.8044468276137271,0.9189273124055733,0.8885214445307767,0.84365625,0.9359375,0.9087279104978476,0.8823625199773243,0.93400551994302,0.8746937532062912,0.8384377228814109,0.9107950932598559,0.06293678959949194,0.04998724239322265,0.07598984377698556
depression,caregiver,caregiver_1_3,depression__caregiver_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,0.8125142726821932,0.7159061004784689,0.8977588383838384,0.8909653688142726,0.8266081081081081,0.954210875331565,0.9240186864268338,0.8902909099746371,0.9557566845523432,0.8491141199200832,0.7878539493293591,0.9011520737327189,0.056713374052249924,0.04632385258252103,0.06930979361666298
depression,caregiver,caregiver_2_3,depression__caregiver_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,0.7917353026905254,0.6956521739130435,0.8735334979932078,0.9139810930263451,0.8528820148749154,0.9740503246753247,0.9319221088831096,0.8986338676729442,0.9637675472393461,0.8477339659688476,0.7840792796384901,0.8990151515151515,0.059158492537460236,0.049615239500675534,0.07156048386531526
depression,caregiver,caregiver_full,depression__caregiver_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,0.8062161226641906,0.7082880434782609,0.8828484654731459,0.8743580209242825,0.7899906235349273,0.9464380699088145,0.9156807883238534,0.8738945517134804,0.9576513246238177,0.8380345795031914,0.7702442827442828,0.8962029242357111,0.04181675756501496,0.027792954685785017,0.054968731444498
depression,psychologist,psychologist_1_3,depression__psychologist_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,0.8144733344081594,0.7248097826086957,0.8987905752600577,0.904449269937801,0.8378158049353701,0.9610983528666456,0.9307064967501806,0.8957319992475998,0.9591394966770472,0.8562920874973756,0.797479156834985,0.9055102395001735,0.05110731064026752,0.040642287770158124,0.06686395321891159
depression,psychologist,psychologist_2_3,depression__psychologist_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,0.8244659734572835,0.7385915071770335,0.89821135350692,0.902749590739462,0.8378293918918919,0.9610636199243794,0.9313123724576627,0.9016115932519052,0.9589453526645139,0.861038610405344,0.8126923770048657,0.9128260869565217,0.054920798003631685,0.04463499848323188,0.06679133726375547
depression,psychologist,psychologist_full,depression__psychologist_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,0.781563076024641,0.7,0.8637435677530018,0.8910437736554506,0.8260597826086956,0.9513973577235773,0.9197995826895919,0.8862957371045896,0.9534597857661583,0.8318212606417958,0.7770183121019109,0.8951056374053612,0.049235936700125944,0.03810740760245893,0.06147874130695198
elimination,caregiver,caregiver_1_3,elimination__caregiver_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,0.7917739215979103,0.6721311475409836,0.8983050847457628,0.8815434120940665,0.7761041730124886,0.9600196078431372,0.9267307127431013,0.8745878511973287,0.9699515689077202,0.832777276123263,0.7445322982557024,0.904370709382151,0.07577508563025222,0.06738896337971945,0.08535893642509983
elimination,caregiver,caregiver_2_3,elimination__caregiver_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,0.7653393205195311,0.653525641025641,0.8704861111111111,0.8845080665778682,0.7916424418604651,0.9629960317460317,0.925804216053398,0.8809481343314322,0.9667518614902173,0.8193044231394067,0.7407222222222222,0.8870553359683795,0.13238203407094923,0.1265153869330499,0.13924543383221655
elimination,caregiver,caregiver_full,elimination__caregiver_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,0.7362696933112137,0.6348370927318295,0.8333333333333334,0.9600746996642947,0.911060606060606,1.0,0.9591081471719534,0.9343987729580644,0.9812551060422862,0.8324236333896071,0.7619047619047619,0.8911259307748957,0.029472156379160692,0.019698062205834182,0.0393903022513497
elimination,psychologist,psychologist_1_3,elimination__psychologist_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,0.7291814348190603,0.6117049632352942,0.8266896551724138,0.9230092888066277,0.8569099378881987,0.9818181818181818,0.9407373230220379,0.903359431184946,0.9749168795181107,0.813532204894924,0.7323943661971831,0.8912756493040609,0.03089385281322744,0.021289537223669955,0.04196818488100163
elimination,psychologist,psychologist_2_3,elimination__psychologist_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,0.7556978077934946,0.66140625,0.8466981132075473,0.9399482702333298,0.875,1.0,0.9514766457538764,0.9236625873683035,0.9766895199619636,0.8368575756101355,0.7678526334776336,0.895634328358209,0.03621773141316177,0.02152142976197688,0.049643043572556236
elimination,psychologist,psychologist_full,elimination__psychologist_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,0.7475106552602468,0.6555207328833172,0.8387240783410138,0.9600746996642947,0.911060606060606,1.0,0.9602977974133132,0.9355619750203723,0.982428474559655,0.8396076770548596,0.7756962864721485,0.8954377880184332,0.02966622139160423,0.02050447130042782,0.04014933687585688
