trial_id,stage,mode,role,domain,feature_set_id,config_id,seed,calibration,threshold_policy,threshold,n_features,selected_for_stage2,val_objective,overfit_gap_ba
1845,stage1,psychologist_1_3,psychologist,adhd,engineered_compact,rf_precision_push,20261101,none,default_0_5,0.5,30,no,0.6848515049105997,0.11092125087274474
1846,stage1,psychologist_1_3,psychologist,adhd,engineered_compact,rf_recall_guard,20261101,none,default_0_5,0.5,30,no,0.6595111291935458,0.16881637452688047
1847,stage1,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261101,none,default_0_5,0.5,30,yes,0.7102527094711153,0.024005071105721587
1848,stage1,psychologist_1_3,psychologist,adhd,engineered_compact,rf_pos_weight_mid,20261101,none,default_0_5,0.5,30,no,0.6819747045752479,0.11619446588027782
1849,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261101,none,default_0_5,0.5,30,yes,0.7086239843247926,0.0862363576231947
1850,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261101,none,balanced,0.38499999999999995,30,yes,0.7167534200120215,0.03782199683974574
1851,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261101,none,precision_oriented,0.49499999999999994,30,yes,0.712352525221376,0.08091720868702457
1852,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261101,none,recall_guard,0.38499999999999995,30,yes,0.7167534200120215,0.03782199683974574
1853,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261101,none,precision_min_recall,0.49499999999999994,30,yes,0.712352525221376,0.08091720868702457
1854,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261101,none,recall_constrained,0.38499999999999995,30,yes,0.7167534200120215,0.03782199683974574
1855,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261101,sigmoid,default_0_5,0.5,30,yes,0.6549903053568971,0.17556866203652666
1856,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261101,sigmoid,balanced,0.24,30,yes,0.7165704541401783,0.03652666005218097
1857,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261101,sigmoid,precision_oriented,0.37499999999999994,30,yes,0.7120659324065277,0.08091720868702457
1858,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261101,sigmoid,recall_guard,0.24,30,yes,0.7165704541401783,0.03652666005218097
1859,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261101,sigmoid,precision_min_recall,0.37499999999999994,30,yes,0.7120659324065277,0.08091720868702457
1860,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261101,sigmoid,recall_constrained,0.24,30,yes,0.7165704541401783,0.03652666005218097
1861,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261101,isotonic,default_0_5,0.5,30,yes,0.7183947902388604,0.08091720868702457
1862,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261101,isotonic,balanced,0.18,30,yes,0.7229338542868462,0.03609488112299264
1863,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261101,isotonic,precision_oriented,0.4649999999999999,30,yes,0.7183947902388604,0.08091720868702457
1864,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261101,isotonic,recall_guard,0.18,30,yes,0.7229338542868462,0.03609488112299264
1865,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261101,isotonic,precision_min_recall,0.4649999999999999,30,yes,0.7183947902388604,0.08091720868702457
1866,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261101,isotonic,recall_constrained,0.18,30,yes,0.7229338542868462,0.03609488112299264
1867,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261119,none,default_0_5,0.5,30,yes,0.6812729202288885,0.12381031124830044
1868,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261119,none,balanced,0.4049999999999999,30,yes,0.7113808226728069,0.048754271855363185
1869,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261119,none,precision_oriented,0.4049999999999999,30,yes,0.7113808226728069,0.048754271855363185
1870,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261119,none,recall_guard,0.4049999999999999,30,yes,0.7113808226728069,0.048754271855363185
1871,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261119,none,precision_min_recall,0.4049999999999999,30,yes,0.7113808226728069,0.048754271855363185
1872,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261119,none,recall_constrained,0.4049999999999999,30,yes,0.7113808226728069,0.048754271855363185
1873,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261119,sigmoid,default_0_5,0.5,30,yes,0.6498012464120199,0.18304670561863812
1874,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261119,sigmoid,balanced,0.26999999999999996,30,yes,0.711026264634595,0.049186050784551405
1875,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261119,sigmoid,precision_oriented,0.26999999999999996,30,yes,0.711026264634595,0.049186050784551405
1876,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261119,sigmoid,recall_guard,0.26999999999999996,30,yes,0.711026264634595,0.049186050784551405
1877,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261119,sigmoid,precision_min_recall,0.26999999999999996,30,yes,0.711026264634595,0.049186050784551405
1878,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261119,sigmoid,recall_constrained,0.26999999999999996,30,yes,0.711026264634595,0.049186050784551405
1879,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261119,isotonic,default_0_5,0.5,30,yes,0.7180858806289899,0.049186050784551405
1880,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261119,isotonic,balanced,0.20499999999999996,30,yes,0.71815496525766,0.048322492926174965
1881,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261119,isotonic,precision_oriented,0.20499999999999996,30,yes,0.71815496525766,0.048322492926174965
1882,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261119,isotonic,recall_guard,0.20499999999999996,30,yes,0.71815496525766,0.048322492926174965
1883,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261119,isotonic,precision_min_recall,0.20499999999999996,30,yes,0.71815496525766,0.048322492926174965
1884,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_balanced_subsample,20261119,isotonic,recall_constrained,0.20499999999999996,30,yes,0.71815496525766,0.048322492926174965
1885,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261101,none,default_0_5,0.5,30,yes,0.7107328108932297,0.024005071105721587
1886,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261101,none,balanced,0.26499999999999996,30,yes,0.7013797038705402,-0.00404218572006021
1887,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261101,none,precision_oriented,0.5599999999999999,30,yes,0.7098934047519725,0.041597765773711215
1888,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261101,none,recall_guard,0.5099999999999999,30,yes,0.7134306969841989,0.02223202146033154
1889,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261101,none,precision_min_recall,0.5599999999999999,30,yes,0.7098934047519725,0.041597765773711215
1890,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261101,none,recall_constrained,0.5099999999999999,30,yes,0.7134306969841989,0.02223202146033154
1891,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261101,sigmoid,default_0_5,0.5,30,yes,0.6740798411396378,0.11444897659206998
1892,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261101,sigmoid,balanced,0.11499999999999999,30,yes,0.7013263865939682,-0.00404218572006021
1893,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261101,sigmoid,precision_oriented,0.37999999999999995,30,yes,0.7098400874754005,0.041597765773711215
1894,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261101,sigmoid,recall_guard,0.31999999999999995,30,yes,0.7133773797076269,0.02223202146033154
1895,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261101,sigmoid,precision_min_recall,0.37999999999999995,30,yes,0.7098400874754005,0.041597765773711215
1896,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261101,sigmoid,recall_constrained,0.31999999999999995,30,yes,0.7133773797076269,0.02223202146033154
1897,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261101,isotonic,default_0_5,0.5,30,yes,0.7177768059184311,0.022663800389519873
1898,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261101,isotonic,balanced,0.13,30,yes,0.7057603551191074,-0.00404218572006021
1899,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261101,isotonic,precision_oriented,0.5049999999999999,30,yes,0.7142740560005397,0.041597765773711215
1900,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261101,isotonic,recall_guard,0.29,30,yes,0.7178113482327662,0.02223202146033154
1901,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261101,isotonic,precision_min_recall,0.5049999999999999,30,yes,0.7142740560005397,0.041597765773711215
1902,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261101,isotonic,recall_constrained,0.29,30,yes,0.7178113482327662,0.02223202146033154
1903,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261119,none,default_0_5,0.5,30,yes,0.7124708527754801,0.016049314665784742
1904,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261119,none,balanced,0.49499999999999994,30,yes,0.7124708527754801,0.016049314665784742
1905,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261119,none,precision_oriented,0.5599999999999999,30,yes,0.7173824530139463,0.030619556829456496
1906,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261119,none,recall_guard,0.49499999999999994,30,yes,0.7124708527754801,0.016049314665784742
1907,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261119,none,precision_min_recall,0.5599999999999999,30,yes,0.7173824530139463,0.030619556829456496
1908,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261119,none,recall_constrained,0.5599999999999999,30,yes,0.7173824530139463,0.030619556829456496
1909,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261119,sigmoid,default_0_5,0.5,30,yes,0.6681323078087757,0.12149524124499333
1910,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261119,sigmoid,balanced,0.30499999999999994,30,yes,0.7124345105852372,0.016049314665784742
1911,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261119,sigmoid,precision_oriented,0.38499999999999995,30,yes,0.7173461108237034,0.030619556829456496
1912,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261119,sigmoid,recall_guard,0.30499999999999994,30,yes,0.7124345105852372,0.016049314665784742
1913,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261119,sigmoid,precision_min_recall,0.38499999999999995,30,yes,0.7173461108237034,0.030619556829456496
1914,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261119,sigmoid,recall_constrained,0.38499999999999995,30,yes,0.7173461108237034,0.030619556829456496
1915,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261119,isotonic,default_0_5,0.5,30,yes,0.7242138133058815,0.030619556829456496
1916,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261119,isotonic,balanced,0.22499999999999998,30,yes,0.7193022130674153,0.016049314665784742
1917,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261119,isotonic,precision_oriented,0.33499999999999996,30,yes,0.7240719693342503,0.03239260647484654
1918,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261119,isotonic,recall_guard,0.22499999999999998,30,yes,0.7193022130674153,0.016049314665784742
1919,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261119,isotonic,precision_min_recall,0.33499999999999996,30,yes,0.7240719693342503,0.03239260647484654
1920,stage2,psychologist_1_3,psychologist,adhd,engineered_compact,rf_regularized,20261119,isotonic,recall_constrained,0.33499999999999996,30,yes,0.7240719693342503,0.03239260647484654
1921,stage1,psychologist_1_3,psychologist,conduct,full_eligible,rf_baseline,20261101,none,default_0_5,0.5,60,no,0.8132637427087003,0.0914148667106709
1922,stage1,psychologist_1_3,psychologist,conduct,full_eligible,rf_balanced_subsample,20261101,none,default_0_5,0.5,60,no,0.8195820206136795,0.07050834685711949
1923,stage1,psychologist_1_3,psychologist,conduct,full_eligible,rf_precision_push,20261101,none,default_0_5,0.5,60,no,0.8165324433494736,0.06532517616530453
1924,stage1,psychologist_1_3,psychologist,conduct,full_eligible,rf_recall_guard,20261101,none,default_0_5,0.5,60,no,0.8077218386375009,0.09560012044410182
1925,stage1,psychologist_1_3,psychologist,conduct,full_eligible,rf_regularized,20261101,none,default_0_5,0.5,60,no,0.8163340022634823,0.04338472028365348
1926,stage1,psychologist_1_3,psychologist,conduct,full_eligible,rf_pos_weight_mid,20261101,none,default_0_5,0.5,60,no,0.8187411538675018,0.0673800814585589
1927,stage1,psychologist_1_3,psychologist,conduct,compact_subset,rf_baseline,20261101,none,default_0_5,0.5,27,yes,0.8232552446133352,0.07992586967461879
1928,stage1,psychologist_1_3,psychologist,conduct,compact_subset,rf_balanced_subsample,20261101,none,default_0_5,0.5,27,no,0.8151646946641258,0.07108758011812244
1929,stage1,psychologist_1_3,psychologist,conduct,compact_subset,rf_precision_push,20261101,none,default_0_5,0.5,27,no,0.8159607838882432,0.05646720547142037
1930,stage1,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261101,none,default_0_5,0.5,27,yes,0.8264901464691413,0.07577329767962837
1931,stage1,psychologist_1_3,psychologist,conduct,compact_subset,rf_regularized,20261101,none,default_0_5,0.5,27,no,0.8162378223603998,0.04186638248345953
1932,stage1,psychologist_1_3,psychologist,conduct,compact_subset,rf_pos_weight_mid,20261101,none,default_0_5,0.5,27,no,0.817598792567361,0.06744552365692491
1933,stage1,psychologist_1_3,psychologist,conduct,balanced_subset,rf_baseline,20261101,none,default_0_5,0.5,33,no,0.8175677958440356,0.08616939987068717
1934,stage1,psychologist_1_3,psychologist,conduct,balanced_subset,rf_balanced_subsample,20261101,none,default_0_5,0.5,33,no,0.8161931905361774,0.06635916295056599
1935,stage1,psychologist_1_3,psychologist,conduct,balanced_subset,rf_precision_push,20261101,none,default_0_5,0.5,33,no,0.8227262015538677,0.05176816067535239
1936,stage1,psychologist_1_3,psychologist,conduct,balanced_subset,rf_recall_guard,20261101,none,default_0_5,0.5,33,no,0.8165826685164098,0.08517787065323679
1937,stage1,psychologist_1_3,psychologist,conduct,balanced_subset,rf_regularized,20261101,none,default_0_5,0.5,33,no,0.8172967050883188,0.042370285157133036
1938,stage1,psychologist_1_3,psychologist,conduct,balanced_subset,rf_pos_weight_mid,20261101,none,default_0_5,0.5,33,no,0.8161714057885198,0.06479177164149563
1939,stage1,psychologist_1_3,psychologist,conduct,precision_oriented_subset,rf_baseline,20261101,none,default_0_5,0.5,24,no,0.8207424829101666,0.07940233662071916
1940,stage1,psychologist_1_3,psychologist,conduct,precision_oriented_subset,rf_balanced_subsample,20261101,none,default_0_5,0.5,24,no,0.8123526474651293,0.06688934270269276
1941,stage1,psychologist_1_3,psychologist,conduct,precision_oriented_subset,rf_precision_push,20261101,none,default_0_5,0.5,24,no,0.8119962800275633,0.061192380948240754
1942,stage1,psychologist_1_3,psychologist,conduct,precision_oriented_subset,rf_recall_guard,20261101,none,default_0_5,0.5,24,no,0.8158773488676001,0.07992266182199037
1943,stage1,psychologist_1_3,psychologist,conduct,precision_oriented_subset,rf_regularized,20261101,none,default_0_5,0.5,24,no,0.8157368354297717,0.034526749589769534
1944,stage1,psychologist_1_3,psychologist,conduct,precision_oriented_subset,rf_pos_weight_mid,20261101,none,default_0_5,0.5,24,no,0.8192978223826031,0.061673265153251555
1945,stage1,psychologist_1_3,psychologist,conduct,stability_pruned_subset,rf_baseline,20261101,none,default_0_5,0.5,30,no,0.8174224713768988,0.09407511902662669
1946,stage1,psychologist_1_3,psychologist,conduct,stability_pruned_subset,rf_balanced_subsample,20261101,none,default_0_5,0.5,30,no,0.816697073946471,0.07055090006546938
1947,stage1,psychologist_1_3,psychologist,conduct,stability_pruned_subset,rf_precision_push,20261101,none,default_0_5,0.5,30,no,0.8200920477644642,0.05856137152512675
1948,stage1,psychologist_1_3,psychologist,conduct,stability_pruned_subset,rf_recall_guard,20261101,none,default_0_5,0.5,30,no,0.818605234120563,0.08255350792834981
1949,stage1,psychologist_1_3,psychologist,conduct,stability_pruned_subset,rf_regularized,20261101,none,default_0_5,0.5,30,no,0.8226536948341585,0.033499150545441614
1950,stage1,psychologist_1_3,psychologist,conduct,stability_pruned_subset,rf_pos_weight_mid,20261101,none,default_0_5,0.5,30,no,0.816607510290847,0.07055090006546938
1951,stage1,psychologist_1_3,psychologist,conduct,engineered_full,rf_baseline,20261101,none,default_0_5,0.5,69,no,0.8098542266812194,0.08293657791100917
1952,stage1,psychologist_1_3,psychologist,conduct,engineered_full,rf_balanced_subsample,20261101,none,default_0_5,0.5,69,no,0.813112223237547,0.07149015100236111
1953,stage1,psychologist_1_3,psychologist,conduct,engineered_full,rf_precision_push,20261101,none,default_0_5,0.5,69,no,0.8112870762241098,0.05840451976439687
1954,stage1,psychologist_1_3,psychologist,conduct,engineered_full,rf_recall_guard,20261101,none,default_0_5,0.5,69,no,0.8151886062374639,0.08036775207647118
1955,stage1,psychologist_1_3,psychologist,conduct,engineered_full,rf_regularized,20261101,none,default_0_5,0.5,69,no,0.8110163170744804,0.041228404479479175
1956,stage1,psychologist_1_3,psychologist,conduct,engineered_full,rf_pos_weight_mid,20261101,none,default_0_5,0.5,69,no,0.8039295318328654,0.0709503756566725
1957,stage1,psychologist_1_3,psychologist,conduct,engineered_pruned,rf_baseline,20261101,none,default_0_5,0.5,45,no,0.8197237094717554,0.07407518529058033
1958,stage1,psychologist_1_3,psychologist,conduct,engineered_pruned,rf_balanced_subsample,20261101,none,default_0_5,0.5,45,no,0.8138526891896734,0.06365311573552401
1959,stage1,psychologist_1_3,psychologist,conduct,engineered_pruned,rf_precision_push,20261101,none,default_0_5,0.5,45,no,0.8099601468409707,0.058947717036630154
1960,stage1,psychologist_1_3,psychologist,conduct,engineered_pruned,rf_recall_guard,20261101,none,default_0_5,0.5,45,no,0.8146421615583896,0.07878073038717481
1961,stage1,psychologist_1_3,psychologist,conduct,engineered_pruned,rf_regularized,20261101,none,default_0_5,0.5,45,no,0.8041940151463738,0.040691870824526855
1962,stage1,psychologist_1_3,psychologist,conduct,engineered_pruned,rf_pos_weight_mid,20261101,none,default_0_5,0.5,45,no,0.8041923346580903,0.0709503756566725
1963,stage1,psychologist_1_3,psychologist,conduct,engineered_compact,rf_baseline,20261101,none,default_0_5,0.5,30,no,0.8143302488011055,0.08403269752768472
1964,stage1,psychologist_1_3,psychologist,conduct,engineered_compact,rf_balanced_subsample,20261101,none,default_0_5,0.5,30,no,0.8116553599527102,0.06364987404478772
1965,stage1,psychologist_1_3,psychologist,conduct,engineered_compact,rf_precision_push,20261101,none,default_0_5,0.5,30,no,0.807472637995174,0.05579332095731737
1966,stage1,psychologist_1_3,psychologist,conduct,engineered_compact,rf_recall_guard,20261101,none,default_0_5,0.5,30,no,0.8136095426362568,0.08088480174889823
1967,stage1,psychologist_1_3,psychologist,conduct,engineered_compact,rf_regularized,20261101,none,default_0_5,0.5,30,no,0.8066448196874763,0.03913097981598279
1968,stage1,psychologist_1_3,psychologist,conduct,engineered_compact,rf_pos_weight_mid,20261101,none,default_0_5,0.5,30,no,0.8067237458821136,0.06676513884229551
1969,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261101,none,default_0_5,0.5,27,yes,0.828005612422734,0.07577329767962837
1970,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261101,none,balanced,0.41999999999999993,27,yes,0.8271062780755445,0.05740945606080872
1971,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261101,none,precision_oriented,0.7699999999999999,27,yes,0.8225900581948777,0.0983000596252871
1972,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261101,none,recall_guard,0.48999999999999994,27,yes,0.8319981014660741,0.06740282405087417
1973,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261101,none,precision_min_recall,0.7699999999999999,27,yes,0.8225900581948777,0.0983000596252871
1974,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261101,none,recall_constrained,0.62,27,yes,0.8343341179163002,0.08954291002079084
1975,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261101,sigmoid,default_0_5,0.5,27,yes,0.8221081275426135,0.08728842539643278
1976,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261101,sigmoid,balanced,0.33499999999999996,27,yes,0.8271824427295128,0.05688916469764527
1977,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261101,sigmoid,precision_oriented,0.83,27,yes,0.8226245995397929,0.0983000596252871
1978,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261101,sigmoid,recall_guard,0.43999999999999995,27,yes,0.8312724015989845,0.0658158023615778
1979,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261101,sigmoid,precision_min_recall,0.83,27,yes,0.8226245995397929,0.0983000596252871
1980,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261101,sigmoid,recall_constrained,0.6449999999999999,27,yes,0.8342016446474367,0.09163059269302465
1981,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261101,isotonic,default_0_5,0.5,27,yes,0.8314799475652095,0.0658158023615778
1982,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261101,isotonic,balanced,0.3549999999999999,27,yes,0.8273899886957378,0.05688916469764527
1983,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261101,isotonic,precision_oriented,0.8049999999999999,27,yes,0.8244191254735658,0.0961992468733538
1984,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261101,isotonic,recall_guard,0.42999999999999994,27,yes,0.8314799475652095,0.0658158023615778
1985,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261101,isotonic,precision_min_recall,0.8049999999999999,27,yes,0.8244191254735658,0.0961992468733538
1986,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261101,isotonic,recall_constrained,0.595,27,yes,0.8344091906136617,0.09163059269302465
1987,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261119,none,default_0_5,0.5,27,yes,0.8250511451131165,0.07629034735205542
1988,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261119,none,balanced,0.33999999999999997,27,yes,0.8160730345987687,0.04321788449342123
1989,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261119,none,precision_oriented,0.7749999999999999,27,yes,0.8231743359546375,0.08681780492800117
1990,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261119,none,recall_guard,0.5049999999999999,27,yes,0.827754556424817,0.07473271495330158
1991,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261119,none,precision_min_recall,0.7749999999999999,27,yes,0.8231743359546375,0.08681780492800117
1992,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261119,none,recall_constrained,0.5149999999999999,27,yes,0.8284549340559286,0.07788061073208807
1993,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261119,sigmoid,default_0_5,0.5,27,yes,0.8225675868033269,0.08887544708572925
1994,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261119,sigmoid,balanced,0.22999999999999998,27,yes,0.8160492107090758,0.04321788449342123
1995,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261119,sigmoid,precision_oriented,0.83,27,yes,0.8231505120649446,0.08681780492800117
1996,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261119,sigmoid,recall_guard,0.41999999999999993,27,yes,0.8264319167918813,0.06895721475889183
1997,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261119,sigmoid,precision_min_recall,0.83,27,yes,0.8231505120649446,0.08681780492800117
1998,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261119,sigmoid,recall_constrained,0.4799999999999999,27,yes,0.8284311101662357,0.07788061073208807
1999,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261119,isotonic,default_0_5,0.5,27,yes,0.8263414933223022,0.06895721475889183
2000,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261119,isotonic,balanced,0.25499999999999995,27,yes,0.8159587872394967,0.04321788449342123
2001,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261119,isotonic,precision_oriented,0.8099999999999999,27,yes,0.8228095666746974,0.08994932893635188
2002,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261119,isotonic,recall_guard,0.42999999999999994,27,yes,0.8263414933223022,0.06895721475889183
2003,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261119,isotonic,precision_min_recall,0.8099999999999999,27,yes,0.8228095666746974,0.08994932893635188
2004,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_recall_guard,20261119,isotonic,recall_constrained,0.5049999999999999,27,yes,0.8283406866966566,0.07788061073208807
2005,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_baseline,20261101,none,default_0_5,0.5,27,yes,0.8248537620068276,0.07992586967461879
2006,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_baseline,20261101,none,balanced,0.36999999999999994,27,yes,0.8273684374559931,0.04846315417854241
2007,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_baseline,20261101,none,precision_oriented,0.695,27,yes,0.828521753868113,0.09655234784845235
2008,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_baseline,20261101,none,recall_guard,0.36999999999999994,27,yes,0.8273684374559931,0.04846315417854241
2009,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_baseline,20261101,none,precision_min_recall,0.695,27,yes,0.828521753868113,0.09655234784845235
2010,stage2,psychologist_1_3,psychologist,conduct,compact_subset,rf_baseline,20261101,none,recall_constrained,0.5249999999999999,27,yes,0.8292998607743537,0.08101873068150411
