trial_id,feature_rank,feature_name,importance_permutation_mean,importance_permutation_std
domain_conduct_strict_compact,25,num__q_qi_0117,0.0,0.0
domain_conduct_strict_compact,26,num__q_qi_0116,0.0,0.0
domain_conduct_strict_compact,27,num__q_qi_0159,0.0,0.0
domain_conduct_strict_compact,28,num__q_qi_0148,0.0,0.0
domain_conduct_strict_compact,29,num__q_qi_0147,0.0,0.0
domain_conduct_strict_compact,30,num__q_qi_0137,0.0,0.0
domain_conduct_research_full,1,num__q_qi_0089,0.16643356643356635,0.01096810289605465
domain_conduct_research_full,2,num__q_qi_0022,0.14125874125874122,0.00356574791160333
domain_conduct_research_full,3,num__q_qi_0056,0.013286713286713247,0.006409196776162005
domain_conduct_research_full,4,num__q_qi_0087,0.007692307692307642,0.004077588737654063
domain_conduct_research_full,5,num__cbcl_098,0.003496503496503478,0.003127367800699
domain_conduct_research_full,6,num__q_qi_0176,0.0034965034965034336,0.0
domain_conduct_research_full,7,num__diag_domain_anxiety_broad,0.0034965034965034336,0.0
domain_conduct_research_full,8,num__cbcl_007,0.002797202797202747,0.0013986013986013734
domain_conduct_research_full,9,num__q_qi_0029,0.0006993006993006645,0.0026165436271146326
domain_conduct_research_full,10,num__diag_domain_conduct_broad,0.0006993006993006645,0.0026165436271146326
domain_conduct_research_full,11,num__ysr_072,0.0,0.0
domain_conduct_research_full,12,num__ysr_071,0.0,0.0
domain_conduct_research_full,13,num__ysr_070,0.0,0.0
domain_conduct_research_full,14,num__ysr_internalizing_proxy,0.0,0.0
domain_conduct_research_full,15,num__ysr_aggressive_behavior_proxy,0.0,0.0
domain_conduct_research_full,16,num__ysr_rule_breaking_proxy,0.0,0.0
domain_conduct_research_full,17,num__ysr_attention_problems_proxy,0.0,0.0
domain_conduct_research_full,18,num__ysr_069,0.0,0.0
domain_conduct_research_full,19,num__ysr_068,0.0,0.0
domain_conduct_research_full,20,num__ysr_067,0.0,0.0
domain_conduct_research_full,21,num__ysr_105,0.0,0.0
domain_conduct_research_full,22,num__ysr_106,0.0,0.0
domain_conduct_research_full,23,num__ysr_107,0.0,0.0
domain_conduct_research_full,24,num__ysr_108,0.0,0.0
domain_conduct_research_full,25,num__ysr_109,0.0,0.0
domain_conduct_research_full,26,num__ysr_110,0.0,0.0
domain_conduct_research_full,27,num__ysr_111,0.0,0.0
domain_conduct_research_full,28,num__ysr_112,0.0,0.0
domain_conduct_research_full,29,num__ysr_065,0.0,0.0
domain_conduct_research_full,30,num__ysr_081,0.0,0.0
domain_elimination_strict_full,1,num__q_qi_0012,0.2573426573426573,0.019354339165172107
domain_elimination_strict_full,2,num__q_qi_0057,0.0,0.0
domain_elimination_strict_full,3,cat__sex_assigned_at_birth_Female,0.0,0.0
domain_elimination_strict_full,4,num__q_required_missing,0.0,0.0
domain_elimination_strict_full,5,cat__q_qi_0062_low,0.0,0.0
domain_elimination_strict_full,6,cat__q_qi_0062_high,0.0,0.0
domain_elimination_strict_full,7,cat__site_Staten Island,0.0,0.0
domain_elimination_strict_full,8,cat__site_RUBIC,0.0,0.0
domain_elimination_strict_full,9,num__q_qi_0082,0.0,0.0
domain_elimination_strict_full,10,num__ysr_061,0.0,0.0
domain_elimination_strict_full,11,num__ysr_062,0.0,0.0
domain_elimination_strict_full,12,num__ysr_063,0.0,0.0
domain_elimination_strict_full,13,num__ysr_064,0.0,0.0
domain_elimination_strict_full,14,num__ysr_065,0.0,0.0
domain_elimination_strict_full,15,num__ysr_066,0.0,0.0
domain_elimination_strict_full,16,num__ysr_067,0.0,0.0
domain_elimination_strict_full,17,num__ysr_068,0.0,0.0
domain_elimination_strict_full,18,num__ysr_069,0.0,0.0
domain_elimination_strict_full,19,num__ysr_070,0.0,0.0
domain_elimination_strict_full,20,num__ysr_071,0.0,0.0
domain_elimination_strict_full,21,num__ysr_072,0.0,0.0
domain_elimination_strict_full,22,num__ysr_073,0.0,0.0
domain_elimination_strict_full,23,num__ysr_074,0.0,0.0
domain_elimination_strict_full,24,cat__site_CBIC,0.0,0.0
domain_elimination_strict_full,25,num__ysr_076,0.0,0.0
domain_elimination_strict_full,26,num__ysr_077,0.0,0.0
domain_elimination_strict_full,27,num__ysr_078,0.0,0.0
domain_elimination_strict_full,28,num__ysr_079,0.0,0.0
domain_elimination_strict_full,29,num__ysr_080,0.0,0.0
domain_elimination_strict_full,30,num__ysr_081,0.0,0.0
domain_elimination_strict_compact,1,num__q_qi_0097,0.2573426573426573,0.019354339165172107
domain_elimination_strict_compact,2,num__q_qi_0092,0.24825174825174826,0.007973254720972977
domain_elimination_strict_compact,3,cat__site_Staten Island,0.0,0.0
domain_elimination_strict_compact,4,cat__site_RUBIC,0.0,0.0
domain_elimination_strict_compact,5,cat__q_qi_0026_low,0.0,0.0
domain_elimination_strict_compact,6,cat__q_qi_0026_high,0.0,0.0
domain_elimination_strict_compact,7,cat__sex_assigned_at_birth_Unknown,0.0,0.0
domain_elimination_strict_compact,8,cat__sex_assigned_at_birth_Male,0.0,0.0
domain_elimination_strict_compact,9,cat__sex_assigned_at_birth_Female,0.0,0.0
domain_elimination_strict_compact,10,num__q_required_missing,0.0,0.0
domain_elimination_strict_compact,11,num__q_completion_ratio,0.0,0.0
domain_elimination_strict_compact,12,num__q_items_answered,0.0,0.0
domain_elimination_strict_compact,13,num__q_qi_0182,0.0,0.0
domain_elimination_strict_compact,14,num__q_qi_0180,0.0,0.0
domain_elimination_strict_compact,15,num__q_qi_0178,0.0,0.0
domain_elimination_strict_compact,16,num__q_qi_0177,0.0,0.0
domain_elimination_strict_compact,17,num__q_qi_0176,0.0,0.0
domain_elimination_strict_compact,18,num__q_qi_0175,0.0,0.0
domain_elimination_strict_compact,19,num__q_qi_0174,0.0,0.0
domain_elimination_strict_compact,20,num__q_qi_0173,0.0,0.0
domain_elimination_strict_compact,21,cat__site_CUNY,0.0,0.0
domain_elimination_strict_compact,22,cat__site_CBIC,0.0,0.0
domain_elimination_strict_compact,23,num__q_qi_0163,0.0,0.0
domain_elimination_strict_compact,24,num__q_qi_0162,0.0,0.0
domain_elimination_strict_compact,25,num__q_qi_0161,0.0,0.0
domain_elimination_strict_compact,26,num__q_qi_0160,0.0,0.0
domain_elimination_strict_compact,27,num__q_qi_0159,0.0,0.0
domain_elimination_strict_compact,28,num__q_qi_0148,0.0,0.0
domain_elimination_strict_compact,29,num__q_qi_0147,0.0,0.0
domain_elimination_strict_compact,30,num__q_qi_0137,0.0,0.0
domain_elimination_research_full,1,num__q_qi_0173,0.2573426573426573,0.019354339165172107
domain_elimination_research_full,2,num__q_qi_0104,0.0,0.0
domain_elimination_research_full,3,cat__q_qi_0062_high,0.0,0.0
domain_elimination_research_full,4,num__q_qi_0178,0.0,0.0
domain_elimination_research_full,5,cat__site_RUBIC,0.0,0.0
domain_elimination_research_full,6,cat__site_CUNY,0.0,0.0
domain_elimination_research_full,7,cat__site_CBIC,0.0,0.0
domain_elimination_research_full,8,cat__sex_assigned_at_birth_Unknown,0.0,0.0
domain_elimination_research_full,9,num__q_qi_0033,0.0,0.0
domain_elimination_research_full,10,num__ysr_077,0.0,0.0
domain_elimination_research_full,11,num__ysr_076,0.0,0.0
domain_elimination_research_full,12,num__ysr_075,0.0,0.0
domain_elimination_research_full,13,num__ysr_074,0.0,0.0
domain_elimination_research_full,14,num__ysr_073,0.0,0.0
domain_elimination_research_full,15,num__ysr_072,0.0,0.0
domain_elimination_research_full,16,num__ysr_071,0.0,0.0
domain_elimination_research_full,17,num__ysr_070,0.0,0.0
domain_elimination_research_full,18,num__ysr_internalizing_proxy,0.0,0.0
domain_elimination_research_full,19,num__ysr_aggressive_behavior_proxy,0.0,0.0
domain_elimination_research_full,20,num__ysr_rule_breaking_proxy,0.0,0.0
domain_elimination_research_full,21,num__ysr_attention_problems_proxy,0.0,0.0
domain_elimination_research_full,22,num__ysr_069,0.0,0.0
domain_elimination_research_full,23,num__ysr_068,0.0,0.0
domain_elimination_research_full,24,cat__sex_assigned_at_birth_Female,0.0,0.0
domain_elimination_research_full,25,num__ysr_066,0.0,0.0
domain_elimination_research_full,26,num__ysr_102,0.0,0.0
domain_elimination_research_full,27,num__ysr_103,0.0,0.0
domain_elimination_research_full,28,num__ysr_104,0.0,0.0
domain_elimination_research_full,29,num__ysr_105,0.0,0.0
domain_elimination_research_full,30,num__ysr_106,0.0,0.0
domain_anxiety_strict_full,1,num__scared_p_school_avoidance,0.16503496503496498,0.01092342612014916
domain_anxiety_strict_full,2,num__scared_p_separation_anxiety,0.1538461538461538,0.011275884962655304
domain_anxiety_strict_full,3,num__q_qi_0022,0.01888111888111883,0.008734262934822927
domain_anxiety_strict_full,4,num__cbcl_anxious_depressed_proxy,0.0013986013986013734,0.0017129298900581357
domain_anxiety_strict_full,5,cat__sex_assigned_at_birth_Female,0.0,0.0
domain_anxiety_strict_full,6,num__q_required_missing,0.0,0.0
domain_anxiety_strict_full,7,cat__q_qi_0062_low,0.0,0.0
domain_anxiety_strict_full,8,cat__q_qi_0062_high,0.0,0.0
domain_anxiety_strict_full,9,cat__site_Staten Island,0.0,0.0
domain_anxiety_strict_full,10,cat__site_RUBIC,0.0,0.0
domain_anxiety_strict_full,11,num__q_qi_0082,0.0,0.0
domain_anxiety_strict_full,12,num__ysr_061,0.0,0.0
domain_anxiety_strict_full,13,num__ysr_062,0.0,0.0
domain_anxiety_strict_full,14,num__ysr_063,0.0,0.0
domain_anxiety_strict_full,15,num__ysr_064,0.0,0.0
domain_anxiety_strict_full,16,num__ysr_065,0.0,0.0
domain_anxiety_strict_full,17,num__ysr_066,0.0,0.0
domain_anxiety_strict_full,18,num__ysr_067,0.0,0.0
domain_anxiety_strict_full,19,num__ysr_068,0.0,0.0
domain_anxiety_strict_full,20,num__ysr_069,0.0,0.0
domain_anxiety_strict_full,21,num__ysr_070,0.0,0.0
domain_anxiety_strict_full,22,num__ysr_071,0.0,0.0
domain_anxiety_strict_full,23,num__ysr_072,0.0,0.0
domain_anxiety_strict_full,24,num__ysr_073,0.0,0.0
domain_anxiety_strict_full,25,num__ysr_074,0.0,0.0
domain_anxiety_strict_full,26,cat__site_CBIC,0.0,0.0
domain_anxiety_strict_full,27,num__ysr_076,0.0,0.0
domain_anxiety_strict_full,28,num__ysr_077,0.0,0.0
domain_anxiety_strict_full,29,num__ysr_078,0.0,0.0
domain_anxiety_strict_full,30,num__ysr_079,0.0,0.0
domain_anxiety_research_full,1,num__scared_sr_24,0.16503496503496498,0.01092342612014916
domain_anxiety_research_full,2,num__scared_sr_17,0.1538461538461538,0.011275884962655304
domain_anxiety_research_full,3,num__q_qi_0083,0.01888111888111883,0.008734262934822927
domain_anxiety_research_full,4,num__cbcl_088,0.0013986013986013734,0.0017129298900581357
domain_anxiety_research_full,5,cat__q_qi_0062_high,0.0,0.0
domain_anxiety_research_full,6,num__q_qi_0178,0.0,0.0
domain_anxiety_research_full,7,cat__site_RUBIC,0.0,0.0
domain_anxiety_research_full,8,cat__site_CUNY,0.0,0.0
domain_anxiety_research_full,9,cat__site_CBIC,0.0,0.0
domain_anxiety_research_full,10,cat__sex_assigned_at_birth_Unknown,0.0,0.0
domain_anxiety_research_full,11,num__q_qi_0033,0.0,0.0
domain_anxiety_research_full,12,num__ysr_077,0.0,0.0
domain_anxiety_research_full,13,num__ysr_076,0.0,0.0
domain_anxiety_research_full,14,num__ysr_075,0.0,0.0
domain_anxiety_research_full,15,num__ysr_074,0.0,0.0
domain_anxiety_research_full,16,num__ysr_073,0.0,0.0
domain_anxiety_research_full,17,num__ysr_072,0.0,0.0
domain_anxiety_research_full,18,num__ysr_071,0.0,0.0
domain_anxiety_research_full,19,num__ysr_070,0.0,0.0
domain_anxiety_research_full,20,num__ysr_internalizing_proxy,0.0,0.0
domain_anxiety_research_full,21,num__ysr_aggressive_behavior_proxy,0.0,0.0
domain_anxiety_research_full,22,num__ysr_rule_breaking_proxy,0.0,0.0
domain_anxiety_research_full,23,num__ysr_attention_problems_proxy,0.0,0.0
domain_anxiety_research_full,24,num__ysr_069,0.0,0.0
domain_anxiety_research_full,25,num__ysr_068,0.0,0.0
domain_anxiety_research_full,26,cat__sex_assigned_at_birth_Female,0.0,0.0
domain_anxiety_research_full,27,num__ysr_066,0.0,0.0
domain_anxiety_research_full,28,num__ysr_102,0.0,0.0
domain_anxiety_research_full,29,num__ysr_103,0.0,0.0
domain_anxiety_research_full,30,num__ysr_104,0.0,0.0
domain_depression_strict_full,1,num__q_qi_0083,0.2034965034965035,0.013703439120465346
domain_depression_strict_full,2,num__scared_sr_32,0.10699300699300698,0.008449682499017173
domain_depression_strict_full,3,num__q_qi_0177,0.10349650349650348,0.009009859249458116
domain_depression_strict_full,4,num__ari_sr_05,0.025874125874125874,0.009537189997892211
domain_depression_strict_full,5,num__ari_sr_07,0.010489510489510478,0.003127367800699
domain_depression_strict_full,6,num__cbcl_026,0.010489510489510478,0.0038302276748613134
domain_depression_strict_full,7,num__cbcl_113,0.00979020979020977,0.004077588737654066
domain_depression_strict_full,8,num__ari_sr_impairment_item,0.004895104895104874,0.0060963621587981475
domain_depression_strict_full,9,num__cbcl_118,0.0006993006993006867,0.0013986013986013737
domain_depression_strict_full,10,num__q_qi_0178,0.0006993006993006867,0.0013986013986013737
domain_depression_strict_full,11,num__ysr_067,0.0,0.0
domain_depression_strict_full,12,num__ysr_068,0.0,0.0
domain_depression_strict_full,13,num__ysr_069,0.0,0.0
domain_depression_strict_full,14,num__ysr_070,0.0,0.0
domain_depression_strict_full,15,num__ysr_071,0.0,0.0
domain_depression_strict_full,16,num__ysr_072,0.0,0.0
domain_depression_strict_full,17,num__ysr_073,0.0,0.0
domain_depression_strict_full,18,num__ysr_074,0.0,0.0
domain_depression_strict_full,19,num__cbcl_071,0.0,0.0
domain_depression_strict_full,20,num__ysr_081,0.0,0.0
domain_depression_strict_full,21,num__ysr_082,0.0,0.0
domain_depression_strict_full,22,num__ysr_083,0.0,0.0
domain_depression_strict_full,23,num__ysr_084,0.0,0.0
domain_depression_strict_full,24,num__ysr_085,0.0,0.0
domain_depression_strict_full,25,num__ysr_086,0.0,0.0
domain_depression_strict_full,26,num__ysr_087,0.0,0.0
domain_depression_strict_full,27,num__ysr_088,0.0,0.0
domain_depression_strict_full,28,num__ysr_089,0.0,0.0
domain_depression_strict_full,29,num__ysr_090,0.0,0.0
domain_depression_strict_full,30,num__ysr_091,0.0,0.0
domain_depression_strict_compact,1,num__q_completion_ratio,0.0034965034965035225,0.002211382979138722
domain_depression_strict_compact,2,num__q_qi_0132,0.0034965034965035225,0.002211382979138722
domain_depression_strict_compact,3,num__q_qi_0133,0.002797202797202836,0.001398601398601418
domain_depression_strict_compact,4,cat__sex_assigned_at_birth_Female,0.002797202797202836,0.001398601398601418
domain_depression_strict_compact,5,num__q_qi_0089,0.002797202797202836,0.001398601398601418
domain_depression_strict_compact,6,num__q_qi_0087,0.002797202797202836,0.001398601398601418
domain_depression_strict_compact,7,num__q_qi_0164,0.0027972027972028137,0.0026165436271146443
domain_depression_strict_compact,8,num__q_qi_0182,0.0027972027972028137,0.0026165436271146448
domain_depression_strict_compact,9,num__q_qi_0061,0.002097902097902127,0.00171292989005819
domain_depression_strict_compact,10,num__q_qi_0055,0.002097902097902127,0.00171292989005819
domain_depression_strict_compact,11,num__q_qi_0012,0.002097902097902127,0.00171292989005819
domain_depression_strict_compact,12,num__q_qi_0044,0.002097902097902127,0.00171292989005819
domain_depression_strict_compact,13,num__q_qi_0072,0.002097902097902127,0.00171292989005819
domain_depression_strict_compact,14,num__q_qi_0067,0.002097902097902127,0.00171292989005819
domain_depression_strict_compact,15,num__q_qi_0082,0.002097902097902127,0.0017129298900581899
domain_depression_strict_compact,16,num__q_qi_0083,0.002097902097902127,0.00171292989005819
domain_depression_strict_compact,17,num__q_qi_0054,0.002097902097902127,0.00171292989005819
domain_depression_strict_compact,18,num__q_qi_0051,0.002097902097902127,0.00171292989005819
domain_depression_strict_compact,19,num__q_qi_0159,0.0020979020979021044,0.004195804195804208
domain_depression_strict_compact,20,num__q_qi_0162,0.0020979020979021044,0.004195804195804208
domain_depression_strict_compact,21,num__q_required_missing,0.001398601398601418,0.002797202797202836
domain_depression_strict_compact,22,num__q_qi_0110,0.001398601398601418,0.00171292989005819
domain_depression_strict_compact,23,num__q_qi_0074,0.001398601398601418,0.00171292989005819
domain_depression_strict_compact,24,num__q_qi_0076,0.001398601398601418,0.00171292989005819
domain_depression_strict_compact,25,num__q_qi_0071,0.001398601398601418,0.00171292989005819
domain_depression_strict_compact,26,num__q_qi_0069,0.001398601398601418,0.00171292989005819
domain_depression_strict_compact,27,num__q_qi_0033,0.001398601398601418,0.00171292989005819
domain_depression_strict_compact,28,num__q_qi_0032,0.001398601398601418,0.00171292989005819
domain_depression_strict_compact,29,num__q_qi_0053,0.001398601398601418,0.00171292989005819
domain_depression_strict_compact,30,num__q_qi_0045,0.001398601398601418,0.00171292989005819
domain_depression_research_full,1,num__q_qi_0089,0.21958041958041957,0.013157264141417307
domain_depression_research_full,2,num__internal_exact_comorbidity_count,0.09580419580419579,0.009537189997892184
domain_depression_research_full,3,num__ari_p_impairment_item,0.079020979020979,0.007199741357333546
domain_depression_research_full,4,num__diag_domain_elimination_source_count,0.06433566433566433,0.006851719560232693
domain_depression_research_full,5,num__ari_sr_04,0.012587412587412583,0.0035657479116033472
domain_depression_research_full,6,num__cbcl_098,0.00979020979020977,0.004077588737654066
domain_depression_research_full,7,num__scared_p_40,0.0076923076923076875,0.004638636070427129
domain_depression_research_full,8,num__internal_exact_any_positive,0.004195804195804187,0.004077588737654067
domain_depression_research_full,9,num__q_qi_0046,0.003496503496503478,0.003127367800699
domain_depression_research_full,10,num__q_qi_0107,0.00209790209790206,0.0017129298900581357
domain_depression_research_full,11,num__ysr_072,0.0,0.0
domain_depression_research_full,12,num__ysr_071,0.0,0.0
domain_depression_research_full,13,num__ysr_070,0.0,0.0
domain_depression_research_full,14,num__ysr_internalizing_proxy,0.0,0.0
domain_depression_research_full,15,num__ysr_aggressive_behavior_proxy,0.0,0.0
domain_depression_research_full,16,num__ysr_rule_breaking_proxy,0.0,0.0
domain_depression_research_full,17,num__ysr_attention_problems_proxy,0.0,0.0
domain_depression_research_full,18,num__ysr_069,0.0,0.0
domain_depression_research_full,19,num__ysr_068,0.0,0.0
domain_depression_research_full,20,num__q_qi_0057,0.0,0.0
domain_depression_research_full,21,num__ysr_104,0.0,0.0
domain_depression_research_full,22,num__ysr_105,0.0,0.0
domain_depression_research_full,23,num__ysr_106,0.0,0.0
domain_depression_research_full,24,num__ysr_107,0.0,0.0
domain_depression_research_full,25,num__ysr_108,0.0,0.0
domain_depression_research_full,26,num__ysr_109,0.0,0.0
domain_depression_research_full,27,num__ysr_110,0.0,0.0
domain_depression_research_full,28,num__ysr_111,0.0,0.0
domain_depression_research_full,29,num__ysr_112,0.0,0.0
domain_depression_research_full,30,num__ysr_065,0.0,0.0
internal_adhd_strict_compact,1,num__q_qi_0029,0.3937062937062937,0.014090518657069853
internal_adhd_strict_compact,2,cat__site_CUNY,0.08811188811188804,0.010466174508458555
internal_adhd_strict_compact,3,num__q_qi_0048,0.01888111888111881,0.0047428881000875995
internal_adhd_strict_compact,4,num__q_qi_0097,0.010489510489510434,0.00585076941632218
internal_adhd_strict_compact,5,cat__site_CBIC,0.010489510489510434,0.003830227674861314
internal_adhd_strict_compact,6,num__q_qi_0038,0.004195804195804165,0.0040775887376540325
internal_adhd_strict_compact,7,num__q_qi_0033,0.003496503496503478,0.003127367800699
internal_adhd_strict_compact,8,cat__site_Staten Island,0.0020979020979020823,0.002797202797202786
internal_adhd_strict_compact,9,cat__q_qi_0026_high,0.0020979020979020823,0.002797202797202786
