candidate_id,domain,mode,stability_axis,variant_id,seed,calibration_method,threshold,holdout_precision,holdout_recall,holdout_specificity,holdout_balanced_accuracy,holdout_f1,holdout_roc_auc,holdout_pr_auc,holdout_brier,overfit_gap_train_val_ba,generalization_gap_val_holdout_ba
depression__psychologist_full,depression,psychologist_full,seed,seed_20260530,20260530,none,0.6849999999999999,0.9193548387096774,0.6951219512195121,0.9874371859296482,0.8412795685745802,0.7916666666666666,0.975211422968501,0.9014891961731113,0.04676604620952863,0.018856786248220625,0.07209829635984799
depression__psychologist_full,depression,psychologist_full,seed,seed_20260556,20260556,none,0.705,0.9180327868852459,0.6829268292682927,0.9874371859296482,0.8351820075989704,0.7832167832167832,0.9749356538791518,0.8910066213684373,0.04695038877356878,0.024954347223830387,0.07209829635984799
depression__psychologist_full,depression,psychologist_full,split,alt_split_1,20260513,none,0.82,1.0,0.7804878048780488,1.0,0.8902439024390244,0.8767123287671232,0.995220002451281,0.9809076115008429,0.020954113777085105,0.050820178543288796,-0.05739061159455816
depression__psychologist_full,depression,psychologist_full,split,alt_split_2,20260513,none,0.8599999999999999,0.9666666666666667,0.7073170731707317,0.9949748743718593,0.8511459737712954,0.8169014084507042,0.9875903909792867,0.9403093257170948,0.02860206556022369,0.09426275228807046,-0.065816889324672
elimination__caregiver_2_3,elimination,caregiver_2_3,seed,seed_20260513,20260513,isotonic,0.25499999999999995,0.9615384615384616,0.9615384615384616,0.9953271028037384,0.9784327821711,0.9615384615384616,0.9983824586628325,0.9745323800251808,0.00600145350535929,0.010005398797718557,0.01078360891444996
elimination__caregiver_2_3,elimination,caregiver_2_3,seed,seed_20260530,20260530,isotonic,0.05,0.9285714285714286,1.0,0.9906542056074766,0.9953271028037383,0.9629629629629629,0.9983599928109274,0.9735220137005851,0.005887722521836793,0.0038946870795302235,0.0
elimination__caregiver_2_3,elimination,caregiver_2_3,seed,seed_20260556,20260556,isotonic,0.33499999999999996,0.9615384615384616,0.9615384615384616,0.9953271028037384,0.9784327821711,0.9615384615384616,0.9980904025880661,0.9703374794707517,0.0068360573171426684,0.019620783413103138,0.001168224299065379
elimination__caregiver_2_3,elimination,caregiver_2_3,split,alt_split_1,20260513,isotonic,0.20499999999999996,0.9607843137254902,0.9423076923076923,0.9953271028037384,0.9688173975557153,0.9514563106796117,0.9964279295470884,0.9490884921686954,0.009722763079411757,0.019620783413103138,0.010783608914450071
elimination__caregiver_2_3,elimination,caregiver_2_3,split,alt_split_2,20260513,isotonic,0.05,0.9122807017543859,1.0,0.9883177570093458,0.9941588785046729,0.9541284403669725,0.9981128684399713,0.9721177183770993,0.008110915136106518,0.0019473435397650007,0.003504672897196359
elimination__caregiver_full,elimination,caregiver_full,seed,seed_20260412,20260412,isotonic,0.25499999999999995,0.9607843137254902,0.9423076923076923,0.9953271028037384,0.9688173975557153,0.9514563106796117,0.9974613587347233,0.9598999040175511,0.008053752964194064,0.018841664172403405,0.011951833213515561
elimination__caregiver_full,elimination,caregiver_full,seed,seed_20260429,20260429,isotonic,0.5049999999999999,0.9423076923076923,0.9423076923076923,0.9929906542056075,0.9676491732566499,0.9423076923076923,0.9980230050323508,0.9726035068115296,0.008173358137499068,0.019620783413103138,0.01195183321351545
elimination__caregiver_full,elimination,caregiver_full,seed,seed_20260455,20260455,isotonic,0.5049999999999999,0.9259259259259259,0.9615384615384616,0.9906542056074766,0.9760963335729691,0.9433962264150944,0.9968547807332854,0.9531970776476271,0.010224509279663653,0.019620783413103138,0.003504672897196248
elimination__caregiver_full,elimination,caregiver_full,split,alt_split_1,20260412,isotonic,0.5049999999999999,0.9787234042553191,0.8846153846153846,0.9976635514018691,0.9411394680086269,0.9292929292929293,0.996338066139468,0.9565247609603774,0.012362571526035778,0.06730769230769229,-0.008447160316319202
elimination__caregiver_full,elimination,caregiver_full,split,alt_split_2,20260412,isotonic,0.05,0.896551724137931,1.0,0.985981308411215,0.9929906542056075,0.9454545454545454,0.9981353342918764,0.9710289710289712,0.009018995082035602,0.0019473435397650007,0.004672897196261738
elimination__psychologist_full,elimination,psychologist_full,seed,seed_20260429,20260429,isotonic,0.4049999999999999,0.9574468085106383,0.8653846153846154,0.9953271028037384,0.930355859094177,0.9090909090909091,0.9968997124370956,0.952275555899417,0.011423276899059982,0.028846153846153855,0.040797987059669194
elimination__psychologist_full,elimination,psychologist_full,seed,seed_20260446,20260446,isotonic,0.5049999999999999,0.9591836734693877,0.9038461538461539,0.9953271028037384,0.9495866283249461,0.9306930693069307,0.9981578001437814,0.9718449559540343,0.008738341413973979,0.030014378145219345,0.02039899352983454
elimination__psychologist_full,elimination,psychologist_full,seed,seed_20260472,20260472,isotonic,0.20499999999999996,0.9444444444444444,0.9807692307692307,0.9929906542056075,0.9868799424874191,0.9622641509433962,0.9981353342918764,0.9725213744045391,0.008286053900466207,0.020009888471468895,-0.007278936017253712
elimination__psychologist_full,elimination,psychologist_full,split,alt_split_1,20260429,isotonic,0.44499999999999995,0.9777777777777777,0.8461538461538461,0.9976635514018691,0.9219086987778576,0.9072164948453608,0.9960909417685119,0.9581385898779766,0.013472206152992095,0.06730769230769229,0.010783608914450071
elimination__psychologist_full,elimination,psychologist_full,split,alt_split_2,20260429,isotonic,0.05,0.9122807017543859,1.0,0.9883177570093458,0.9941588785046729,0.9541284403669725,0.9990115025161754,0.9856424621130504,0.006623628842301392,0.0019473435397650007,0.003504672897196359
