mode,domain,target_variant,round_id,family,feature_variant,seed,status,error,n_features,config_id,calibration,threshold_policy,threshold,abstention_band,abstention_coverage,val_objective,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,high_conf_precision,input_missing_ratio
psychologist,adhd,baseline,2,lightgbm,base,11,ok,,35,lightgbm_stability,isotonic,precision_guarded,0.42000000000000004,0.05,0.8321678321678322,0.9327671902263457,0.9347826086956522,0.8012422360248447,0.928,0.8646211180124224,0.862876254180602,0.9388819875776397,0.9377798683351533,0.0945779649436326,0.9347826086956522,0.36333666333666326
psychologist,adhd,baseline,2,lightgbm,base,29,ok,,35,lightgbm_stability,isotonic,precision_guarded,0.505,0.05,0.958041958041958,0.9307082253371906,0.9416058394160584,0.8012422360248447,0.936,0.8686211180124224,0.8657718120805369,0.9446211180124224,0.9476768637335111,0.09288130806649401,0.9416058394160584,0.36333666333666326
psychologist,adhd,baseline,3,rf,compact,11,ok,,39,rf_refined,isotonic,balanced,0.505,0.05,0.9790209790209791,0.8965787104977859,0.9366197183098591,0.8260869565217391,0.928,0.8770434782608696,0.8778877887788779,0.9564472049689441,0.958253786162721,0.08360172207203419,0.9366197183098591,0.3260713645329029
psychologist,adhd,baseline,3,rf,compact,11,ok,,39,rf_refined,isotonic,precision_guarded,0.505,0.05,0.9790209790209791,0.9334092207801794,0.9366197183098591,0.8260869565217391,0.928,0.8770434782608696,0.8778877887788779,0.9564472049689441,0.958253786162721,0.08360172207203419,0.9366197183098591,0.3260713645329029
psychologist,adhd,baseline,3,rf,compact,29,ok,,39,rf_refined,isotonic,balanced,0.505,0.1,0.8531468531468531,0.8951817760587494,0.9246575342465754,0.8385093167701864,0.912,0.8752546583850932,0.8794788273615635,0.9541863354037267,0.958842845359238,0.08258717160575084,0.9562043795620438,0.3260713645329029
psychologist,adhd,baseline,3,rf,compact,29,ok,,39,rf_refined,isotonic,precision_guarded,0.715,0.12,0.9405594405594405,0.9310006705245647,0.9615384615384616,0.7763975155279503,0.96,0.8681987577639751,0.8591065292096219,0.9541863354037267,0.958842845359238,0.08258717160575084,0.9615384615384616,0.3260713645329029
psychologist,adhd,baseline,3,rf,compact,47,ok,,39,rf_refined,isotonic,balanced,0.505,0.05,0.972027972027972,0.8965787104977859,0.9496402877697842,0.8198757763975155,0.944,0.8819378881987577,0.88,0.9544099378881987,0.9576285647008771,0.08123089990867559,0.9496402877697842,0.3260713645329029
psychologist,adhd,baseline,3,rf,compact,47,ok,,39,rf_refined,isotonic,precision_guarded,0.505,0.05,0.972027972027972,0.9337306693717012,0.9496402877697842,0.8198757763975155,0.944,0.8819378881987577,0.88,0.9544099378881987,0.9576285647008771,0.08123089990867559,0.9496402877697842,0.3260713645329029
psychologist,adhd,baseline,3,rf,engineered,11,ok,,47,rf_refined,isotonic,balanced,0.505,0.12,0.8181818181818182,0.8954929098361593,0.9432624113475178,0.8260869565217391,0.936,0.8810434782608696,0.8807947019867549,0.9497639751552795,0.950611612459251,0.08434678896655694,0.948905109489051,0.29378068739770863
psychologist,adhd,baseline,3,rf,engineered,11,ok,,47,rf_refined,isotonic,precision_guarded,0.62,0.05,0.9545454545454546,0.9339068800738414,0.948905109489051,0.8074534161490683,0.944,0.8757267080745341,0.87248322147651,0.9497639751552795,0.950611612459251,0.08434678896655694,0.948905109489051,0.29378068739770863
psychologist,adhd,baseline,3,rf,engineered,29,ok,,47,rf_refined,isotonic,balanced,0.46499999999999997,0.15,0.8671328671328671,0.8978903956381938,0.9078947368421053,0.8571428571428571,0.888,0.8725714285714286,0.8817891373801917,0.9501614906832299,0.9538703637468049,0.08525927791481912,0.9432624113475178,0.29378068739770863
psychologist,adhd,baseline,3,rf,engineered,29,ok,,47,rf_refined,isotonic,precision_guarded,0.67,0.08,0.9230769230769231,0.9310173881178467,0.9485294117647058,0.8012422360248447,0.944,0.8726211180124224,0.8686868686868687,0.9501614906832299,0.9538703637468049,0.08525927791481912,0.9485294117647058,0.29378068739770863
psychologist,adhd,baseline,3,rf,engineered,47,ok,,47,rf_refined,isotonic,balanced,0.505,0.08,0.8671328671328671,0.8984425250355375,0.9115646258503401,0.8322981366459627,0.896,0.8641490683229813,0.8701298701298701,0.9518509316770186,0.9534532142765273,0.083455037936563,0.95,0.29378068739770863
psychologist,adhd,baseline,3,rf,engineered,47,ok,,47,rf_refined,isotonic,precision_guarded,0.585,0.05,0.958041958041958,0.9347366870038312,0.95,0.8260869565217391,0.944,0.8850434782608696,0.8837209302325582,0.9518509316770186,0.9534532142765273,0.083455037936563,0.95,0.29378068739770863
psychologist,conduct,baseline,1,rf,base,11,ok,,23,rf_default,isotonic,balanced,0.17,0.05,0.958041958041958,0.9493971578334985,0.9333333333333333,0.875,0.9757281553398058,0.9253640776699029,0.9032258064516129,0.981492718446602,0.9498831000642649,0.041729188060140414,0.9324324324324325,0.033140772271207056
psychologist,conduct,baseline,1,rf,engineered,11,ok,,34,rf_default,isotonic,balanced,0.185,0.05,0.9615384615384616,0.9534926553520897,0.958904109589041,0.875,0.9854368932038835,0.9302184466019418,0.9150326797385621,0.98373786407767,0.9573992097385969,0.03814028769567672,0.958904109589041,0.024681201151789386
psychologist,conduct,baseline,1,xgboost,base,11,ok,,23,xgboost_default,isotonic,balanced,0.405,0.08,0.951048951048951,0.9513697703503528,0.9571428571428572,0.8375,0.9854368932038835,0.9114684466019418,0.8933333333333333,0.9791868932038834,0.9460829778333368,0.04140724614262581,0.9710144927536232,0.033140772271207056
psychologist,conduct,baseline,1,xgboost,engineered,11,ok,,34,xgboost_default,isotonic,balanced,0.20500000000000002,0.05,0.965034965034965,0.9388851615053367,0.96,0.9,0.9854368932038835,0.9427184466019418,0.9290322580645162,0.9770327669902913,0.9535689681648016,0.03539105877280235,0.96,0.024681201151789386
psychologist,conduct,baseline,1,lightgbm,base,11,ok,,23,lightgbm_default,isotonic,balanced,0.275,0.05,0.9615384615384616,0.9554634102532591,0.9714285714285714,0.85,0.9902912621359223,0.9201456310679612,0.9066666666666666,0.9837378640776699,0.9443597725797732,0.04034151296295445,0.9714285714285714,0.033140772271207056
psychologist,conduct,baseline,1,lightgbm,engineered,11,ok,,34,lightgbm_default,isotonic,balanced,0.38,0.15,0.951048951048951,0.9361656749138741,0.971830985915493,0.8625,0.9902912621359223,0.9263956310679612,0.9139072847682119,0.9690533980582523,0.9395068745403137,0.039988660954699475,0.9848484848484849,0.024681201151789386
psychologist,conduct,baseline,1,catboost,base,11,ok,,23,catboost_default,isotonic,balanced,0.38,0.15,0.9405594405594405,0.9447950955275523,0.9577464788732394,0.85,0.9854368932038835,0.9177184466019417,0.9006622516556292,0.9769417475728156,0.9474351455466996,0.04199111485729542,0.9710144927536232,0.033140772271207056
psychologist,conduct,baseline,1,catboost,engineered,11,ok,,34,catboost_default,isotonic,balanced,0.335,0.05,0.9895104895104895,0.9406018899614541,0.972972972972973,0.9,0.9902912621359223,0.9451456310679611,0.935064935064935,0.97123786407767,0.9380938240290071,0.03678091510625136,0.9726027397260274,0.024681201151789386
psychologist,conduct,baseline,1,tabpfn,base,11,error,"Running on CPU with more than 1000 samples is not allowed by default due to slow performance.
To override this behavior, set the environment variable TABPFN_ALLOW_CPU_LARGE_DATASET=1 or set ignore_pretraining_limits=True.
Alternatively, consider using a GPU or the tabpfn-client API: https://github.com/PriorLabs/tabpfn-client",23,,,,,,,,,,,,,,,,,
psychologist,conduct,baseline,1,tabpfn,engineered,11,error,"Running on CPU with more than 1000 samples is not allowed by default due to slow performance.
To override this behavior, set the environment variable TABPFN_ALLOW_CPU_LARGE_DATASET=1 or set ignore_pretraining_limits=True.
Alternatively, consider using a GPU or the tabpfn-client API: https://github.com/PriorLabs/tabpfn-client",34,,,,,,,,,,,,,,,,,
psychologist,conduct,baseline,2,lightgbm,base,11,ok,,23,lightgbm_stability,isotonic,balanced,0.275,0.05,0.9615384615384616,0.9554634102532591,0.9714285714285714,0.85,0.9902912621359223,0.9201456310679612,0.9066666666666666,0.9837378640776699,0.9443597725797732,0.04034151296295445,0.9714285714285714,0.033140772271207056
psychologist,conduct,baseline,2,lightgbm,base,29,ok,,23,lightgbm_stability,isotonic,balanced,0.225,0.05,0.9685314685314685,0.9512299396421192,0.971830985915493,0.8625,0.9902912621359223,0.9263956310679612,0.9139072847682119,0.9783373786407767,0.9404411550762088,0.041486543475405216,0.971830985915493,0.033140772271207056
psychologist,conduct,baseline,2,rf,engineered,11,ok,,34,rf_stability,isotonic,balanced,0.185,0.05,0.9615384615384616,0.9534926553520897,0.958904109589041,0.875,0.9854368932038835,0.9302184466019418,0.9150326797385621,0.98373786407767,0.9573992097385969,0.03814028769567672,0.958904109589041,0.024681201151789386
psychologist,conduct,baseline,2,rf,engineered,29,ok,,34,rf_stability,isotonic,balanced,0.20500000000000002,0.05,0.965034965034965,0.9493971578334985,0.9466666666666667,0.8875,0.9805825242718447,0.9340412621359223,0.9161290322580645,0.9827366504854369,0.9559295302944619,0.03701985739833495,0.9594594594594594,0.024681201151789386
psychologist,elimination,elimination_any_baseline,1,rf,base,11,ok,,17,rf_default,isotonic,precision_guarded,0.505,0.05,0.951048951048951,0.9137657958021668,0.9252336448598131,0.6149068322981367,0.936,0.7754534161490684,0.7388059701492538,0.8722484472049689,0.8787574823211803,0.1466814574647366,0.9252336448598131,0.03187988482106129
psychologist,elimination,elimination_any_baseline,1,rf,engineered,11,ok,,28,rf_default,isotonic,precision_guarded,0.405,0.05,0.7867132867132867,0.9131859200815016,0.9230769230769231,0.6708074534161491,0.928,0.7994037267080746,0.7769784172661871,0.8741863354037267,0.8814531373502584,0.14202850140205278,0.9230769230769231,0.022352647352647352
psychologist,elimination,elimination_any_baseline,1,xgboost,base,11,ok,,17,xgboost_default,isotonic,precision_guarded,0.61,0.05,0.9195804195804196,0.9049516638764967,0.93,0.577639751552795,0.944,0.7608198757763975,0.7126436781609196,0.8692919254658384,0.8746409183438807,0.1418008804321289,0.93,0.03187988482106129
psychologist,elimination,elimination_any_baseline,1,xgboost,engineered,11,ok,,28,xgboost_default,isotonic,precision_guarded,0.405,0.05,0.8601398601398601,0.9083454879578279,0.9274193548387096,0.7142857142857143,0.928,0.8211428571428572,0.8070175438596491,0.874583850931677,0.8916355879557828,0.13577276468276978,0.9274193548387096,0.022352647352647352
psychologist,elimination,elimination_any_baseline,1,lightgbm,base,11,ok,,17,lightgbm_default,isotonic,precision_guarded,0.64,0.05,0.9615384615384616,0.9007852580002519,0.9320388349514563,0.5962732919254659,0.944,0.7701366459627329,0.7272727272727273,0.8592049689440993,0.8668977137978806,0.14510704394575183,0.9320388349514563,0.03187988482106129
psychologist,elimination,elimination_any_baseline,1,lightgbm,engineered,11,ok,,28,lightgbm_default,isotonic,precision_guarded,0.505,0.05,0.972027972027972,0.9075463189982198,0.9401709401709402,0.6832298136645962,0.944,0.8136149068322981,0.7913669064748201,0.8770434782608696,0.8958414547407705,0.137095178588842,0.9401709401709402,0.022352647352647352
psychologist,elimination,elimination_any_baseline,1,catboost,base,11,ok,,17,catboost_default,isotonic,precision_guarded,0.67,0.05,0.9895104895104895,0.905786936782475,0.9375,0.5590062111801242,0.952,0.7555031055900621,0.7003891050583657,0.8801490683229813,0.8930109717119643,0.14719428006277724,0.9375,0.03187988482106129
psychologist,elimination,elimination_any_baseline,1,catboost,engineered,11,ok,,28,catboost_default,isotonic,precision_guarded,0.63,0.05,0.9440559440559441,0.9079735105842918,0.9278350515463918,0.5590062111801242,0.944,0.7515031055900621,0.6976744186046512,0.8775155279503104,0.8927461775164316,0.14337776988127943,0.9278350515463918,0.022352647352647352
psychologist,elimination,elimination_any_baseline,1,tabpfn,base,11,error,"Running on CPU with more than 1000 samples is not allowed by default due to slow performance.
To override this behavior, set the environment variable TABPFN_ALLOW_CPU_LARGE_DATASET=1 or set ignore_pretraining_limits=True.
Alternatively, consider using a GPU or the tabpfn-client API: https://github.com/PriorLabs/tabpfn-client",17,,,,,,,,,,,,,,,,,
psychologist,elimination,elimination_any_baseline,1,tabpfn,engineered,11,error,"Running on CPU with more than 1000 samples is not allowed by default due to slow performance.
To override this behavior, set the environment variable TABPFN_ALLOW_CPU_LARGE_DATASET=1 or set ignore_pretraining_limits=True.
Alternatively, consider using a GPU or the tabpfn-client API: https://github.com/PriorLabs/tabpfn-client",28,,,,,,,,,,,,,,,,,
psychologist,elimination,elimination_any_baseline,2,rf,base,11,ok,,17,rf_stability,isotonic,precision_guarded,0.505,0.05,0.951048951048951,0.9137657958021668,0.9252336448598131,0.6149068322981367,0.936,0.7754534161490684,0.7388059701492538,0.8722484472049689,0.8787574823211803,0.1466814574647366,0.9252336448598131,0.03187988482106129
psychologist,elimination,elimination_any_baseline,2,rf,base,29,ok,,17,rf_stability,isotonic,precision_guarded,0.405,0.05,0.7727272727272727,0.9182628191493647,0.926605504587156,0.6273291925465838,0.936,0.781664596273292,0.7481481481481481,0.8621614906832298,0.8586009417740583,0.14963159866366674,0.926605504587156,0.03187988482106129
psychologist,elimination,elimination_any_baseline,2,rf,engineered,11,ok,,28,rf_stability,isotonic,precision_guarded,0.405,0.05,0.7867132867132867,0.9131859200815016,0.9230769230769231,0.6708074534161491,0.928,0.7994037267080746,0.7769784172661871,0.8741863354037267,0.8814531373502584,0.14202850140205278,0.9230769230769231,0.022352647352647352
psychologist,elimination,elimination_any_baseline,2,rf,engineered,29,ok,,28,rf_stability,isotonic,precision_guarded,0.42000000000000004,0.05,0.8146853146853147,0.9130592647514144,0.9137931034482759,0.6583850931677019,0.92,0.789192546583851,0.7653429602888087,0.8687453416149069,0.8750214395851222,0.14550727135510527,0.9137931034482759,0.022352647352647352
psychologist,elimination,elimination_any_baseline,3,rf,base,11,ok,,17,rf_refined,isotonic,balanced,0.505,0.05,0.951048951048951,0.8579671613112031,0.9252336448598131,0.6149068322981367,0.936,0.7754534161490684,0.7388059701492538,0.8722484472049689,0.8787574823211803,0.1466814574647366,0.9252336448598131,0.03187988482106129
psychologist,elimination,elimination_any_baseline,3,rf,base,11,ok,,17,rf_refined,isotonic,precision_guarded,0.505,0.05,0.951048951048951,0.9137657958021668,0.9252336448598131,0.6149068322981367,0.936,0.7754534161490684,0.7388059701492538,0.8722484472049689,0.8787574823211803,0.1466814574647366,0.9252336448598131,0.03187988482106129
psychologist,elimination,elimination_any_baseline,3,rf,base,29,ok,,17,rf_refined,isotonic,balanced,0.405,0.05,0.7727272727272727,0.8679143053988407,0.926605504587156,0.6273291925465838,0.936,0.781664596273292,0.7481481481481481,0.8621614906832298,0.8586009417740583,0.14963159866366674,0.926605504587156,0.03187988482106129
psychologist,elimination,elimination_any_baseline,3,rf,base,29,ok,,17,rf_refined,isotonic,precision_guarded,0.405,0.05,0.7727272727272727,0.9182628191493647,0.926605504587156,0.6273291925465838,0.936,0.781664596273292,0.7481481481481481,0.8621614906832298,0.8586009417740583,0.14963159866366674,0.926605504587156,0.03187988482106129
psychologist,elimination,elimination_any_baseline,3,rf,base,47,ok,,17,rf_refined,isotonic,balanced,0.505,0.05,0.965034965034965,0.8608166471578665,0.9259259259259259,0.6211180124223602,0.936,0.7785590062111801,0.7434944237918215,0.867801242236025,0.870682451678747,0.14944605993659837,0.9252336448598131,0.03187988482106129
psychologist,elimination,elimination_any_baseline,3,rf,base,47,ok,,17,rf_refined,isotonic,precision_guarded,0.67,0.05,0.9895104895104895,0.9135818205460586,0.9238095238095239,0.6024844720496895,0.936,0.7692422360248448,0.7293233082706767,0.867801242236025,0.870682451678747,0.14944605993659837,0.9238095238095239,0.03187988482106129
psychologist,elimination,elimination_any_baseline,3,rf,compact,11,ok,,21,rf_refined,isotonic,balanced,0.505,0.05,0.965034965034965,0.8608166471578665,0.9259259259259259,0.6211180124223602,0.936,0.7785590062111801,0.7434944237918215,0.8615652173913043,0.8649721306411173,0.15134211401526013,0.9252336448598131,0.025807525807525808
psychologist,elimination,elimination_any_baseline,3,rf,compact,11,ok,,21,rf_refined,isotonic,precision_guarded,0.505,0.05,0.965034965034965,0.9125548558365283,0.9259259259259259,0.6211180124223602,0.936,0.7785590062111801,0.7434944237918215,0.8615652173913043,0.8649721306411173,0.15134211401526013,0.9252336448598131,0.025807525807525808
psychologist,elimination,elimination_any_baseline,3,rf,compact,29,ok,,21,rf_refined,isotonic,balanced,0.505,0.05,0.993006993006993,0.8612889369897849,0.9326923076923077,0.6024844720496895,0.944,0.7732422360248448,0.7320754716981132,0.8639254658385094,0.869532280588743,0.15240679428828413,0.9326923076923077,0.025807525807525808
psychologist,elimination,elimination_any_baseline,3,rf,compact,29,ok,,21,rf_refined,isotonic,precision_guarded,0.505,0.05,0.993006993006993,0.9152211210846294,0.9326923076923077,0.6024844720496895,0.944,0.7732422360248448,0.7320754716981132,0.8639254658385094,0.869532280588743,0.15240679428828413,0.9326923076923077,0.025807525807525808
psychologist,elimination,elimination_any_baseline,3,rf,compact,47,ok,,21,rf_refined,isotonic,balanced,0.505,0.1,0.9475524475524476,0.8570518872431915,0.9272727272727272,0.6335403726708074,0.936,0.7847701863354037,0.7527675276752768,0.8680745341614906,0.8780174184068976,0.15166948152277515,0.9223300970873787,0.025807525807525808
psychologist,elimination,elimination_any_baseline,3,rf,compact,47,ok,,21,rf_refined,isotonic,precision_guarded,0.605,0.05,0.9825174825174825,0.912387480938035,0.9223300970873787,0.5900621118012422,0.936,0.7630310559006211,0.7196969696969697,0.8680745341614906,0.8780174184068976,0.15166948152277515,0.9223300970873787,0.025807525807525808
psychologist,elimination,elimination_union_internal,1,rf,base,11,ok,,17,rf_default,isotonic,precision_guarded,0.505,0.05,0.951048951048951,0.9137657958021668,0.9252336448598131,0.6149068322981367,0.936,0.7754534161490684,0.7388059701492538,0.8722484472049689,0.8787574823211803,0.1466814574647366,0.9252336448598131,0.03187988482106129
psychologist,elimination,elimination_union_internal,1,rf,engineered,11,ok,,28,rf_default,isotonic,precision_guarded,0.405,0.05,0.7867132867132867,0.9131859200815016,0.9230769230769231,0.6708074534161491,0.928,0.7994037267080746,0.7769784172661871,0.8741863354037267,0.8814531373502584,0.14202850140205284,0.9230769230769231,0.022352647352647352
psychologist,elimination,elimination_union_internal,1,xgboost,base,11,ok,,17,xgboost_default,isotonic,precision_guarded,0.61,0.05,0.9195804195804196,0.9049516638764967,0.93,0.577639751552795,0.944,0.7608198757763975,0.7126436781609196,0.8692919254658384,0.8746409183438807,0.1418008804321289,0.93,0.03187988482106129
psychologist,elimination,elimination_union_internal,1,xgboost,engineered,11,ok,,28,xgboost_default,isotonic,precision_guarded,0.405,0.05,0.8601398601398601,0.9083454879578279,0.9274193548387096,0.7142857142857143,0.928,0.8211428571428572,0.8070175438596491,0.874583850931677,0.8916355879557828,0.13577276468276978,0.9274193548387096,0.022352647352647352
psychologist,elimination,elimination_union_internal,1,lightgbm,base,11,ok,,17,lightgbm_default,isotonic,precision_guarded,0.64,0.05,0.9615384615384616,0.9007852580002519,0.9320388349514563,0.5962732919254659,0.944,0.7701366459627329,0.7272727272727273,0.8592049689440993,0.8668977137978806,0.14510704394575183,0.9320388349514563,0.03187988482106129
psychologist,elimination,elimination_union_internal,1,lightgbm,engineered,11,ok,,28,lightgbm_default,isotonic,precision_guarded,0.505,0.05,0.972027972027972,0.9075463189982198,0.9401709401709402,0.6832298136645962,0.944,0.8136149068322981,0.7913669064748201,0.8770434782608696,0.8958414547407705,0.137095178588842,0.9401709401709402,0.022352647352647352
psychologist,elimination,elimination_union_internal,1,catboost,base,11,ok,,17,catboost_default,isotonic,precision_guarded,0.67,0.05,0.9895104895104895,0.905786936782475,0.9375,0.5590062111801242,0.952,0.7555031055900621,0.7003891050583657,0.8801490683229813,0.8930109717119643,0.14719428006277724,0.9375,0.03187988482106129
psychologist,elimination,elimination_union_internal,1,catboost,engineered,11,ok,,28,catboost_default,isotonic,precision_guarded,0.63,0.05,0.9440559440559441,0.9079735105842918,0.9278350515463918,0.5590062111801242,0.944,0.7515031055900621,0.6976744186046512,0.8775155279503104,0.8927461775164316,0.14337776988127943,0.9278350515463918,0.022352647352647352
psychologist,elimination,elimination_union_internal,1,tabpfn,base,11,error,"Running on CPU with more than 1000 samples is not allowed by default due to slow performance.
To override this behavior, set the environment variable TABPFN_ALLOW_CPU_LARGE_DATASET=1 or set ignore_pretraining_limits=True.
Alternatively, consider using a GPU or the tabpfn-client API: https://github.com/PriorLabs/tabpfn-client",17,,,,,,,,,,,,,,,,,
psychologist,elimination,elimination_union_internal,1,tabpfn,engineered,11,error,"Running on CPU with more than 1000 samples is not allowed by default due to slow performance.
To override this behavior, set the environment variable TABPFN_ALLOW_CPU_LARGE_DATASET=1 or set ignore_pretraining_limits=True.
Alternatively, consider using a GPU or the tabpfn-client API: https://github.com/PriorLabs/tabpfn-client",28,,,,,,,,,,,,,,,,,
psychologist,elimination,elimination_union_internal,2,rf,base,11,ok,,17,rf_stability,isotonic,precision_guarded,0.505,0.05,0.951048951048951,0.9137657958021668,0.9252336448598131,0.6149068322981367,0.936,0.7754534161490684,0.7388059701492538,0.8722484472049689,0.8787574823211803,0.1466814574647366,0.9252336448598131,0.03187988482106129
psychologist,elimination,elimination_union_internal,2,rf,base,29,ok,,17,rf_stability,isotonic,precision_guarded,0.405,0.05,0.7727272727272727,0.9182628191493647,0.926605504587156,0.6273291925465838,0.936,0.781664596273292,0.7481481481481481,0.8621614906832298,0.8586009417740583,0.14963159866366674,0.926605504587156,0.03187988482106129
psychologist,elimination,elimination_union_internal,2,rf,engineered,11,ok,,28,rf_stability,isotonic,precision_guarded,0.405,0.05,0.7867132867132867,0.9131859200815016,0.9230769230769231,0.6708074534161491,0.928,0.7994037267080746,0.7769784172661871,0.8741863354037267,0.8814531373502584,0.14202850140205278,0.9230769230769231,0.022352647352647352
psychologist,elimination,elimination_union_internal,2,rf,engineered,29,ok,,28,rf_stability,isotonic,precision_guarded,0.42000000000000004,0.05,0.8146853146853147,0.9130592647514144,0.9137931034482759,0.6583850931677019,0.92,0.789192546583851,0.7653429602888087,0.8687453416149069,0.8750214395851222,0.14550727135510527,0.9137931034482759,0.022352647352647352
psychologist,elimination,elimination_union_internal,3,rf,base,11,ok,,17,rf_refined,isotonic,balanced,0.505,0.05,0.951048951048951,0.8579671613112031,0.9252336448598131,0.6149068322981367,0.936,0.7754534161490684,0.7388059701492538,0.8722484472049689,0.8787574823211803,0.1466814574647366,0.9252336448598131,0.03187988482106129
psychologist,elimination,elimination_union_internal,3,rf,base,11,ok,,17,rf_refined,isotonic,precision_guarded,0.505,0.05,0.951048951048951,0.9137657958021668,0.9252336448598131,0.6149068322981367,0.936,0.7754534161490684,0.7388059701492538,0.8722484472049689,0.8787574823211803,0.1466814574647366,0.9252336448598131,0.03187988482106129
psychologist,elimination,elimination_union_internal,3,rf,base,29,ok,,17,rf_refined,isotonic,balanced,0.405,0.05,0.7727272727272727,0.8679143053988407,0.926605504587156,0.6273291925465838,0.936,0.781664596273292,0.7481481481481481,0.8621614906832298,0.8586009417740583,0.1496315986636667,0.926605504587156,0.03187988482106129
psychologist,elimination,elimination_union_internal,3,rf,base,29,ok,,17,rf_refined,isotonic,precision_guarded,0.405,0.05,0.7727272727272727,0.9182628191493647,0.926605504587156,0.6273291925465838,0.936,0.781664596273292,0.7481481481481481,0.8621614906832298,0.8586009417740583,0.1496315986636667,0.926605504587156,0.03187988482106129
psychologist,elimination,elimination_union_internal,3,rf,base,47,ok,,17,rf_refined,isotonic,balanced,0.505,0.05,0.965034965034965,0.8608166471578665,0.9259259259259259,0.6211180124223602,0.936,0.7785590062111801,0.7434944237918215,0.867801242236025,0.870682451678747,0.14944605993659837,0.9252336448598131,0.03187988482106129
