table_name,column_name,type,nullable,default
diagnostic_threshold,created_at,TIMESTAMP,False,now()
diagnostic_threshold,is_active,BOOLEAN,False,true
diagnostic_threshold,updated_at,TIMESTAMP,True,now()
disorder,id,UUID,False,gen_random_uuid()
disorder,code,TEXT,False,
disorder,name,TEXT,False,
disorder,dsm_code,TEXT,True,
disorder,description,TEXT,True,
disorder,is_active,BOOLEAN,False,true
disorder,created_at,TIMESTAMP,True,now()
disorder,updated_at,TIMESTAMP,True,now()
email_delivery_log,id,UUID,False,
email_delivery_log,template,TEXT,False,
email_delivery_log,recipient_email,TEXT,False,
email_delivery_log,subject,TEXT,False,
email_delivery_log,status,TEXT,False,
email_delivery_log,error_message,TEXT,True,
email_delivery_log,created_at,TIMESTAMP,False,now()
email_delivery_log,sent_at,TIMESTAMP,True,
email_log,id,UUID,False,gen_random_uuid()
email_log,evaluation_report_id,UUID,False,
email_log,recipient_email,TEXT,False,
email_log,sent_at,TIMESTAMP,True,
email_log,status,TEXT,False,
email_log,error_message,TEXT,True,
email_log,created_at,TIMESTAMP,True,now()
email_log,updated_at,TIMESTAMP,True,now()
email_unsubscribe,id,UUID,False,
email_unsubscribe,email,VARCHAR,False,
email_unsubscribe,reason,TEXT,True,
email_unsubscribe,source,VARCHAR,True,
email_unsubscribe,request_ip,VARCHAR,True,
email_unsubscribe,user_agent,VARCHAR,True,
email_unsubscribe,unsubscribed_at,TIMESTAMP,False,now()
email_unsubscribe,created_at,TIMESTAMP,False,now()
email_unsubscribe,updated_at,TIMESTAMP,False,now()
evaluation,id,UUID,False,gen_random_uuid()
evaluation,subject_id,UUID,True,
evaluation,requested_by_user_id,UUID,False,
evaluation,psychologist_id,UUID,True,
evaluation,age_at_evaluation,INTEGER,False,
evaluation,context,TEXT,True,
evaluation,raw_symptoms,JSONB,True,
evaluation,processed_features,JSONB,True,
evaluation,evaluation_date,DATE,False,
evaluation,status,TEXT,False,
evaluation,is_anonymous,BOOLEAN,False,true
evaluation,created_at,TIMESTAMP,True,now()
evaluation,updated_at,TIMESTAMP,True,now()
evaluation,registration_number,TEXT,False,
evaluation,access_key_hash,TEXT,False,
evaluation,access_key_created_at,TIMESTAMP,False,now()
evaluation,access_key_rotated_at,TIMESTAMP,True,
evaluation,access_key_failed_attempts,INTEGER,False,0
evaluation,access_key_locked_until,TIMESTAMP,True,
evaluation,requires_access_key_reset,BOOLEAN,False,true
evaluation,questionnaire_template_id,UUID,False,
evaluation_prediction,id,UUID,False,gen_random_uuid()
evaluation_prediction,evaluation_id,UUID,False,
evaluation_prediction,ml_model_version_id,UUID,False,
evaluation_prediction,predicted_at,TIMESTAMP,False,
evaluation_prediction,overall_risk_score,"NUMERIC(5, 4)",True,
evaluation_prediction,diagnostic_json,JSONB,True,
evaluation_prediction,explanation_json,JSONB,True,
evaluation_prediction,created_at,TIMESTAMP,True,now()
evaluation_prediction,updated_at,TIMESTAMP,True,now()
evaluation_prediction_detail,id,UUID,False,gen_random_uuid()
evaluation_prediction_detail,evaluation_prediction_id,UUID,False,
evaluation_prediction_detail,disorder_id,UUID,False,
evaluation_prediction_detail,probability,"NUMERIC(5, 4)",False,
evaluation_prediction_detail,label,TEXT,False,
evaluation_prediction_detail,risk_level,TEXT,False,
evaluation_prediction_detail,threshold_value,"NUMERIC(5, 4)",False,
evaluation_prediction_detail,created_at,TIMESTAMP,True,now()
evaluation_prediction_detail,updated_at,TIMESTAMP,True,now()
evaluation_report,id,UUID,False,gen_random_uuid()
evaluation_report,evaluation_id,UUID,False,
evaluation_report,type,TEXT,False,
evaluation_report,file_path,TEXT,False,
evaluation_report,created_at,TIMESTAMP,False,now()
evaluation_report,created_by_user_id,UUID,True,
evaluation_report,updated_at,TIMESTAMP,True,now()
evaluation_response,evaluation_id,UUID,False,
evaluation_response,question_id,UUID,False,
evaluation_response,value,TEXT,False,
evaluation_response,created_at,TIMESTAMP,True,now()
evaluation_response,updated_at,TIMESTAMP,True,now()
generated_reports,id,UUID,False,
generated_reports,report_job_id,UUID,True,
generated_reports,report_type,VARCHAR(120),False,
generated_reports,file_path,VARCHAR(512),False,
generated_reports,file_format,VARCHAR(40),False,'pdf'::character varying
generated_reports,metadata_json,JSON,True,
generated_reports,created_at,TIMESTAMP,False,now()
mfa_login_challenge,id,UUID,False,
mfa_login_challenge,user_id,UUID,False,
mfa_login_challenge,expires_at,TIMESTAMP,False,
mfa_login_challenge,used_at,TIMESTAMP,True,
mfa_login_challenge,ip_address,VARCHAR,True,
mfa_login_challenge,user_agent,VARCHAR,True,
mfa_login_challenge,created_at,TIMESTAMP,True,now()
ml_model,id,UUID,False,gen_random_uuid()
ml_model,name,TEXT,False,
ml_model,algorithm,TEXT,False,
ml_model,description,TEXT,True,
ml_model,created_at,TIMESTAMP,True,now()
ml_model,updated_at,TIMESTAMP,True,now()
ml_model_version,id,UUID,False,gen_random_uuid()
ml_model_version,ml_model_id,UUID,False,
ml_model_version,version_tag,TEXT,False,
ml_model_version,trained_at,TIMESTAMP,True,
ml_model_version,trained_by_user_id,UUID,True,
ml_model_version,metrics,JSONB,True,
ml_model_version,model_artifact_path,TEXT,False,
ml_model_version,is_active,BOOLEAN,False,false
ml_model_version,notes,TEXT,True,
ml_model_version,created_at,TIMESTAMP,True,now()
ml_model_version,updated_at,TIMESTAMP,True,now()
model_artifact_registry,id,UUID,False,
model_artifact_registry,model_version_id,UUID,False,
model_artifact_registry,artifact_kind,VARCHAR(64),False,
model_artifact_registry,artifact_locator,VARCHAR(512),False,
model_artifact_registry,checksum,VARCHAR(128),True,
model_artifact_registry,is_available,BOOLEAN,False,true
model_artifact_registry,metadata_json,JSON,True,
model_artifact_registry,created_at,TIMESTAMP,False,now()
model_artifact_registry,updated_at,TIMESTAMP,False,now()
model_confidence_registry,id,UUID,False,
model_confidence_registry,activation_id,UUID,False,
model_confidence_registry,confidence_pct,DOUBLE PRECISION,True,
model_confidence_registry,confidence_band,VARCHAR(64),True,
model_confidence_registry,operational_class,VARCHAR(120),True,
model_confidence_registry,recommended_for_default_use,BOOLEAN,False,false
model_confidence_registry,notes,TEXT,True,
model_confidence_registry,created_at,TIMESTAMP,False,now()
model_confidence_registry,updated_at,TIMESTAMP,False,now()
model_metrics_snapshot,id,UUID,False,
model_metrics_snapshot,model_version_id,UUID,False,
model_metrics_snapshot,precision,DOUBLE PRECISION,True,
model_metrics_snapshot,recall,DOUBLE PRECISION,True,
model_metrics_snapshot,specificity,DOUBLE PRECISION,True,
model_metrics_snapshot,balanced_accuracy,DOUBLE PRECISION,True,
model_metrics_snapshot,f1,DOUBLE PRECISION,True,
model_metrics_snapshot,roc_auc,DOUBLE PRECISION,True,
model_metrics_snapshot,pr_auc,DOUBLE PRECISION,True,
model_metrics_snapshot,brier,DOUBLE PRECISION,True,
model_metrics_snapshot,overfit_flag,VARCHAR(32),True,
model_metrics_snapshot,generalization_flag,VARCHAR(32),True,
model_metrics_snapshot,dataset_ease_flag,VARCHAR(32),True,
model_metrics_snapshot,quality_label,VARCHAR(64),True,
model_metrics_snapshot,metrics_json,JSON,True,
model_metrics_snapshot,captured_at,TIMESTAMP,False,now()
model_mode_domain_activation,id,UUID,False,
model_mode_domain_activation,domain,VARCHAR(64),False,
model_mode_domain_activation,mode_key,VARCHAR(64),False,
model_mode_domain_activation,role,VARCHAR(40),False,
model_mode_domain_activation,model_registry_id,UUID,False,
model_mode_domain_activation,model_version_id,UUID,False,
model_mode_domain_activation,active_flag,BOOLEAN,False,true
model_mode_domain_activation,source_campaign,VARCHAR(120),True,
model_mode_domain_activation,valid_from,TIMESTAMP,False,now()
model_mode_domain_activation,valid_to,TIMESTAMP,True,
model_mode_domain_activation,created_at,TIMESTAMP,False,now()
model_mode_domain_activation,updated_at,TIMESTAMP,False,now()
model_monitoring_snapshots,id,UUID,False,
model_monitoring_snapshots,snapshot_at,TIMESTAMP,False,now()
model_monitoring_snapshots,domain,VARCHAR(64),False,
model_monitoring_snapshots,mode_key,VARCHAR(64),False,
model_monitoring_snapshots,samples_count,INTEGER,True,
model_monitoring_snapshots,mean_probability,DOUBLE PRECISION,True,
model_monitoring_snapshots,alert_rate,DOUBLE PRECISION,True,
model_monitoring_snapshots,drift_score,DOUBLE PRECISION,True,
model_monitoring_snapshots,calibration_error,DOUBLE PRECISION,True,
model_monitoring_snapshots,equity_gap,DOUBLE PRECISION,True,
model_monitoring_snapshots,payload_json,JSON,True,
model_monitoring_snapshots,created_at,TIMESTAMP,False,now()
model_operational_caveats,id,UUID,False,
model_operational_caveats,activation_id,UUID,False,
model_operational_caveats,caveat,TEXT,False,
model_operational_caveats,severity,VARCHAR(40),False,'medium'::character varying
model_operational_caveats,is_blocking,BOOLEAN,False,false
model_operational_caveats,created_at,TIMESTAMP,False,now()
model_operational_caveats,updated_at,TIMESTAMP,False,now()
model_registry,id,UUID,False,
model_registry,model_key,VARCHAR(255),False,
model_registry,domain,VARCHAR(64),False,
model_registry,mode_key,VARCHAR(64),False,
model_registry,role,VARCHAR(40),False,
model_registry,source_line,VARCHAR(120),True,
model_registry,source_campaign,VARCHAR(120),True,
model_registry,model_family,VARCHAR(120),True,
model_registry,feature_set_id,VARCHAR(160),True,
model_registry,config_id,VARCHAR(160),True,
model_registry,is_active,BOOLEAN,False,true
model_registry,valid_from,TIMESTAMP,False,now()
model_registry,valid_to,TIMESTAMP,True,
model_registry,created_at,TIMESTAMP,False,now()
model_registry,updated_at,TIMESTAMP,False,now()
model_versions,id,UUID,False,
model_versions,model_registry_id,UUID,False,
model_versions,model_version_tag,VARCHAR(128),False,
model_versions,artifact_path,VARCHAR(512),True,
model_versions,fallback_artifact_path,VARCHAR(512),True,
model_versions,checksum,VARCHAR(128),True,
model_versions,calibration,VARCHAR(120),True,
model_versions,threshold_policy,VARCHAR(120),True,
model_versions,threshold,DOUBLE PRECISION,True,
model_versions,seed,VARCHAR(40),True,
model_versions,n_features,INTEGER,True,
model_versions,metadata_json,JSON,True,
model_versions,is_active,BOOLEAN,False,true
model_versions,created_at,TIMESTAMP,False,now()
model_versions,updated_at,TIMESTAMP,False,now()
password_reset_token,id,UUID,False,
password_reset_token,user_id,UUID,False,
password_reset_token,token_hash,VARCHAR,False,
password_reset_token,expires_at,TIMESTAMP,False,
password_reset_token,used_at,TIMESTAMP,True,
password_reset_token,request_ip,VARCHAR,True,
password_reset_token,user_agent,VARCHAR,True,
password_reset_token,created_at,TIMESTAMP,False,now()
problem_report_attachments,id,UUID,False,
problem_report_attachments,report_id,UUID,False,
problem_report_attachments,storage_kind,VARCHAR(40),False,'local'::character varying
problem_report_attachments,file_path,VARCHAR(512),False,
problem_report_attachments,original_filename,VARCHAR(255),False,
problem_report_attachments,mime_type,VARCHAR(120),True,
problem_report_attachments,size_bytes,BIGINT,False,
problem_report_attachments,checksum_sha256,VARCHAR(64),False,
problem_report_attachments,metadata_json,JSON,True,
problem_report_attachments,created_at,TIMESTAMP,False,now()
problem_report_audit_events,id,UUID,False,
problem_report_audit_events,report_id,UUID,False,
problem_report_audit_events,actor_user_id,UUID,True,
problem_report_audit_events,event_type,VARCHAR(120),False,
problem_report_audit_events,payload_json,JSON,True,
problem_report_audit_events,created_at,TIMESTAMP,False,now()
problem_reports,id,UUID,False,
problem_reports,report_code,VARCHAR(24),False,
problem_reports,reporter_user_id,UUID,False,
problem_reports,reporter_role,VARCHAR(64),False,
problem_reports,issue_type,VARCHAR(80),False,
problem_reports,description,TEXT,False,
problem_reports,source_module,VARCHAR(120),True,
problem_reports,source_path,VARCHAR(255),True,
problem_reports,related_questionnaire_session_id,UUID,True,
problem_reports,related_questionnaire_history_id,VARCHAR(64),True,
problem_reports,status,VARCHAR(40),False,'open'::character varying
problem_reports,admin_notes,TEXT,True,
problem_reports,resolved_at,TIMESTAMP,True,
problem_reports,attachment_count,INTEGER,False,0
problem_reports,metadata_json,JSON,True,
problem_reports,created_at,TIMESTAMP,False,now()
problem_reports,updated_at,TIMESTAMP,False,now()
psychologist_feedback,id,UUID,False,gen_random_uuid()
psychologist_feedback,evaluation_id,UUID,False,
psychologist_feedback,psychologist_id,UUID,False,
psychologist_feedback,agrees_with_model,BOOLEAN,False,
psychologist_feedback,final_diagnosis_json,JSONB,True,
psychologist_feedback,comments,TEXT,True,
psychologist_feedback,created_at,TIMESTAMP,False,now()
psychologist_feedback,updated_at,TIMESTAMP,True,now()
qr_disclosure_version,id,UUID,False,
qr_disclosure_version,questionnaire_version_id,UUID,False,
qr_disclosure_version,disclosure_type,VARCHAR(40),False,
qr_disclosure_version,version_label,VARCHAR(64),False,
qr_disclosure_version,title,VARCHAR(255),False,
qr_disclosure_version,content_markdown,TEXT,False,
qr_disclosure_version,is_active,BOOLEAN,False,true
qr_disclosure_version,created_by_user_id,UUID,True,
qr_disclosure_version,created_at,TIMESTAMP,False,now()
qr_disclosure_version,updated_at,TIMESTAMP,False,now()
qr_domain_result,id,UUID,False,
qr_domain_result,evaluation_id,UUID,False,
qr_domain_result,domain,VARCHAR(40),False,
qr_domain_result,model_name,VARCHAR(120),False,
qr_domain_result,model_version,VARCHAR(120),False,
qr_domain_result,model_status,VARCHAR(120),False,
qr_domain_result,probability,"NUMERIC(8, 6)",False,
qr_domain_result,threshold_used,"NUMERIC(8, 6)",False,
qr_domain_result,risk_band,VARCHAR(40),False,
qr_domain_result,confidence_level,VARCHAR(40),False,
qr_domain_result,evidence_level,VARCHAR(40),False,
qr_domain_result,uncertainty_flag,BOOLEAN,False,false
qr_domain_result,abstention_flag,BOOLEAN,False,false
qr_domain_result,recommendation_text,TEXT,False,
qr_domain_result,explanation_short,TEXT,False,
qr_domain_result,contributors_json,JSON,True,
qr_domain_result,caveats_json,JSON,True,
qr_domain_result,created_at,TIMESTAMP,False,now()
qr_domain_result,updated_at,TIMESTAMP,False,now()
qr_evaluation,id,UUID,False,
qr_evaluation,questionnaire_version_id,UUID,False,
qr_evaluation,requested_by_user_id,UUID,False,
qr_evaluation,psychologist_user_id,UUID,True,
qr_evaluation,respondent_type,VARCHAR(40),False,'caregiver'::character varying
qr_evaluation,child_age_years,INTEGER,False,
qr_evaluation,child_sex_assigned_at_birth,VARCHAR(32),False,'Unknown'::character varying
qr_evaluation,status,VARCHAR(40),False,'draft'::character varying
qr_evaluation,review_tag,VARCHAR(40),False,'sin_revisar'::character varying
qr_evaluation,deleted_by_user,BOOLEAN,False,false
qr_evaluation,deleted_at,TIMESTAMP,True,
qr_evaluation,reference_id,VARCHAR(24),False,
qr_evaluation,pin_hash,VARCHAR(255),False,
qr_evaluation,pin_failed_attempts,INTEGER,False,0
qr_evaluation,pin_locked_until,TIMESTAMP,True,
qr_evaluation,consent_disclosure_id,UUID,False,
qr_evaluation,pre_disclaimer_id,UUID,False,
qr_evaluation,result_disclaimer_id,UUID,False,
qr_evaluation,pdf_disclaimer_id,UUID,False,
qr_evaluation,consent_accepted_at,TIMESTAMP,True,
qr_evaluation,runtime_scope_version,VARCHAR(64),False,'questionnaire_runtime_v1'::character varying
qr_evaluation,model_runtime_bundle,VARCHAR(120),False,'qr_runtime_bundle_v1'::character varying
qr_evaluation,processing_attempts,INTEGER,False,0
qr_evaluation,processing_error,TEXT,True,
qr_evaluation,processing_started_at,TIMESTAMP,True,
qr_evaluation,processing_finished_at,TIMESTAMP,True,
qr_evaluation,is_waiting_live_result,BOOLEAN,False,true
qr_evaluation,last_presence_heartbeat_at,TIMESTAMP,True,
qr_evaluation,notify_if_user_offline,BOOLEAN,False,true
qr_evaluation,retention_until,TIMESTAMP,False,
qr_evaluation,created_at,TIMESTAMP,False,now()
qr_evaluation,updated_at,TIMESTAMP,False,now()
qr_evaluation_response,id,UUID,False,
qr_evaluation_response,evaluation_id,UUID,False,
qr_evaluation_response,question_id,UUID,False,
qr_evaluation_response,section_id,UUID,False,
qr_evaluation_response,answer_raw,JSON,False,
qr_evaluation_response,answer_normalized,TEXT,False,
qr_evaluation_response,answered_at,TIMESTAMP,False,now()
qr_evaluation_response,updated_at,TIMESTAMP,False,now()
qr_export_log,id,UUID,False,
qr_export_log,evaluation_id,UUID,False,
qr_export_log,requested_by_user_id,UUID,False,
qr_export_log,export_mode,VARCHAR(40),False,
qr_export_log,export_format,VARCHAR(40),False,'json'::character varying
qr_export_log,created_at,TIMESTAMP,False,now()
qr_notification,id,UUID,False,
qr_notification,user_id,UUID,False,
qr_notification,evaluation_id,UUID,False,
qr_notification,notification_type,VARCHAR(60),False,
qr_notification,title,VARCHAR(255),False,
qr_notification,body,TEXT,False,
qr_notification,payload_json,JSON,True,
qr_notification,is_read,BOOLEAN,False,false
qr_notification,read_at,TIMESTAMP,True,
qr_notification,expires_at,TIMESTAMP,True,
qr_notification,created_at,TIMESTAMP,False,now()
qr_notification,updated_at,TIMESTAMP,False,now()
qr_processing_job,id,UUID,False,
qr_processing_job,evaluation_id,UUID,False,
qr_processing_job,status,VARCHAR(40),False,'queued'::character varying
qr_processing_job,attempt_count,INTEGER,False,0
qr_processing_job,last_error,TEXT,True,
qr_processing_job,enqueued_at,TIMESTAMP,False,now()
qr_processing_job,started_at,TIMESTAMP,True,
qr_processing_job,finished_at,TIMESTAMP,True,
qr_processing_job,updated_at,TIMESTAMP,False,now()
qr_question,id,UUID,False,
qr_question,section_id,UUID,False,
qr_question,key,VARCHAR(150),False,
qr_question,feature_key,VARCHAR(150),False,
qr_question,domain,VARCHAR(40),False,'general'::character varying
qr_question,prompt,TEXT,False,
qr_question,help_text,TEXT,True,
qr_question,response_type,VARCHAR(40),False,
qr_question,requiredness,VARCHAR(20),False,'required'::character varying
qr_question,position,INTEGER,False,
qr_question,min_value,DOUBLE PRECISION,True,
qr_question,max_value,DOUBLE PRECISION,True,
qr_question,step_value,DOUBLE PRECISION,True,
qr_question,allowed_values,JSON,True,
qr_question,visibility_rule,JSON,True,
qr_question,is_active,BOOLEAN,False,true
qr_question,created_at,TIMESTAMP,False,now()
qr_question,updated_at,TIMESTAMP,False,now()
qr_question_option,id,UUID,False,
qr_question_option,question_id,UUID,False,
qr_question_option,option_value,VARCHAR(120),False,
qr_question_option,option_label,VARCHAR(255),False,
qr_question_option,position,INTEGER,False,1
qr_question_option,created_at,TIMESTAMP,False,now()
qr_question_option,updated_at,TIMESTAMP,False,now()
qr_questionnaire_section,id,UUID,False,
qr_questionnaire_section,questionnaire_version_id,UUID,False,
qr_questionnaire_section,key,VARCHAR(120),False,
qr_questionnaire_section,title,VARCHAR(255),False,
qr_questionnaire_section,description,TEXT,True,
qr_questionnaire_section,position,INTEGER,False,
qr_questionnaire_section,is_required,BOOLEAN,False,true
qr_questionnaire_section,created_at,TIMESTAMP,False,now()
qr_questionnaire_section,updated_at,TIMESTAMP,False,now()
qr_questionnaire_template,id,UUID,False,
qr_questionnaire_template,slug,VARCHAR(120),False,
qr_questionnaire_template,name,VARCHAR(255),False,
qr_questionnaire_template,description,TEXT,True,
qr_questionnaire_template,is_active,BOOLEAN,False,true
qr_questionnaire_template,created_by_user_id,UUID,True,
qr_questionnaire_template,created_at,TIMESTAMP,False,now()
qr_questionnaire_template,updated_at,TIMESTAMP,False,now()
qr_questionnaire_version,id,UUID,False,
qr_questionnaire_version,template_id,UUID,False,
qr_questionnaire_version,version_label,VARCHAR(64),False,
qr_questionnaire_version,changelog,TEXT,True,
qr_questionnaire_version,status,VARCHAR(32),False,'draft'::character varying
qr_questionnaire_version,is_published,BOOLEAN,False,false
qr_questionnaire_version,published_at,TIMESTAMP,True,
qr_questionnaire_version,created_by_user_id,UUID,True,
qr_questionnaire_version,created_at,TIMESTAMP,False,now()
qr_questionnaire_version,updated_at,TIMESTAMP,False,now()
question,id,UUID,False,gen_random_uuid()
question,questionnaire_id,UUID,False,
question,code,TEXT,False,
question,text,TEXT,False,
question,response_type,TEXT,False,
question,disorder_id,UUID,True,
question,position,INTEGER,True,
question,created_at,TIMESTAMP,True,now()
question,updated_at,TIMESTAMP,True,now()
question,response_min,NUMERIC,True,
question,response_max,NUMERIC,True,
question,response_step,NUMERIC,True,
question,response_options,JSON,True,
question_disorder,question_id,UUID,False,
question_disorder,disorder_id,UUID,False,
question_disorder,created_at,TIMESTAMP,False,now()
questionnaire_access_grants,id,UUID,False,
questionnaire_access_grants,session_id,UUID,False,
questionnaire_access_grants,owner_user_id,UUID,False,
questionnaire_access_grants,grantee_user_id,UUID,False,
questionnaire_access_grants,grant_type,VARCHAR(40),False,'manual'::character varying
questionnaire_access_grants,can_view,BOOLEAN,False,true
questionnaire_access_grants,can_tag,BOOLEAN,False,true
questionnaire_access_grants,can_download_pdf,BOOLEAN,False,true
questionnaire_access_grants,expires_at,TIMESTAMP,True,
questionnaire_access_grants,revoked_at,TIMESTAMP,True,
questionnaire_access_grants,created_at,TIMESTAMP,False,now()
questionnaire_access_grants,updated_at,TIMESTAMP,False,now()
questionnaire_audit_events,id,UUID,False,
questionnaire_audit_events,session_id,UUID,True,
questionnaire_audit_events,actor_user_id,UUID,True,
questionnaire_audit_events,event_type,VARCHAR(120),False,
questionnaire_audit_events,payload_json,JSON,True,
questionnaire_audit_events,created_at,TIMESTAMP,False,now()
questionnaire_definitions,id,UUID,False,
questionnaire_definitions,slug,VARCHAR(128),False,
questionnaire_definitions,name,VARCHAR(255),False,
questionnaire_definitions,description,TEXT,True,
questionnaire_definitions,created_by_user_id,UUID,True,
questionnaire_definitions,is_active,BOOLEAN,False,true
questionnaire_definitions,created_at,TIMESTAMP,False,now()
questionnaire_definitions,updated_at,TIMESTAMP,False,now()
questionnaire_internal_inputs,id,UUID,False,
questionnaire_internal_inputs,version_id,UUID,False,
questionnaire_internal_inputs,feature_key,VARCHAR(160),False,
questionnaire_internal_inputs,source_question_id,UUID,True,
questionnaire_internal_inputs,derived_from_features,JSON,True,
questionnaire_internal_inputs,internal_scoring_formula_summary,TEXT,True,
questionnaire_internal_inputs,storage_type,VARCHAR(64),False,'numeric'::character varying
questionnaire_internal_inputs,is_required,BOOLEAN,False,true
questionnaire_internal_inputs,requires_internal_scoring,BOOLEAN,False,false
questionnaire_internal_inputs,notes,TEXT,True,
questionnaire_internal_inputs,created_at,TIMESTAMP,False,now()
questionnaire_internal_inputs,updated_at,TIMESTAMP,False,now()
questionnaire_question_modes,id,UUID,False,
questionnaire_question_modes,question_id,UUID,False,
questionnaire_question_modes,mode_key,VARCHAR(64),False,
questionnaire_question_modes,role,VARCHAR(40),False,
questionnaire_question_modes,delivery_mode,VARCHAR(40),False,
questionnaire_question_modes,is_included,BOOLEAN,False,true
questionnaire_question_modes,priority_rank,DOUBLE PRECISION,True,
questionnaire_question_modes,priority_bucket,VARCHAR(40),True,
questionnaire_question_modes,created_at,TIMESTAMP,False,now()
questionnaire_question_modes,updated_at,TIMESTAMP,False,now()
questionnaire_questions,id,UUID,False,
questionnaire_questions,version_id,UUID,False,
questionnaire_questions,section_id,UUID,True,
questionnaire_questions,question_code,VARCHAR(120),False,
questionnaire_questions,feature_key,VARCHAR(160),False,
questionnaire_questions,canonical_question_code,VARCHAR(120),True,
questionnaire_questions,question_text_primary,TEXT,True,
questionnaire_questions,caregiver_question,TEXT,True,
questionnaire_questions,psychologist_question,TEXT,True,
questionnaire_questions,help_text,TEXT,True,
questionnaire_questions,layer,VARCHAR(80),True,
questionnaire_questions,domain,VARCHAR(80),False,'general'::character varying
questionnaire_questions,domains_final,VARCHAR(255),True,
questionnaire_questions,module,VARCHAR(120),True,
questionnaire_questions,criterion_ref,VARCHAR(120),True,
questionnaire_questions,instrument_or_source,VARCHAR(255),True,
questionnaire_questions,feature_type,VARCHAR(120),True,
questionnaire_questions,feature_role,VARCHAR(120),True,
questionnaire_questions,respondent_expected,VARCHAR(120),True,
questionnaire_questions,administered_by,VARCHAR(120),True,
questionnaire_questions,response_type,VARCHAR(64),False,
questionnaire_questions,scale_id,VARCHAR(120),True,
questionnaire_questions,response_options_json,JSON,True,
questionnaire_questions,min_value,DOUBLE PRECISION,True,
questionnaire_questions,max_value,DOUBLE PRECISION,True,
questionnaire_questions,unit,VARCHAR(80),True,
questionnaire_questions,visible_question,BOOLEAN,False,true
questionnaire_questions,generated_input,BOOLEAN,False,false
questionnaire_questions,is_internal_input,BOOLEAN,False,false
questionnaire_questions,is_transparent_derived,BOOLEAN,False,false
questionnaire_questions,requires_internal_scoring,BOOLEAN,False,false
questionnaire_questions,requires_exact_item_wording,BOOLEAN,False,false
questionnaire_questions,requires_clinician_administration,BOOLEAN,False,false
questionnaire_questions,requires_child_self_report,BOOLEAN,False,false
questionnaire_questions,display_order,INTEGER,False,0
questionnaire_questions,question_audit_status,VARCHAR(80),True,
questionnaire_questions,created_at,TIMESTAMP,False,now()
questionnaire_questions,updated_at,TIMESTAMP,False,now()
questionnaire_repeat_mapping,id,UUID,False,
questionnaire_repeat_mapping,version_id,UUID,False,
questionnaire_repeat_mapping,repeated_question_id,UUID,False,
questionnaire_repeat_mapping,canonical_question_id,UUID,False,
questionnaire_repeat_mapping,reuse_answer,BOOLEAN,False,true
questionnaire_repeat_mapping,mapping_notes,TEXT,True,
questionnaire_repeat_mapping,created_at,TIMESTAMP,False,now()
questionnaire_repeat_mapping,updated_at,TIMESTAMP,False,now()
questionnaire_scale_options,id,UUID,False,
questionnaire_scale_options,scale_ref_id,UUID,False,
questionnaire_scale_options,option_value,VARCHAR(120),False,
questionnaire_scale_options,option_label,VARCHAR(255),False,
questionnaire_scale_options,position,INTEGER,False,1
questionnaire_scale_options,created_at,TIMESTAMP,False,now()
questionnaire_scale_options,updated_at,TIMESTAMP,False,now()
questionnaire_scales,id,UUID,False,
questionnaire_scales,version_id,UUID,False,
questionnaire_scales,scale_id,VARCHAR(120),False,
questionnaire_scales,scale_name,VARCHAR(255),False,
questionnaire_scales,response_type,VARCHAR(64),False,
