domain,role,mode,active_model_id,model_family,feature_set_id,threshold,n_features,feature_columns_sha16,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,final_class,final_operational_class,confidence_pct,confidence_band,guardrail_margin_min,near_guardrail_flag,guardrail_violation_flag,weak_class_flag,overfit_or_gap_flag,secondary_anomaly_text_flag,feature_dominance_pending_audit,clone_pending_audit,missing_features_in_dataset,missing_features_in_inputs_master,input_compatibility_ok
anxiety,psychologist,psychologist_2_3,anxiety__psychologist_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,rf,same_inputs_v10,0.5394416137058918,60,2932c783d2a07ed3,0.8372093023255814,0.8372093023255814,0.964467005076142,0.9008381537008618,0.8372093023255814,0.97339452248849,0.89612205748892,0.1215485431123243,HOLD_FOR_LIMITATION,ACTIVE_LIMITED_USE,63.0,limited,0.006605477511509972,yes,no,yes,no,no,yes,yes,,,yes
anxiety,psychologist,psychologist_full,anxiety__psychologist_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,rf,same_inputs_v10,0.5279665721525749,151,d456c4440a062a3e,0.8676470588235294,0.686046511627907,0.9771573604060914,0.8316019360169992,0.7662337662337663,0.9554952189824106,0.8598799565788883,0.1582824747037536,HOLD_FOR_LIMITATION,ACTIVE_LIMITED_USE,63.0,limited,0.0028426395939086246,yes,no,yes,no,no,yes,yes,,,yes
conduct,caregiver,caregiver_1_3,conduct__caregiver_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,rf,same_inputs_v10,0.4899999999999999,20,9e6ee28afe8d5159,0.847457627118644,0.9375,0.915625,0.9265625,0.8902077151335311,0.9798046875,0.9551823306213616,0.0578663135437616,PRIMARY_WITH_CAVEAT,ACTIVE_MODERATE_CONFIDENCE,84.9,moderate,0.0001953124999999334,yes,no,no,no,yes,yes,yes,,,yes
conduct,caregiver,caregiver_2_3,conduct__caregiver_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,rf,same_inputs_v10,0.5199999999999999,49,4c8e6dd6a1c9236a,0.8097826086956522,0.93125,0.890625,0.9109375,0.8662790697674418,0.97701171875,0.9555356459496308,0.1324384607101465,HOLD_FOR_LIMITATION,ACTIVE_LIMITED_USE,63.0,limited,0.0029882812499999467,yes,no,yes,no,no,yes,yes,,,yes
conduct,caregiver,caregiver_full,conduct__caregiver_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,rf,same_inputs_v10,0.5499999999999999,47,caaf86784ad195f2,0.838150289017341,0.90625,0.9125,0.909375,0.8708708708708709,0.975078125,0.9496409745851444,0.0639605496569439,PRIMARY_WITH_CAVEAT,ACTIVE_MODERATE_CONFIDENCE,84.9,moderate,0.0049218749999999645,yes,no,no,no,no,yes,yes,,,yes
conduct,psychologist,psychologist_1_3,conduct__psychologist_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,rf,same_inputs_v10,0.4599999999999999,27,264e325aaee3f505,0.8388888888888889,0.94375,0.909375,0.9265625,0.888235294117647,0.978828125,0.9555839908013486,0.0589950192283938,PRIMARY_WITH_CAVEAT,ACTIVE_MODERATE_CONFIDENCE,84.9,moderate,0.0011718749999999334,yes,no,no,no,yes,yes,yes,,,yes
conduct,psychologist,psychologist_2_3,conduct__psychologist_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,rf,same_inputs_v10,0.62,43,f3e27876b2980f43,0.8658536585365854,0.8875,0.93125,0.909375,0.8765432098765432,0.9762890625,0.9525368478760669,0.0634952314087904,PRIMARY_WITH_CAVEAT,ACTIVE_MODERATE_CONFIDENCE,84.9,moderate,0.0037109374999999556,yes,no,no,no,no,yes,yes,,,yes
conduct,psychologist,psychologist_full,conduct__psychologist_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,rf,same_inputs_v10,0.59,56,e3e1a20d11ed23ec,0.8606060606060606,0.8875,0.928125,0.9078125,0.8738461538461538,0.975546875,0.9514690061636442,0.0638266965070053,PRIMARY_WITH_CAVEAT,ACTIVE_MODERATE_CONFIDENCE,84.9,moderate,0.004453124999999947,yes,no,no,no,no,yes,yes,,,yes
depression,caregiver,caregiver_1_3,depression__caregiver_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,rf,same_inputs_v10,0.58,42,ed1a91562d05afa2,0.8111111111111111,0.8902439024390244,0.957286432160804,0.9237651672999142,0.8488372093023255,0.9775094987130776,0.8476576091976749,0.0563713172310038,PRIMARY_WITH_CAVEAT,ACTIVE_MODERATE_CONFIDENCE,83.7,moderate,0.0024905012869224086,yes,no,no,no,yes,yes,yes,,,yes
depression,caregiver,caregiver_2_3,depression__caregiver_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,rf,same_inputs_v10,0.58,69,179c318f1b2e3df4,0.7894736842105263,0.9146341463414634,0.949748743718593,0.9321914450300282,0.847457627118644,0.9769273195244514,0.8443997129407212,0.0590826149576861,PRIMARY_WITH_CAVEAT,ACTIVE_MODERATE_CONFIDENCE,84.9,moderate,0.0030726804755485393,yes,no,no,no,no,yes,yes,,,yes
depression,caregiver,caregiver_full,depression__caregiver_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,rf,same_inputs_v10,0.4699999999999999,27,cb87a347be9a3563,0.8089887640449438,0.8780487804878049,0.957286432160804,0.9176676063243044,0.8421052631578947,0.9747824488295134,0.8627960639110135,0.0415852128828982,PRIMARY_WITH_CAVEAT,ACTIVE_MODERATE_CONFIDENCE,84.9,moderate,0.005217551170486612,yes,no,no,no,no,yes,yes,,,yes
depression,psychologist,psychologist_1_3,depression__psychologist_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,rf,same_inputs_v10,0.5499999999999999,11,3d700b9334ccac75,0.8131868131868132,0.902439024390244,0.957286432160804,0.929862728275524,0.8554913294797688,0.9770498835641622,0.864188384932249,0.0506447365643547,PRIMARY_WITH_CAVEAT,ACTIVE_MODERATE_CONFIDENCE,84.3,moderate,0.0029501164358377574,yes,no,no,no,yes,yes,yes,,,yes
depression,psychologist,psychologist_2_3,depression__psychologist_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,rf,same_inputs_v10,0.57,83,72fafc904cd18662,0.8222222222222222,0.902439024390244,0.9597989949748744,0.9311190096825592,0.8604651162790697,0.9774788577031498,0.8457591170679615,0.0546991970517486,PRIMARY_WITH_CAVEAT,ACTIVE_MODERATE_CONFIDENCE,84.9,moderate,0.0025211422968501873,yes,no,no,no,no,yes,yes,,,yes
depression,psychologist,psychologist_full,depression__psychologist_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,rf,same_inputs_v10,0.3627106869338548,150,fef642e451c69b39,0.7849462365591398,0.8902439024390244,0.949748743718593,0.9199963230788086,0.8342857142857143,0.9717183478367446,0.8245791776503679,0.0487516434420852,PRIMARY_WITH_CAVEAT,ACTIVE_MODERATE_CONFIDENCE,84.8,moderate,0.008281652163255382,yes,no,no,no,no,yes,yes,,,yes
elimination,caregiver,caregiver_1_3,elimination__caregiver_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,rf,same_inputs_v10,0.72,4,db4010b62ef01523,0.7931034482758621,0.8846153846153846,0.97196261682243,0.9282890007189072,0.8363636363636363,0.9563039180445724,0.889206555569716,0.0758135121059582,REJECT_AS_PRIMARY,ACTIVE_LIMITED_USE,63.0,limited,0.008037383177569968,yes,no,yes,no,yes,yes,yes,,,yes
elimination,caregiver,caregiver_2_3,elimination__caregiver_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,rf,same_inputs_v10,0.58,7,7868a31e740836b7,0.7666666666666667,0.8846153846153846,0.9672897196261684,0.9259525521207764,0.8214285714285714,0.9508896477354422,0.8606195074052196,0.1324794453750367,HOLD_FOR_LIMITATION,ACTIVE_LIMITED_USE,63.0,limited,0.012710280373831595,no,no,yes,no,no,yes,yes,,,yes
elimination,caregiver,caregiver_full,elimination__caregiver_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,rf,same_inputs_v10,0.62,9,1852e164b0d4c876,0.7352941176470589,0.9615384615384616,0.9579439252336448,0.9597411933860532,0.8333333333333334,0.9782755212077642,0.7453696641138292,0.0294874490095401,HOLD_FOR_LIMITATION,ACTIVE_LIMITED_USE,63.0,limited,0.0017244787922358062,yes,no,yes,no,yes,yes,yes,,,yes
elimination,psychologist,psychologist_1_3,elimination__psychologist_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,rf,same_inputs_v10,0.7629906025428413,5,65aa9d102bf793da,0.7272727272727273,0.9230769230769232,0.9579439252336448,0.940510424155284,0.8135593220338984,0.9791292235801582,0.7475775360417276,0.0310894869692797,HOLD_FOR_LIMITATION,ACTIVE_LIMITED_USE,63.0,limited,0.00087077641984179,yes,no,yes,no,yes,yes,yes,,,yes
elimination,psychologist,psychologist_2_3,elimination__psychologist_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,rf,same_inputs_v10,0.8799999999999999,9,3f5d10e7240c3057,0.7538461538461538,0.9423076923076924,0.9626168224299064,0.9524622573687994,0.8376068376068376,0.9776464773544212,0.6970361089101744,0.0362578171802471,PRIMARY_WITH_CAVEAT,ACTIVE_MODERATE_CONFIDENCE,84.9,moderate,0.002353522645578754,yes,no,no,no,no,yes,yes,,,yes
elimination,psychologist,psychologist_full,elimination__psychologist_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,rf,same_inputs_v10,0.6799999999999999,12,4e6269d2d2ac568d,0.746268656716418,0.9615384615384616,0.9602803738317756,0.9609094176851186,0.8403361344537815,0.9795111430625448,0.7669546564992382,0.0295704570992494,PRIMARY_WITH_CAVEAT,ACTIVE_MODERATE_CONFIDENCE,84.8,moderate,0.000488856937455151,yes,no,no,no,yes,yes,yes,,,yes
