mode,route,variant,domain,feature,optional_self_report,mapping_layer
caregiver,B,intermediate_mapping,conduct,sdq_conduct_problems,no,yes
caregiver,B,intermediate_mapping,conduct,sdq_emotional_symptoms,no,yes
caregiver,B,intermediate_mapping,conduct,sdq_hyperactivity_inattention,no,yes
caregiver,B,intermediate_mapping,conduct,sdq_impact,no,yes
caregiver,B,intermediate_mapping,conduct,sdq_total_difficulties,no,yes
caregiver,B,intermediate_mapping,elimination,age_years,no,yes
caregiver,B,intermediate_mapping,elimination,sex_assigned_at_birth,no,yes
caregiver,B,intermediate_mapping,elimination,site,no,yes
caregiver,B,intermediate_mapping,elimination,release,no,yes
caregiver,B,intermediate_mapping,elimination,has_cbcl,no,yes
caregiver,B,intermediate_mapping,elimination,cbcl_aggressive_behavior_proxy,no,yes
caregiver,B,intermediate_mapping,elimination,cbcl_anxious_depressed_proxy,no,yes
caregiver,B,intermediate_mapping,elimination,cbcl_attention_problems_proxy,no,yes
caregiver,B,intermediate_mapping,elimination,cbcl_externalizing_proxy,no,yes
caregiver,B,intermediate_mapping,elimination,cbcl_internalizing_proxy,no,yes
caregiver,B,intermediate_mapping,elimination,cbcl_rule_breaking_proxy,no,yes
caregiver,B,intermediate_mapping,elimination,has_sdq,no,yes
caregiver,B,intermediate_mapping,elimination,sdq_conduct_problems,no,yes
caregiver,B,intermediate_mapping,elimination,sdq_emotional_symptoms,no,yes
caregiver,B,intermediate_mapping,elimination,sdq_hyperactivity_inattention,no,yes
caregiver,B,intermediate_mapping,elimination,sdq_impact,no,yes
caregiver,B,intermediate_mapping,elimination,sdq_total_difficulties,no,yes
caregiver,B,intermediate_mapping,anxiety,age_years,no,yes
caregiver,B,intermediate_mapping,anxiety,sex_assigned_at_birth,no,yes
caregiver,B,intermediate_mapping,anxiety,site,no,yes
caregiver,B,intermediate_mapping,anxiety,release,no,yes
caregiver,B,intermediate_mapping,anxiety,has_scared_p,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_01,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_02,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_03,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_04,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_05,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_06,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_07,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_08,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_09,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_10,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_11,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_12,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_13,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_14,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_15,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_16,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_17,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_18,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_19,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_20,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_21,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_22,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_23,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_24,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_25,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_26,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_27,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_28,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_29,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_30,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_31,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_32,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_33,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_34,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_35,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_36,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_37,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_38,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_39,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_40,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_41,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_generalized_anxiety,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_panic_somatic,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_possible_anxiety_disorder_cut25,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_school_avoidance,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_separation_anxiety,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_social_anxiety,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_p_total,no,yes
caregiver,B,intermediate_mapping,anxiety,has_scared_sr,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_01,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_02,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_03,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_04,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_05,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_06,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_07,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_08,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_09,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_10,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_11,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_12,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_13,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_14,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_15,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_16,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_17,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_18,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_19,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_20,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_21,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_22,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_23,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_24,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_25,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_26,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_27,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_28,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_29,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_30,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_31,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_32,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_33,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_34,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_35,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_36,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_37,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_38,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_39,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_40,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_41,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_generalized_anxiety,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_panic_somatic,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_possible_anxiety_disorder_cut25,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_school_avoidance,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_separation_anxiety,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_social_anxiety,no,yes
caregiver,B,intermediate_mapping,anxiety,scared_sr_total,no,yes
caregiver,B,intermediate_mapping,anxiety,has_cbcl,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_001,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_002,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_003,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_004,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_005,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_006,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_007,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_008,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_009,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_010,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_011,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_012,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_013,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_014,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_015,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_016,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_017,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_018,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_019,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_020,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_021,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_022,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_023,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_024,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_025,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_026,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_027,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_028,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_029,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_030,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_031,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_032,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_033,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_034,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_035,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_036,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_037,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_038,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_039,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_040,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_041,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_042,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_043,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_044,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_045,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_046,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_047,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_048,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_049,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_050,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_051,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_052,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_053,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_054,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_055,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_056,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_057,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_058,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_059,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_060,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_061,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_062,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_063,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_064,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_065,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_066,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_067,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_068,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_069,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_070,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_071,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_072,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_073,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_074,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_075,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_076,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_077,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_078,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_079,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_080,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_081,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_082,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_083,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_084,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_085,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_086,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_087,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_088,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_089,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_090,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_091,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_092,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_093,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_094,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_095,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_096,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_097,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_098,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_099,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_100,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_101,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_102,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_103,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_104,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_105,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_106,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_107,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_108,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_109,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_110,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_111,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_112,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_113,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_114,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_115,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_116,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_117,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_118,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_aggressive_behavior_proxy,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_anxious_depressed_proxy,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_attention_problems_proxy,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_externalizing_proxy,no,yes
caregiver,B,intermediate_mapping,anxiety,cbcl_internalizing_proxy,no,yes
