candidate_id,domain,mode,ablation_case,impacted_features,holdout_precision,holdout_recall,holdout_specificity,holdout_balanced_accuracy,holdout_f1,holdout_roc_auc,holdout_pr_auc,holdout_brier,delta_precision_vs_baseline,delta_recall_vs_baseline,delta_balanced_accuracy_vs_baseline,delta_pr_auc_vs_baseline,delta_brier_vs_baseline
adhd__psychologist_2_3,adhd,psychologist_2_3,permute_sdq_total_difficulties,sdq_total_difficulties,0.7757009345794392,0.8829787234042553,0.9378238341968912,0.9104012788005733,0.8258706467661692,0.9493991842134275,0.7867870283393172,0.05664869981414046,0.0009261598046644837,-0.03191489361702127,-0.014662110020945862,0.01745776997910453,0.0016834782173342916
adhd__psychologist_full,adhd,psychologist_full,drop_cleanbase_features,age_years|ari_p_symptom_total|ari_sr_symptom_total|icut_total|mfq_p_total|scared_p_generalized_anxiety|scared_p_panic_somatic|scared_p_school_avoidance|scared_p_separation_anxiety|scared_p_social_anxiety|scared_sr_panic_somatic|scared_sr_school_avoidance|sdq_emotional_symptoms|sdq_impact|sdq_prosocial_behavior|sdq_total_difficulties|sex_assigned_at_birth|social_anxiety_almost_always_triggered|social_anxiety_avoid_or_endure_intense|social_anxiety_fear_being_observed|social_anxiety_fear_interactions|social_anxiety_fear_negative_evaluation|swan_inattention_total,0.9578947368421052,0.9680851063829787,0.9896373056994818,0.9788612060412303,0.9629629629629629,0.9802943446147061,0.9443177731763461,0.01624787598949073,0.009978070175438614,0.0,0.0012953367875647714,-0.0007885685418617117,0.0007891717899424951
adhd__psychologist_full,adhd,psychologist_full,drop_dsm5_features,adhd_context_count|adhd_context_other|adhd_hyperimpulsive_symptom_count|adhd_hypimp_01_fidgets|adhd_hypimp_02_leaves_seat|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_06_talks_excessively|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_hypimp_09_interrupts_intrudes|adhd_impairment_home|adhd_impairment_max|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|adhd_inatt_09_forgetful_daily_activities|adhd_inattention_symptom_count|adhd_not_better_explained_other_mental|adhd_onset_before_12|agor_almost_always_triggered|agor_avoid_or_need_companion|agor_duration_months|agor_fear_04_crowds_queues|agor_fear_05_outside_home_alone|agor_impairment|agor_situation_count|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_15_truancy_before_13|conduct_deceit_theft_count|conduct_destruction_count|conduct_impairment_global|conduct_lpe_count|conduct_recent_6m_count|conduct_serious_rule_violation_count|dmdd_context_count|dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week|dmdd_outbursts_severity|gad_assoc_04_irritability|gad_assoc_05_muscle_tension|gad_assoc_symptom_count|gad_duration_months|gad_impairment|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|mdd_09_death_or_suicidal_thoughts|mdd_duration_weeks|mdd_impairment|mdd_symptom_count|pdd_01_appetite_change|pdd_02_sleep_change|pdd_03_low_energy|pdd_04_low_self_esteem|pdd_05_concentration_difficulty|pdd_06_hopelessness|pdd_depressed_or_irritable_mood|pdd_duration_months_child|pdd_impairment|pdd_symptom_count|sep_anx_04_refuses_leaving_home_school|sep_anx_05_fear_being_alone_without_attachment|sep_anx_07_separation_nightmares|sep_anx_08_physical_complaints_on_separation|sep_anx_duration_weeks|sep_anx_symptom_count|social_anxiety_duration_months|social_anxiety_impairment,0.0,0.0,1.0,0.5,0.0,0.5,0.19583333333333333,0.19583294166766665,-0.9479166666666666,-0.9680851063829787,-0.4775658692536655,-0.7492730083848745,0.18037423746811843
adhd__psychologist_full,adhd,psychologist_full,drop_top1,adhd_inattention_symptom_count,0.948051948051948,0.776595744680851,0.9896373056994818,0.8831165251901665,0.8538011695906432,0.8838193142983133,0.7927031483945953,0.05422515626020283,0.000135281385281405,-0.19148936170212771,-0.09444934406349903,-0.15240319332361252,0.03876645206065459
adhd__psychologist_full,adhd,psychologist_full,drop_top3,adhd_inattention_symptom_count|adhd_not_better_explained_other_mental|adhd_hyperimpulsive_symptom_count,0.0,0.0,1.0,0.5,0.0,0.5,0.19583333333333333,0.19583294166766665,-0.9479166666666666,-0.9680851063829787,-0.4775658692536655,-0.7492730083848745,0.18037423746811843
adhd__psychologist_full,adhd,psychologist_full,drop_top5,adhd_inattention_symptom_count|adhd_not_better_explained_other_mental|adhd_hyperimpulsive_symptom_count|adhd_onset_before_12|sdq_total_difficulties,0.0,0.0,1.0,0.5,0.0,0.5,0.19583333333333333,0.19583294166766665,-0.9479166666666666,-0.9680851063829787,-0.4775658692536655,-0.7492730083848745,0.18037423746811843
adhd__psychologist_full,adhd,psychologist_full,keep_top10_only,adhd_context_other|adhd_hypimp_01_fidgets|adhd_hypimp_02_leaves_seat|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_06_talks_excessively|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_hypimp_09_interrupts_intrudes|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|adhd_inatt_09_forgetful_daily_activities|age_years|agor_almost_always_triggered|agor_avoid_or_need_companion|agor_duration_months|agor_fear_04_crowds_queues|agor_fear_05_outside_home_alone|agor_impairment|agor_situation_count|ari_p_symptom_total|ari_sr_symptom_total|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_15_truancy_before_13|conduct_deceit_theft_count|conduct_destruction_count|conduct_impairment_global|conduct_lpe_count|conduct_serious_rule_violation_count|dmdd_context_count|dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week|dmdd_outbursts_severity|gad_assoc_04_irritability|gad_assoc_05_muscle_tension|gad_assoc_symptom_count|gad_duration_months|gad_impairment|icut_total|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|mdd_09_death_or_suicidal_thoughts|mdd_duration_weeks|mdd_impairment|mdd_symptom_count|mfq_p_total|pdd_01_appetite_change|pdd_02_sleep_change|pdd_03_low_energy|pdd_04_low_self_esteem|pdd_05_concentration_difficulty|pdd_06_hopelessness|pdd_depressed_or_irritable_mood|pdd_duration_months_child|pdd_impairment|pdd_symptom_count|scared_p_generalized_anxiety|scared_p_panic_somatic|scared_p_school_avoidance|scared_p_separation_anxiety|scared_p_social_anxiety|scared_sr_panic_somatic|scared_sr_school_avoidance|sdq_emotional_symptoms|sdq_impact|sdq_prosocial_behavior|sep_anx_04_refuses_leaving_home_school|sep_anx_05_fear_being_alone_without_attachment|sep_anx_07_separation_nightmares|sep_anx_08_physical_complaints_on_separation|sep_anx_duration_weeks|sep_anx_symptom_count|sex_assigned_at_birth|social_anxiety_almost_always_triggered|social_anxiety_avoid_or_endure_intense|social_anxiety_duration_months|social_anxiety_fear_being_observed|social_anxiety_fear_interactions|social_anxiety_fear_negative_evaluation|social_anxiety_impairment,0.9659090909090909,0.9042553191489362,0.9922279792746114,0.9482416492117738,0.9340659340659341,0.9502673354646676,0.9097991562729272,0.024849827555854187,0.01799242424242431,-0.06382978723404253,-0.029324220041891724,-0.035307185445280664,0.009391123356305951
adhd__psychologist_full,adhd,psychologist_full,permute_adhd_hyperimpulsive_symptom_count,adhd_hyperimpulsive_symptom_count,0.9347826086956522,0.9148936170212766,0.9844559585492227,0.9496747877852496,0.9247311827956989,0.9526513063609303,0.8920039651149309,0.02346524185866529,-0.013134057971014412,-0.05319148936170215,-0.0278910814684159,-0.05310237660327699,0.008006537659117054
adhd__psychologist_full,adhd,psychologist_full,permute_adhd_inattention_symptom_count,adhd_inattention_symptom_count,0.8735632183908046,0.8085106382978723,0.9715025906735751,0.8900066144857237,0.8397790055248618,0.8935619005622314,0.781987132614472,0.057363991267562225,-0.07435344827586199,-0.15957446808510645,-0.0875592547679418,-0.1631192091037359,0.04190528706801399
adhd__psychologist_full,adhd,psychologist_full,permute_adhd_not_better_explained_other_mental,adhd_not_better_explained_other_mental,0.7821782178217822,0.8404255319148937,0.9430051813471503,0.891715356631022,0.8102564102564103,0.8927488700253556,0.6938422973280509,0.07253266135033082,-0.16573844884488442,-0.12765957446808507,-0.08585051262264354,-0.2512640443901569,0.05707395715078258
adhd__psychologist_full,adhd,psychologist_full,permute_adhd_onset_before_12,adhd_onset_before_12,0.8412698412698413,0.5638297872340425,0.9740932642487047,0.7689615257413736,0.6751592356687898,0.769843457171205,0.568468807512456,0.1030071578334957,-0.10664682539682535,-0.4042553191489362,-0.20860434351229196,-0.37663753420575186,0.08754845363394748
adhd__psychologist_full,adhd,psychologist_full,permute_sdq_total_difficulties,sdq_total_difficulties,0.9479166666666666,0.9680851063829787,0.9870466321243523,0.9775658692536655,0.9578947368421052,0.9808042112225773,0.9484950064561697,0.013957637861650277,0.0,0.0,0.0,0.003388664737961844,-0.0015010663378979584
anxiety__caregiver_2_3,anxiety,caregiver_2_3,drop_cleanbase_features,age_years|sex_assigned_at_birth|social_anxiety_almost_always_triggered|social_anxiety_avoid_or_endure_intense|social_anxiety_fear_being_observed|social_anxiety_fear_interactions|social_anxiety_fear_negative_evaluation|social_anxiety_fear_performance,0.8901098901098901,0.9418604651162791,0.9746192893401016,0.9582398772281904,0.9152542372881356,0.9747816078385079,0.9098653746981453,0.02482704887752009,-0.0011944577161968617,-0.011627906976744207,-0.005813953488372103,-0.019827128215848755,0.003224056425564576
anxiety__caregiver_2_3,anxiety,caregiver_2_3,drop_dsm5_features,adhd_hyperimpulsive_symptom_count|adhd_hypimp_01_fidgets|adhd_hypimp_02_leaves_seat|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_06_talks_excessively|adhd_hypimp_07_blurts_out|adhd_hypimp_09_interrupts_intrudes|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|adhd_inatt_09_forgetful_daily_activities|adhd_inattention_symptom_count|agor_avoid_or_need_companion|agor_duration_months|agor_escape_help_cognition|agor_fear_01_public_transport|agor_fear_02_open_spaces|agor_fear_03_enclosed_spaces|agor_impairment|conduct_aggression_count|conduct_recent_6m_count|conduct_symptom_count_12m|dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week|gad_assoc_01_restlessness|gad_assoc_02_fatigue|gad_assoc_03_concentration_difficulty|gad_assoc_04_irritability|gad_assoc_05_muscle_tension|gad_assoc_06_sleep_problems|gad_assoc_symptom_count|gad_difficulty_controlling_worry|gad_duration_months|gad_excessive_worry_multiple_areas|gad_impairment|mdd_01_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_04_sleep_change|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|mdd_08_concentration_or_decision_difficulty|mdd_09_death_or_suicidal_thoughts|mdd_core_symptom_met|mdd_duration_weeks|mdd_impairment|mdd_symptom_count|pdd_duration_months_child|sep_anx_01_distress_on_separation|sep_anx_02_worry_losing_attachment_figures|sep_anx_03_worry_event_causing_separation|sep_anx_04_refuses_leaving_home_school|sep_anx_05_fear_being_alone_without_attachment|sep_anx_06_refuses_sleep_away_or_alone|sep_anx_07_separation_nightmares|sep_anx_08_physical_complaints_on_separation|sep_anx_duration_weeks|sep_anx_impairment|sep_anx_symptom_count|social_anxiety_duration_months|social_anxiety_impairment,0.0,0.0,1.0,0.5,0.0,0.5,0.17916666666666667,0.1791663083343333,-0.8913043478260869,-0.9534883720930233,-0.4640538307165625,-0.7505258362473274,0.1575633158823778
anxiety__caregiver_2_3,anxiety,caregiver_2_3,drop_top1,sep_anx_symptom_count,0.9538461538461539,0.7209302325581395,0.9923857868020305,0.856658009680085,0.8211920529801324,0.9350283319560854,0.8702289712544722,0.05538015219214597,0.06254180602006698,-0.2325581395348838,-0.10739582103647749,-0.059463531659521895,0.03377715974019045
anxiety__caregiver_2_3,anxiety,caregiver_2_3,drop_top3,sep_anx_symptom_count|sep_anx_impairment|gad_assoc_symptom_count,1.0,0.45348837209302323,1.0,0.7267441860465116,0.624,0.9127316727659074,0.8351071722796257,0.08489644199286682,0.10869565217391308,-0.5,-0.2373096446700509,-0.09458533063436836,0.0632934495409113
anxiety__caregiver_2_3,anxiety,caregiver_2_3,drop_top5,sep_anx_symptom_count|sep_anx_impairment|gad_assoc_symptom_count|sep_anx_duration_weeks|gad_duration_months,1.0,0.4418604651162791,1.0,0.7209302325581395,0.6129032258064516,0.9014284027859758,0.8148954580412204,0.08930391641291986,0.10869565217391308,-0.5116279069767442,-0.243123598158423,-0.11479704487277365,0.06770092396096435
anxiety__caregiver_2_3,anxiety,caregiver_2_3,keep_top10_only,adhd_hyperimpulsive_symptom_count|adhd_hypimp_01_fidgets|adhd_hypimp_02_leaves_seat|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_06_talks_excessively|adhd_hypimp_07_blurts_out|adhd_hypimp_09_interrupts_intrudes|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|adhd_inatt_09_forgetful_daily_activities|adhd_inattention_symptom_count|agor_avoid_or_need_companion|agor_duration_months|agor_fear_01_public_transport|agor_fear_02_open_spaces|agor_fear_03_enclosed_spaces|agor_impairment|conduct_aggression_count|conduct_recent_6m_count|conduct_symptom_count_12m|dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week|gad_assoc_01_restlessness|gad_assoc_02_fatigue|gad_assoc_03_concentration_difficulty|gad_assoc_04_irritability|gad_assoc_05_muscle_tension|gad_assoc_06_sleep_problems|gad_difficulty_controlling_worry|gad_excessive_worry_multiple_areas|mdd_01_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_04_sleep_change|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|mdd_08_concentration_or_decision_difficulty|mdd_09_death_or_suicidal_thoughts|mdd_core_symptom_met|mdd_duration_weeks|mdd_impairment|pdd_duration_months_child|sep_anx_01_distress_on_separation|sep_anx_02_worry_losing_attachment_figures|sep_anx_03_worry_event_causing_separation|sep_anx_04_refuses_leaving_home_school|sep_anx_05_fear_being_alone_without_attachment|sep_anx_06_refuses_sleep_away_or_alone|sep_anx_07_separation_nightmares|sep_anx_08_physical_complaints_on_separation|sex_assigned_at_birth|social_anxiety_almost_always_triggered|social_anxiety_avoid_or_endure_intense|social_anxiety_duration_months|social_anxiety_fear_being_observed|social_anxiety_fear_interactions|social_anxiety_fear_performance|social_anxiety_impairment,0.9156626506024096,0.8837209302325582,0.9822335025380711,0.9329772163853146,0.8994082840236687,0.953503128320151,0.8887745512832179,0.03276027000483332,0.02435830277632267,-0.06976744186046513,-0.031076614331247865,-0.04091795163077616,0.01115727755287781
anxiety__caregiver_2_3,anxiety,caregiver_2_3,permute_gad_assoc_symptom_count,gad_assoc_symptom_count,0.9090909090909091,0.9302325581395349,0.9796954314720813,0.9549639948058081,0.9195402298850575,0.9941860465116279,0.9581164527348276,0.020303225614850852,0.017786561264822143,-0.023255813953488413,-0.009089835910754407,0.028423949820833516,-0.0012997668371046607
anxiety__caregiver_2_3,anxiety,caregiver_2_3,permute_gad_duration_months,gad_duration_months,0.8901098901098901,0.9418604651162791,0.9746192893401016,0.9582398772281904,0.9152542372881356,0.9874572069413292,0.9372234551000103,0.02207386454975204,-0.0011944577161968617,-0.011627906976744207,-0.005813953488372103,0.007530952186016182,0.00047087209779652847
anxiety__caregiver_2_3,anxiety,caregiver_2_3,permute_sep_anx_duration_weeks,sep_anx_duration_weeks,0.8901098901098901,0.9418604651162791,0.9746192893401016,0.9582398772281904,0.9152542372881356,0.9851109668280015,0.918325967003787,0.022822245382699644,-0.0011944577161968617,-0.011627906976744207,-0.005813953488372103,-0.011366535910207087,0.0012192529307441316
anxiety__caregiver_2_3,anxiety,caregiver_2_3,permute_sep_anx_impairment,sep_anx_impairment,0.8148148148148148,0.7674418604651163,0.9619289340101523,0.8646853972376343,0.7904191616766467,0.9288749852437728,0.7408602276750971,0.05986717076548649,-0.07648953301127215,-0.18604651162790697,-0.09936843347892821,-0.188832275238897,0.038264178313530975
anxiety__caregiver_2_3,anxiety,caregiver_2_3,permute_sep_anx_symptom_count,sep_anx_symptom_count,0.8227848101265823,0.7558139534883721,0.9644670050761421,0.8601404792822571,0.7878787878787878,0.9249645850548931,0.7819815553268803,0.06230665137540427,-0.06851953769950458,-0.19767441860465118,-0.10391335143430536,-0.14771094758711378,0.04070365892344875
