domain,role,mode,active_model_id,candidate_source,source_path,model_family,feature_set_id,config_id,calibration,threshold_policy,threshold,seed,n_features,metadata_path,metadata_available,contract_feature_count,feature_columns_exact_match,metric_comparable,guardrail_ok,rejection_reason,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,feature_list_pipe
anxiety,psychologist,psychologist_2_3,anxiety__psychologist_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,active_v12,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/data/hybrid_active_modes_freeze_v12/tables/hybrid_active_models_30_modes.csv,rf,same_inputs_v11,rf_v11_guardrail_very_random,none,f1_ba_conservative,0.5394416137058918,20270439,60,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/models/active_modes/anxiety__psychologist_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11/metadata.json,yes,60,yes,yes,yes,,0.8372093023255814,0.8372093023255814,0.964467005076142,0.9008381537008618,0.8372093023255814,0.97339452248849,0.89612205748892,0.1215485431123243,adhd_hypimp_01_fidgets|adhd_hypimp_02_leaves_seat|adhd_hypimp_05_driven_by_motor|adhd_hypimp_07_blurts_out|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|age_years|agor_avoid_or_need_companion|agor_duration_months|agor_escape_help_cognition|agor_fear_01_public_transport|agor_fear_02_open_spaces|agor_fear_03_enclosed_spaces|agor_fear_04_crowds_queues|agor_fear_05_outside_home_alone|agor_impairment|dmdd_duration_months|dmdd_outbursts_frequency_per_week|gad_assoc_01_restlessness|gad_assoc_02_fatigue|gad_assoc_03_concentration_difficulty|gad_assoc_04_irritability|gad_assoc_05_muscle_tension|gad_assoc_06_sleep_problems|gad_difficulty_controlling_worry|gad_duration_months|gad_excessive_worry_multiple_areas|gad_impairment|mdd_01_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_04_sleep_change|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|mdd_08_concentration_or_decision_difficulty|mdd_09_death_or_suicidal_thoughts|mdd_duration_weeks|mdd_impairment|pdd_depressed_or_irritable_mood|pdd_duration_months_child|sep_anx_01_distress_on_separation|sep_anx_02_worry_losing_attachment_figures|sep_anx_03_worry_event_causing_separation|sep_anx_04_refuses_leaving_home_school|sep_anx_05_fear_being_alone_without_attachment|sep_anx_06_refuses_sleep_away_or_alone|sep_anx_07_separation_nightmares|sep_anx_08_physical_complaints_on_separation|sep_anx_duration_weeks|sep_anx_impairment|social_anxiety_almost_always_triggered|social_anxiety_avoid_or_endure_intense|social_anxiety_duration_months|social_anxiety_fear_being_observed|social_anxiety_fear_interactions|social_anxiety_fear_negative_evaluation|social_anxiety_fear_performance|social_anxiety_impairment
anxiety,psychologist,psychologist_full,anxiety__psychologist_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,active_v11,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/data/hybrid_active_modes_freeze_v11/tables/hybrid_active_models_30_modes.csv,rf,same_inputs_v10,rf_guardrail_very_random,none,f1_ba_conservative,0.5279665721525749,20270439,151,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/models/active_modes/anxiety__psychologist_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10/metadata.json,yes,151,yes,yes,yes,,0.8676470588235294,0.686046511627907,0.9771573604060914,0.8316019360169992,0.7662337662337663,0.9554952189824106,0.8598799565788883,0.1582824747037536,sep_anx_impairment|sep_anx_duration_weeks|agor_escape_help_cognition|sep_anx_07_separation_nightmares|gad_difficulty_controlling_worry|social_anxiety_duration_months|gad_duration_months|agor_impairment|social_anxiety_almost_always_triggered|agor_avoid_or_need_companion|gad_excessive_worry_multiple_areas|sep_anx_04_refuses_leaving_home_school|social_anxiety_fear_negative_evaluation|gad_assoc_06_sleep_problems|sep_anx_08_physical_complaints_on_separation|sep_anx_02_worry_losing_attachment_figures|gad_assoc_01_restlessness|social_anxiety_fear_being_observed|sep_anx_05_fear_being_alone_without_attachment|sep_anx_03_worry_event_causing_separation|social_anxiety_avoid_or_endure_intense|sep_anx_01_distress_on_separation|gad_assoc_05_muscle_tension|sep_anx_06_refuses_sleep_away_or_alone|gad_impairment|gad_assoc_03_concentration_difficulty|social_anxiety_fear_interactions|gad_assoc_02_fatigue|social_anxiety_fear_performance|gad_assoc_04_irritability|social_anxiety_impairment|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_02_leaves_seat|adhd_hypimp_01_fidgets|adhd_hypimp_07_blurts_out|adhd_hypimp_04_cannot_play_quietly|agor_fear_05_outside_home_alone|adhd_hypimp_09_interrupts_intrudes|adhd_inatt_02_sustained_attention_difficulty|adhd_hypimp_05_driven_by_motor|adhd_hypimp_06_talks_excessively|adhd_inatt_01_attention_to_detail_errors|adhd_hypimp_08_difficulty_waiting_turn|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_03_seems_not_listening|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_05_organization_difficulty|agor_duration_months|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|adhd_inatt_09_forgetful_daily_activities|conduct_02_initiates_fights|conduct_01_bullies_threatens_intimidates|agor_fear_01_public_transport|conduct_03_weapon_use|agor_fear_03_enclosed_spaces|conduct_07_forced_sex|conduct_04_physical_cruelty_people|agor_fear_04_crowds_queues|conduct_05_physical_cruelty_animals|mdd_01_depressed_or_irritable_mood|conduct_06_steals_confronting_victim|mdd_08_concentration_or_decision_difficulty|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_08_fire_setting|agor_fear_02_open_spaces|agor_almost_always_triggered|conduct_12_steals_without_confrontation|conduct_11_lies_to_obtain_or_avoid|mdd_04_sleep_change|conduct_13_stays_out_at_night_before_13|conduct_15_truancy_before_13|mdd_03_weight_or_appetite_change|conduct_14_runs_away_overnight|dmdd_outbursts_frequency_per_week|mdd_02_loss_of_interest_or_pleasure|mdd_06_fatigue_or_low_energy|encopresis_event_frequency_per_month|dmdd_irritable_between_outbursts|mdd_09_death_or_suicidal_thoughts|mdd_05_psychomotor_change|enuresis_event_frequency_per_week|mdd_07_worthlessness_or_excessive_guilt|mdd_duration_weeks|adhd_impairment_home|age_years|mdd_impairment|pdd_duration_months_child|pdd_depressed_or_irritable_mood|dmdd_outbursts_severity|agor_not_better_explained|gad_not_better_explained|gad_not_due_substance_medical|sep_anx_not_better_explained|social_anxiety_not_better_explained|social_anxiety_not_due_substance_medical|pdd_03_low_energy|pdd_01_appetite_change|pdd_02_sleep_change|pdd_impairment|pdd_05_concentration_difficulty|pdd_06_hopelessness|pdd_04_low_self_esteem|social_anxiety_children_peer_only_flag|adhd_impairment_school|conduct_impairment_global|adhd_impairment_social|enuresis_distress_impairment|adhd_context_home|adhd_context_school|agor_not_excessive_due_medical|agor_disproportionate|dmdd_duration_months|encopresis_duration_months_consecutive|social_anxiety_disproportionate|enuresis_duration_months_consecutive|adhd_onset_before_12|dmdd_onset_before_10|adhd_context_other|dmdd_context_peers|dmdd_context_school|dmdd_context_home|adhd_not_better_explained_other_mental|adhd_not_psychosis_exclusive|enuresis_not_due_substance_medical|encopresis_not_due_substance_medical|dmdd_no_mania_hypomania|dmdd_not_better_explained|dmdd_no_substance_medical|mdd_no_mania_hypomania_history|pdd_no_mania_hypomania|mdd_not_due_substance_medical|mdd_not_psychotic_explained|pdd_no_substance_medical|conduct_onset_before_10|pdd_no_gap_gt_2_months|conduct_lpe_02_callous_lack_empathy|conduct_lpe_04_shallow_deficient_affect|conduct_lpe_01_lack_remorse_guilt|conduct_lpe_03_unconcerned_performance|encopresis_constipation_present|enuresis_diurnal|enuresis_nocturnal|encopresis_overflow_incontinence|dmdd_developmentally_inappropriate|enuresis_secondary_course|enuresis_primary_course|pdd_no_psychotic_explained|encopresis_visible_deposition_pattern|conduct_no_antisocial_personality_if_18plus
conduct,caregiver,caregiver_1_3,conduct__caregiver_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,active_v12,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/data/hybrid_active_modes_freeze_v12/tables/hybrid_active_models_30_modes.csv,rf,same_inputs_v11,rf_plus_deep_controlled,none,precision_recovery,0.5299999999999999,20270457,20,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/models/active_modes/conduct__caregiver_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11/metadata.json,yes,20,yes,yes,yes,,0.8698224852071006,0.91875,0.93125,0.925,0.8936170212765957,0.9793359375,0.9536935754253464,0.0554501956251495,adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|dmdd_irritable_between_outbursts
conduct,caregiver,caregiver_2_3,conduct__caregiver_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,active_v11,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/data/hybrid_active_modes_freeze_v11/tables/hybrid_active_models_30_modes.csv,rf,same_inputs_v10,rf_guardrail_very_random,none,recall_target_guard,0.5199999999999999,20270457,49,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/models/active_modes/conduct__caregiver_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10/metadata.json,yes,49,yes,yes,yes,,0.8097826086956522,0.93125,0.890625,0.9109375,0.8662790697674418,0.97701171875,0.9555356459496308,0.1324384607101465,adhd_context_home|adhd_hypimp_01_fidgets|adhd_hypimp_02_leaves_seat|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_06_talks_excessively|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_hypimp_09_interrupts_intrudes|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|adhd_inatt_09_forgetful_daily_activities|age_years|agor_duration_months|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|conduct_impairment_global|dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_09_death_or_suicidal_thoughts|mdd_duration_weeks|mdd_impairment|social_anxiety_duration_months
conduct,caregiver,caregiver_full,conduct__caregiver_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,active_v11,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/data/hybrid_active_modes_freeze_v11/tables/hybrid_active_models_30_modes.csv,rf,same_inputs_v10,rf_balanced_regularized,none,recall_target_guard,0.5499999999999999,20270421,47,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/models/active_modes/conduct__caregiver_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10/metadata.json,yes,47,yes,yes,yes,,0.838150289017341,0.90625,0.9125,0.909375,0.8708708708708709,0.975078125,0.9496409745851444,0.0639605496569439,adhd_hypimp_01_fidgets|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_06_talks_excessively|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_hypimp_09_interrupts_intrudes|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|adhd_inatt_09_forgetful_daily_activities|age_years|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week|dmdd_outbursts_severity|eng_adhd_context_spread|eng_adhd_core_mean|eng_anxiety_core_mean|eng_depression_core_mean|eng_elimination_intensity|eng_externalizing_index|eng_internalizing_index|eng_mood_discrepancy
conduct,psychologist,psychologist_1_3,conduct__psychologist_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,active_v12,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/data/hybrid_active_modes_freeze_v12/tables/hybrid_active_models_30_modes.csv,rf,same_inputs_v11,rf_v11_guardrail_randomized,none,precision_recovery,0.58,20270421,27,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/models/active_modes/conduct__psychologist_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11/metadata.json,yes,27,yes,yes,yes,,0.8881987577639752,0.89375,0.94375,0.91875,0.8909657320872274,0.97955078125,0.9555662571778356,0.0695163052283421,adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week
conduct,psychologist,psychologist_2_3,conduct__psychologist_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,active_v11,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/data/hybrid_active_modes_freeze_v11/tables/hybrid_active_models_30_modes.csv,rf,same_inputs_v10,rf_calibrated_regularized,none,f1_ba_conservative,0.62,20270421,43,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/models/active_modes/conduct__psychologist_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10/metadata.json,yes,43,yes,yes,yes,,0.8658536585365854,0.8875,0.93125,0.909375,0.8765432098765432,0.9762890625,0.9525368478760669,0.0634952314087904,adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_08_difficulty_waiting_turn|adhd_hypimp_09_interrupts_intrudes|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|adhd_inatt_09_forgetful_daily_activities|age_years|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week|eng_adhd_context_spread|eng_adhd_core_mean|eng_anxiety_core_mean|eng_depression_core_mean|eng_elimination_intensity|eng_externalizing_index|eng_internalizing_index|eng_mood_discrepancy
conduct,psychologist,psychologist_full,conduct__psychologist_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,active_v11,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/data/hybrid_active_modes_freeze_v11/tables/hybrid_active_models_30_modes.csv,rf,same_inputs_v10,rf_balanced_regularized,none,f1_ba_conservative,0.59,20270457,56,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/models/active_modes/conduct__psychologist_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10/metadata.json,yes,56,yes,yes,yes,,0.8606060606060606,0.8875,0.928125,0.9078125,0.8738461538461538,0.975546875,0.9514690061636442,0.0638266965070053,adhd_context_home|adhd_hypimp_01_fidgets|adhd_hypimp_02_leaves_seat|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_06_talks_excessively|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_hypimp_09_interrupts_intrudes|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|adhd_inatt_09_forgetful_daily_activities|age_years|agor_duration_months|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week|dmdd_outbursts_severity|eng_adhd_context_spread|eng_adhd_core_mean|eng_anxiety_core_mean|eng_depression_core_mean|eng_elimination_intensity|eng_externalizing_index|eng_internalizing_index|eng_mood_discrepancy|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_duration_weeks|mdd_impairment|pdd_05_concentration_difficulty
depression,caregiver,caregiver_1_3,depression__caregiver_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,active_v11,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/data/hybrid_active_modes_freeze_v11/tables/hybrid_active_models_30_modes.csv,rf,same_inputs_v10,rf_balanced_regularized,none,recall_target_guard,0.58,20270439,42,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/models/active_modes/depression__caregiver_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10/metadata.json,yes,42,yes,yes,yes,,0.8111111111111111,0.8902439024390244,0.957286432160804,0.9237651672999142,0.8488372093023255,0.9775094987130776,0.8476576091976749,0.0563713172310038,mdd_duration_weeks|mdd_impairment|mdd_01_depressed_or_irritable_mood|pdd_duration_months_child|pdd_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_09_death_or_suicidal_thoughts|mdd_05_psychomotor_change|mdd_08_concentration_or_decision_difficulty|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|dmdd_irritable_between_outbursts|mdd_04_sleep_change|dmdd_outbursts_frequency_per_week|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_02_leaves_seat|dmdd_duration_months|pdd_impairment|adhd_hypimp_01_fidgets|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_05_driven_by_motor|adhd_hypimp_09_interrupts_intrudes|adhd_hypimp_06_talks_excessively|adhd_inatt_01_attention_to_detail_errors|adhd_hypimp_07_blurts_out|conduct_02_initiates_fights|adhd_hypimp_08_difficulty_waiting_turn|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_03_seems_not_listening|adhd_inatt_02_sustained_attention_difficulty|conduct_11_lies_to_obtain_or_avoid|adhd_inatt_05_organization_difficulty|conduct_03_weapon_use|conduct_05_physical_cruelty_animals|conduct_09_property_destruction|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|conduct_01_bullies_threatens_intimidates|adhd_inatt_09_forgetful_daily_activities|conduct_04_physical_cruelty_people
depression,caregiver,caregiver_2_3,depression__caregiver_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,active_v11,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/data/hybrid_active_modes_freeze_v11/tables/hybrid_active_models_30_modes.csv,rf,same_inputs_v10,rf_calibrated_regularized,none,recall_target_guard,0.58,20270439,69,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/models/active_modes/depression__caregiver_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10/metadata.json,yes,69,yes,yes,yes,,0.7894736842105263,0.9146341463414634,0.949748743718593,0.9321914450300282,0.847457627118644,0.9769273195244514,0.8443997129407212,0.0590826149576861,mdd_duration_weeks|mdd_impairment|mdd_01_depressed_or_irritable_mood|pdd_duration_months_child|pdd_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_09_death_or_suicidal_thoughts|mdd_05_psychomotor_change|mdd_08_concentration_or_decision_difficulty|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|dmdd_irritable_between_outbursts|mdd_04_sleep_change|dmdd_outbursts_frequency_per_week|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_02_leaves_seat|dmdd_duration_months|pdd_impairment|adhd_hypimp_01_fidgets|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_05_driven_by_motor|adhd_hypimp_09_interrupts_intrudes|adhd_hypimp_06_talks_excessively|adhd_inatt_01_attention_to_detail_errors|adhd_hypimp_07_blurts_out|conduct_02_initiates_fights|adhd_hypimp_08_difficulty_waiting_turn|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_03_seems_not_listening|adhd_inatt_02_sustained_attention_difficulty|conduct_11_lies_to_obtain_or_avoid|adhd_inatt_05_organization_difficulty|conduct_03_weapon_use|conduct_05_physical_cruelty_animals|conduct_09_property_destruction|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|conduct_01_bullies_threatens_intimidates|adhd_inatt_09_forgetful_daily_activities|conduct_04_physical_cruelty_people|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_12_steals_without_confrontation|conduct_15_truancy_before_13|gad_difficulty_controlling_worry|conduct_14_runs_away_overnight|conduct_13_stays_out_at_night_before_13|conduct_10_breaks_into_house_building_car|encopresis_event_frequency_per_month|gad_excessive_worry_multiple_areas|enuresis_event_frequency_per_week|dmdd_outbursts_severity|sep_anx_02_worry_losing_attachment_figures|sep_anx_01_distress_on_separation|sep_anx_04_refuses_leaving_home_school|social_anxiety_fear_being_observed|pdd_05_concentration_difficulty|sep_anx_03_worry_event_causing_separation|sep_anx_08_physical_complaints_on_separation|sep_anx_05_fear_being_alone_without_attachment|sep_anx_06_refuses_sleep_away_or_alone|social_anxiety_fear_interactions|pdd_01_appetite_change|social_anxiety_almost_always_triggered|social_anxiety_avoid_or_endure_intense|social_anxiety_fear_negative_evaluation
depression,caregiver,caregiver_full,depression__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,active_v12,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/data/hybrid_active_modes_freeze_v12/tables/hybrid_active_models_30_modes.csv,rf,same_inputs_v11,rf_v11_calibrated_regularized,isotonic,pareto_f1_recall_precision,0.4699999999999999,20270457,27,C:/Users/andre/Documents/Workspace Academic/Backend Tesis/cognia_app_final_rf_plus_maximize/models/active_modes/depression__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11/metadata.json,yes,27,yes,yes,yes,,0.8089887640449438,0.8780487804878049,0.957286432160804,0.9176676063243044,0.8421052631578947,0.9747824488295134,0.8627960639110135,0.0415852128828982,mdd_duration_weeks|mdd_impairment|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_09_death_or_suicidal_thoughts|mdd_07_worthlessness_or_excessive_guilt|dmdd_irritable_between_outbursts|pdd_duration_months_child|mdd_06_fatigue_or_low_energy|dmdd_outbursts_frequency_per_week|mdd_05_psychomotor_change|mdd_08_concentration_or_decision_difficulty|pdd_depressed_or_irritable_mood|dmdd_duration_months|pdd_01_appetite_change|pdd_impairment|dmdd_outbursts_severity|dmdd_onset_before_10|pdd_05_concentration_difficulty|pdd_06_hopelessness|pdd_03_low_energy|pdd_02_sleep_change|pdd_04_low_self_esteem|dmdd_context_school|dmdd_context_home|dmdd_context_peers|pdd_no_gap_gt_2_months
