domain,mode,source_campaign,model_family,feature_set_id,calibration,threshold_policy,threshold,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,quality_label,overfit_gap_train_val_ba,final_class,role,final_operational_class,overfit_flag,generalization_flag,dataset_ease_flag,confidence_pct,confidence_band,operational_caveat,recommended_for_default_use,role_normalized,generalization_risk_flag,overfit_risk_flag,easy_dataset_flag,secondary_metric_anomaly_flag,secondary_metric_peak,secondary_metric_anomaly_reasons,secondary_anomaly_resolution,mode_fragility_flag,shortcut_risk_flag,calibration_concern_flag,legacy_final_class,normalized_final_class,classification_reason_code,classification_rationale,class_transition
conduct,caregiver_full,hybrid_final_aggressive_rescue_v6,extra_trees,dsm5_core_plus_context,none,balanced,0.1699999999999999,0.9937888198757764,1.0,0.996875,0.9984375,0.9968847352024922,1.0,1.0,0.004063457795468,aceptable,-0.002604698506553,PRIMARY_WITH_CAVEAT,caregiver,ACTIVE_LOW_CONFIDENCE,no,yes,no,67.1,low,calibration concern,no,guardian,no,no,no,yes,1.0,"roc_auc_gt_0_98,pr_auc_gt_0_98,specificity_gt_0_98,brier_very_low,suspicious_combo_secondary_plus_brier",por_confirmar,yes,no,no,PRIMARY_WITH_CAVEAT,PRIMARY_WITH_CAVEAT,useful_with_explicit_caveat,"metrics[ba=0.998,f1=0.997,p=0.994,r=1.000,brier=0.004]; secondary_metric_anomaly_flag; mode_fragility_flag; secondary_reasons=roc_auc_gt_0_98,pr_auc_gt_0_98,specificity_gt_0_98,brier_very_low,suspicious_combo_secondary_plus_brier; class=PRIMARY_WITH_CAVEAT",unchanged
conduct,psychologist_1_3,rebuild_v2,rf,compact_subset,sigmoid,recall_constrained,0.6449999999999999,0.9090909090909092,0.8125,0.959375,0.8859375,0.858085808580858,0.97728515625,0.9542627941351364,0.0585440516294588,aceptable,0.0691671665554384,PRIMARY_WITH_CAVEAT,psychologist,ACTIVE_LOW_CONFIDENCE,no,yes,no,64.1,low,mode fragility,no,psychologist,no,no,no,no,0.97728515625,none,not_required,yes,no,no,PRIMARY_WITH_CAVEAT,PRIMARY_WITH_CAVEAT,useful_with_explicit_caveat,"metrics[ba=0.886,f1=0.858,p=0.909,r=0.812,brier=0.059]; mode_fragility_flag; class=PRIMARY_WITH_CAVEAT",unchanged
conduct,psychologist_2_3,conduct_honest_retrain_v1,rf,engineered_compact_no_shortcuts_v1,isotonic,balanced,0.3799999999999999,0.8846153846153846,0.8625,0.94375,0.903125,0.8734177215189873,0.9715234375,0.9324443838258124,0.0598157660888244,bueno,0.0222821894232438,ROBUST_PRIMARY,psychologist,ACTIVE_MODERATE_CONFIDENCE,no,yes,no,77.2,moderate,none,yes,psychologist,no,no,no,no,0.9715234375,none,not_required,no,no,no,ROBUST_PRIMARY,ROBUST_PRIMARY,passes_robust_gate_without_blockers,"metrics[ba=0.903,f1=0.873,p=0.885,r=0.863,brier=0.060]; class=ROBUST_PRIMARY",unchanged
conduct,psychologist_full,hybrid_final_aggressive_rescue_v6,hgb,dsm5_core_plus_context,none,balanced,0.08,0.9937888198757764,1.0,0.996875,0.9984375,0.9968847352024922,0.99994140625,0.9998828094481228,0.0024097644020472,aceptable,-0.0041655725960432,PRIMARY_WITH_CAVEAT,psychologist,ACTIVE_MODERATE_CONFIDENCE,no,yes,no,72.4,moderate,none,yes,psychologist,no,no,no,yes,0.99994140625,"roc_auc_gt_0_98,pr_auc_gt_0_98,specificity_gt_0_98,brier_very_low,suspicious_combo_secondary_plus_brier",por_confirmar,no,no,no,PRIMARY_WITH_CAVEAT,PRIMARY_WITH_CAVEAT,robust_metrics_blocked_by_unresolved_secondary_anomaly,"metrics[ba=0.998,f1=0.997,p=0.994,r=1.000,brier=0.002]; secondary_metric_anomaly_flag; secondary_reasons=roc_auc_gt_0_98,pr_auc_gt_0_98,specificity_gt_0_98,brier_very_low,suspicious_combo_secondary_plus_brier; class=PRIMARY_WITH_CAVEAT",unchanged
depression,caregiver_1_3,rebuild_v2,rf,precision_oriented_subset,none,recall_constrained,0.5299999999999999,0.8059701492537313,0.6585365853658537,0.9673366834170856,0.8129366343914696,0.7248322147651006,0.958282264983454,0.764765007527117,0.0600670985657974,malo,0.0620135029967384,HOLD_FOR_LIMITATION,caregiver,ACTIVE_LIMITED_USE,no,yes,no,2.7,limited,overfit risk; generalization risk; mode fragility; calibration concern; low recall,no,guardian,no,no,no,no,0.9673366834170856,none,not_required,yes,no,yes,HOLD_FOR_LIMITATION,HOLD_FOR_LIMITATION,fails_minimum_gate_or_has_strong_risk,"metrics[ba=0.813,f1=0.725,p=0.806,r=0.659,brier=0.060]; mode_fragility_flag; calibration_concern_flag; class=HOLD_FOR_LIMITATION",unchanged
depression,caregiver_2_3,hybrid_final_decisive_rescue_v5,rf,precision_oriented_subset,none,balanced,0.4399999999999999,0.7789473684210526,0.902439024390244,0.9472361809045228,0.9248376026473832,0.8361581920903954,0.9791334722392452,0.9185052705693368,0.0439804889728679,malo,0.0258973744743971,HOLD_FOR_LIMITATION,caregiver,ACTIVE_LIMITED_USE,no,yes,no,48.4,limited,mode fragility; low precision,no,guardian,no,no,no,no,0.9791334722392452,none,not_required,yes,no,no,HOLD_FOR_LIMITATION,HOLD_FOR_LIMITATION,fails_minimum_gate_or_has_strong_risk,"metrics[ba=0.925,f1=0.836,p=0.779,r=0.902,brier=0.044]; mode_fragility_flag; class=HOLD_FOR_LIMITATION",unchanged
depression,caregiver_full,boosted_v3,catboost,full_eligible,none,default_0_5,0.5,0.8409090909090909,0.9487179487179488,0.965174129353234,0.9569460390355912,0.891566265060241,0.9909108304630694,0.9434742112852106,0.0293666393254193,bueno,0.0737222698860153,PRIMARY_WITH_CAVEAT,caregiver,ACTIVE_LIMITED_USE,no,yes,no,57.9,limited,secondary metric anomaly; stress sensitivity,no,guardian,no,no,no,yes,0.9909108304630694,"roc_auc_gt_0_98,suspicious_combo_secondary_plus_brier",por_confirmar,yes,no,no,PRIMARY_WITH_CAVEAT,HOLD_FOR_LIMITATION,fails_minimum_gate_or_has_strong_risk,"metrics[ba=0.957,f1=0.892,p=0.841,r=0.949,brier=0.029]; secondary_metric_anomaly_flag; mode_fragility_flag; secondary_reasons=roc_auc_gt_0_98,suspicious_combo_secondary_plus_brier; class=HOLD_FOR_LIMITATION",downgrade
depression,psychologist_1_3,rebuild_v2,rf,stability_pruned_subset,isotonic,default_0_5,0.5,0.7974683544303798,0.7682926829268293,0.9597989949748744,0.8640458389508519,0.782608695652174,0.9483852187768108,0.7681311253035743,0.0565304346753685,malo,0.0291976260524994,HOLD_FOR_LIMITATION,psychologist,ACTIVE_LIMITED_USE,no,yes,no,11.7,limited,overfit risk; generalization risk; mode fragility; low precision; stress sensitivity,no,psychologist,no,no,no,no,0.9597989949748744,none,not_required,yes,no,no,HOLD_FOR_LIMITATION,HOLD_FOR_LIMITATION,fails_minimum_gate_or_has_strong_risk,"metrics[ba=0.864,f1=0.783,p=0.797,r=0.768,brier=0.057]; mode_fragility_flag; class=HOLD_FOR_LIMITATION",unchanged
depression,psychologist_2_3,final_honest_improvement_v1,rf,compact_subset,none,balanced,0.3949999999999999,0.7872340425531915,0.902439024390244,0.949748743718593,0.9260938840544184,0.8409090909090909,0.9794092413285942,0.8675121016971403,0.0429005294006906,aceptable,0.0205875022628192,PRIMARY_WITH_CAVEAT,psychologist,ACTIVE_LOW_CONFIDENCE,no,yes,no,60.9,low,low precision,no,psychologist,no,no,no,no,0.9794092413285942,none,not_required,yes,no,no,PRIMARY_WITH_CAVEAT,PRIMARY_WITH_CAVEAT,useful_with_explicit_caveat,"metrics[ba=0.926,f1=0.841,p=0.787,r=0.902,brier=0.043]; mode_fragility_flag; class=PRIMARY_WITH_CAVEAT",unchanged
depression,psychologist_full,boosted_v3,hgb,full_eligible,sigmoid,balanced,0.4199999999999999,0.8690476190476191,0.935897435897436,0.972636815920398,0.9542671259089168,0.9012345679012346,0.9923140706722796,0.9533076719585644,0.0253330721238639,bueno,0.0686971442578747,PRIMARY_WITH_CAVEAT,psychologist,ACTIVE_LOW_CONFIDENCE,no,yes,no,68.2,low,secondary metric anomaly,no,psychologist,no,no,no,yes,0.9923140706722796,"roc_auc_gt_0_98,suspicious_combo_secondary_plus_brier",por_confirmar,yes,no,no,PRIMARY_WITH_CAVEAT,PRIMARY_WITH_CAVEAT,useful_with_explicit_caveat,"metrics[ba=0.954,f1=0.901,p=0.869,r=0.936,brier=0.025]; secondary_metric_anomaly_flag; mode_fragility_flag; secondary_reasons=roc_auc_gt_0_98,suspicious_combo_secondary_plus_brier; class=PRIMARY_WITH_CAVEAT",unchanged
elimination,caregiver_1_3,boosted_v3,extra_trees,boosted_eng_full,none,balanced,0.4399999999999999,0.8679245283018868,0.9019607843137256,0.9836829836829836,0.9428218839983546,0.8846153846153846,0.9967777320718496,0.9700376570280697,0.0204136197916666,bueno,0.049755585517795,PRIMARY_WITH_CAVEAT,caregiver,ACTIVE_LIMITED_USE,no,yes,no,54.8,limited,secondary metric anomaly; mode fragility,no,guardian,no,no,no,yes,0.9967777320718496,"roc_auc_gt_0_98,specificity_gt_0_98,suspicious_combo_secondary_plus_brier",por_confirmar,yes,no,no,PRIMARY_WITH_CAVEAT,HOLD_FOR_LIMITATION,fails_minimum_gate_or_has_strong_risk,"metrics[ba=0.943,f1=0.885,p=0.868,r=0.902,brier=0.020]; secondary_metric_anomaly_flag; mode_fragility_flag; secondary_reasons=roc_auc_gt_0_98,specificity_gt_0_98,suspicious_combo_secondary_plus_brier; class=HOLD_FOR_LIMITATION",downgrade
elimination,caregiver_2_3,final_honest_improvement_v1,rf,engineered_compact,none,balanced,0.2799999999999999,0.9454545454545454,1.0,0.9929906542056076,0.9964953271028038,0.97196261682243,0.9975512221423436,0.941642680399478,0.0061910966351909,bueno,0.0007809374886359,PRIMARY_WITH_CAVEAT,caregiver,ACTIVE_MODERATE_CONFIDENCE,no,yes,no,80.3,moderate,secondary metric anomaly,yes,guardian,no,no,no,yes,0.9975512221423436,"roc_auc_gt_0_98,specificity_gt_0_98,brier_very_low,suspicious_combo_secondary_plus_brier",por_confirmar,no,no,no,PRIMARY_WITH_CAVEAT,PRIMARY_WITH_CAVEAT,robust_metrics_blocked_by_unresolved_secondary_anomaly,"metrics[ba=0.996,f1=0.972,p=0.945,r=1.000,brier=0.006]; secondary_metric_anomaly_flag; secondary_reasons=roc_auc_gt_0_98,specificity_gt_0_98,brier_very_low,suspicious_combo_secondary_plus_brier; class=PRIMARY_WITH_CAVEAT",unchanged
elimination,caregiver_full,final_honest_improvement_v1,rf,engineered_compact,none,balanced,0.3249999999999999,0.9454545454545454,1.0,0.9929906542056076,0.9964953271028038,0.97196261682243,0.9974838245866284,0.9433519475427756,0.0064319027372157,bueno,-0.0003872868104295,PRIMARY_WITH_CAVEAT,caregiver,ACTIVE_MODERATE_CONFIDENCE,no,yes,no,80.4,moderate,secondary metric anomaly,yes,guardian,no,no,no,yes,0.9974838245866284,"roc_auc_gt_0_98,specificity_gt_0_98,brier_very_low,suspicious_combo_secondary_plus_brier",por_confirmar,no,no,no,PRIMARY_WITH_CAVEAT,PRIMARY_WITH_CAVEAT,robust_metrics_blocked_by_unresolved_secondary_anomaly,"metrics[ba=0.996,f1=0.972,p=0.945,r=1.000,brier=0.006]; secondary_metric_anomaly_flag; secondary_reasons=roc_auc_gt_0_98,specificity_gt_0_98,brier_very_low,suspicious_combo_secondary_plus_brier; class=PRIMARY_WITH_CAVEAT",unchanged
elimination,psychologist_1_3,boosted_v3,extra_trees,boosted_eng_full,none,balanced,0.4299999999999999,0.9019607843137256,0.9019607843137256,0.9883449883449884,0.9451528863293568,0.9019607843137256,0.9965720553955848,0.9724347146967124,0.0210442838541666,muy_bueno,0.0717119084050609,PRIMARY_WITH_CAVEAT,psychologist,ACTIVE_LIMITED_USE,no,yes,no,59.2,limited,secondary metric anomaly; mode fragility,no,psychologist,no,no,no,yes,0.9965720553955848,"roc_auc_gt_0_98,specificity_gt_0_98,suspicious_combo_secondary_plus_brier",por_confirmar,yes,no,no,PRIMARY_WITH_CAVEAT,HOLD_FOR_LIMITATION,fails_minimum_gate_or_has_strong_risk,"metrics[ba=0.945,f1=0.902,p=0.902,r=0.902,brier=0.021]; secondary_metric_anomaly_flag; mode_fragility_flag; secondary_reasons=roc_auc_gt_0_98,specificity_gt_0_98,suspicious_combo_secondary_plus_brier; class=HOLD_FOR_LIMITATION",downgrade
elimination,psychologist_2_3,final_honest_improvement_v1,rf,engineered_pruned,none,balanced,0.2799999999999999,0.9454545454545454,1.0,0.9929906542056076,0.9964953271028038,0.97196261682243,0.99784327821711,0.966688236695034,0.006443594932588,bueno,-0.0003872868104295,PRIMARY_WITH_CAVEAT,psychologist,ACTIVE_MODERATE_CONFIDENCE,no,yes,no,75.7,moderate,secondary metric anomaly; stress sensitivity,yes,psychologist,no,no,no,yes,0.99784327821711,"roc_auc_gt_0_98,specificity_gt_0_98,brier_very_low,suspicious_combo_secondary_plus_brier",por_confirmar,no,no,no,PRIMARY_WITH_CAVEAT,PRIMARY_WITH_CAVEAT,robust_metrics_blocked_by_unresolved_secondary_anomaly,"metrics[ba=0.996,f1=0.972,p=0.945,r=1.000,brier=0.006]; secondary_metric_anomaly_flag; secondary_reasons=roc_auc_gt_0_98,specificity_gt_0_98,brier_very_low,suspicious_combo_secondary_plus_brier; class=PRIMARY_WITH_CAVEAT",unchanged
elimination,psychologist_full,final_honest_improvement_v1,rf,engineered_compact,none,balanced,0.295,0.9454545454545454,1.0,0.9929906542056076,0.9964953271028038,0.97196261682243,0.9990564342199856,0.9917564458695416,0.0062844913150767,bueno,0.0011700425470017,PRIMARY_WITH_CAVEAT,psychologist,ACTIVE_MODERATE_CONFIDENCE,no,yes,no,81.7,moderate,secondary metric anomaly,yes,psychologist,no,no,no,yes,0.9990564342199856,"roc_auc_gt_0_98,pr_auc_gt_0_98,specificity_gt_0_98,brier_very_low,suspicious_combo_secondary_plus_brier",por_confirmar,no,no,no,PRIMARY_WITH_CAVEAT,PRIMARY_WITH_CAVEAT,robust_metrics_blocked_by_unresolved_secondary_anomaly,"metrics[ba=0.996,f1=0.972,p=0.945,r=1.000,brier=0.006]; secondary_metric_anomaly_flag; secondary_reasons=roc_auc_gt_0_98,pr_auc_gt_0_98,specificity_gt_0_98,brier_very_low,suspicious_combo_secondary_plus_brier; class=PRIMARY_WITH_CAVEAT",unchanged
