domain,mode,source_campaign,model_family,feature_set_id,calibration,threshold_policy,threshold,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,quality_label,overfit_gap_train_val_ba,final_class,config_id,n_features,role,final_operational_class,overfit_flag,generalization_flag,dataset_ease_flag,confidence_pct,confidence_band,operational_caveat,recommended_for_default_use,role_normalized,generalization_risk_flag,overfit_risk_flag,easy_dataset_flag,secondary_metric_anomaly_flag,secondary_metric_peak,secondary_metric_anomaly_reasons,secondary_anomaly_resolution,mode_fragility_flag,shortcut_risk_flag,calibration_concern_flag,legacy_final_class,normalized_final_class,classification_reason_code,classification_rationale,class_transition
anxiety,psychologist_2_3,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,none,f1_ba_conservative,0.5394416137058918,0.8372093023255814,0.8372093023255814,0.964467005076142,0.9008381537008618,0.8372093023255814,0.97339452248849,0.89612205748892,0.1215485431123243,aceptable,0.0134970290796049,HOLD_FOR_LIMITATION,rf_guardrail_very_random,60.0,psychologist,ACTIVE_LIMITED_USE,no,yes,no,63.0,limited,calibration concern; near guardrail,no,psychologist,no,no,no,no,0.97339452248849,none,not_required,yes,no,yes,HOLD_FOR_LIMITATION,HOLD_FOR_LIMITATION,fails_minimum_gate_or_has_strong_risk,"metrics[ba=0.901,f1=0.837,p=0.837,r=0.837,brier=0.122]; mode_fragility_flag; calibration_concern_flag; class=HOLD_FOR_LIMITATION",unchanged
anxiety,psychologist_full,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,none,f1_ba_conservative,0.5279665721525749,0.8676470588235294,0.686046511627907,0.9771573604060914,0.8316019360169992,0.7662337662337663,0.9554952189824106,0.8598799565788883,0.1582824747037536,malo,0.0044760555621139,HOLD_FOR_LIMITATION,rf_guardrail_very_random,151.0,psychologist,ACTIVE_LIMITED_USE,no,yes,no,63.0,limited,calibration concern; near guardrail,no,psychologist,no,no,no,no,0.9771573604060914,none,not_required,yes,no,yes,HOLD_FOR_LIMITATION,HOLD_FOR_LIMITATION,fails_minimum_gate_or_has_strong_risk,"metrics[ba=0.832,f1=0.766,p=0.868,r=0.686,brier=0.158]; mode_fragility_flag; calibration_concern_flag; class=HOLD_FOR_LIMITATION",unchanged
conduct,caregiver_1_3,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,none,recall_target_guard,0.4899999999999999,0.847457627118644,0.9375,0.915625,0.9265625,0.8902077151335311,0.9798046875,0.9551823306213616,0.0578663135437616,bueno,0.0078971203819597,PRIMARY_WITH_CAVEAT,rf_balanced_regularized,20.0,caregiver,ACTIVE_MODERATE_CONFIDENCE,no,yes,no,84.9,moderate,short mode fragile; near guardrail,yes,guardian,no,no,no,no,0.9798046875,none,not_required,yes,no,yes,PRIMARY_WITH_CAVEAT,PRIMARY_WITH_CAVEAT,useful_with_explicit_caveat,"metrics[ba=0.927,f1=0.890,p=0.847,r=0.938,brier=0.058]; mode_fragility_flag; calibration_concern_flag; class=PRIMARY_WITH_CAVEAT",unchanged
conduct,caregiver_2_3,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,none,recall_target_guard,0.5199999999999999,0.8097826086956522,0.93125,0.890625,0.9109375,0.8662790697674418,0.97701171875,0.9555356459496308,0.1324384607101465,bueno,-0.0214286845709823,HOLD_FOR_LIMITATION,rf_guardrail_very_random,49.0,caregiver,ACTIVE_LIMITED_USE,no,yes,no,63.0,limited,calibration concern; near guardrail,no,guardian,no,no,no,no,0.97701171875,none,not_required,yes,no,yes,HOLD_FOR_LIMITATION,HOLD_FOR_LIMITATION,fails_minimum_gate_or_has_strong_risk,"metrics[ba=0.911,f1=0.866,p=0.810,r=0.931,brier=0.132]; mode_fragility_flag; calibration_concern_flag; class=HOLD_FOR_LIMITATION",unchanged
conduct,caregiver_full,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,none,recall_target_guard,0.5499999999999999,0.838150289017341,0.90625,0.9125,0.909375,0.8708708708708709,0.975078125,0.9496409745851444,0.0639605496569439,bueno,-0.0015171327804801,PRIMARY_WITH_CAVEAT,rf_balanced_regularized,47.0,caregiver,ACTIVE_MODERATE_CONFIDENCE,no,yes,no,84.9,moderate,near guardrail,yes,guardian,no,no,no,no,0.975078125,none,not_required,no,no,yes,PRIMARY_WITH_CAVEAT,PRIMARY_WITH_CAVEAT,useful_with_explicit_caveat,"metrics[ba=0.909,f1=0.871,p=0.838,r=0.906,brier=0.064]; calibration_concern_flag; class=PRIMARY_WITH_CAVEAT",unchanged
conduct,psychologist_1_3,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,none,recall_target_guard,0.4599999999999999,0.8388888888888889,0.94375,0.909375,0.9265625,0.888235294117647,0.978828125,0.9555839908013486,0.0589950192283938,bueno,0.0094448813108043,PRIMARY_WITH_CAVEAT,rf_balanced_regularized,27.0,psychologist,ACTIVE_MODERATE_CONFIDENCE,no,yes,no,84.9,moderate,short mode fragile; near guardrail,yes,psychologist,no,no,no,no,0.978828125,none,not_required,yes,no,yes,PRIMARY_WITH_CAVEAT,PRIMARY_WITH_CAVEAT,useful_with_explicit_caveat,"metrics[ba=0.927,f1=0.888,p=0.839,r=0.944,brier=0.059]; mode_fragility_flag; calibration_concern_flag; class=PRIMARY_WITH_CAVEAT",unchanged
conduct,psychologist_2_3,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,none,f1_ba_conservative,0.62,0.8658536585365854,0.8875,0.93125,0.909375,0.8765432098765432,0.9762890625,0.9525368478760669,0.0634952314087904,bueno,-0.0097991177778821,PRIMARY_WITH_CAVEAT,rf_calibrated_regularized,43.0,psychologist,ACTIVE_MODERATE_CONFIDENCE,no,yes,no,84.9,moderate,near guardrail,yes,psychologist,no,no,no,no,0.9762890625,none,not_required,no,no,yes,PRIMARY_WITH_CAVEAT,PRIMARY_WITH_CAVEAT,useful_with_explicit_caveat,"metrics[ba=0.909,f1=0.877,p=0.866,r=0.887,brier=0.063]; calibration_concern_flag; class=PRIMARY_WITH_CAVEAT",unchanged
conduct,psychologist_full,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,none,f1_ba_conservative,0.59,0.8606060606060606,0.8875,0.928125,0.9078125,0.8738461538461538,0.975546875,0.9514690061636442,0.0638266965070053,bueno,-0.0072304045029367,PRIMARY_WITH_CAVEAT,rf_balanced_regularized,56.0,psychologist,ACTIVE_MODERATE_CONFIDENCE,no,yes,no,84.9,moderate,near guardrail,yes,psychologist,no,no,no,no,0.975546875,none,not_required,no,no,yes,PRIMARY_WITH_CAVEAT,PRIMARY_WITH_CAVEAT,useful_with_explicit_caveat,"metrics[ba=0.908,f1=0.874,p=0.861,r=0.887,brier=0.064]; calibration_concern_flag; class=PRIMARY_WITH_CAVEAT",unchanged
depression,caregiver_1_3,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,none,recall_target_guard,0.58,0.8111111111111111,0.8902439024390244,0.957286432160804,0.9237651672999142,0.8488372093023255,0.9775094987130776,0.8476576091976749,0.0563713172310038,aceptable,0.0164824394804862,PRIMARY_WITH_CAVEAT,rf_balanced_regularized,42.0,caregiver,ACTIVE_MODERATE_CONFIDENCE,no,yes,no,83.7,moderate,short mode fragile; near guardrail,yes,guardian,no,no,no,no,0.9775094987130776,none,not_required,yes,no,yes,PRIMARY_WITH_CAVEAT,PRIMARY_WITH_CAVEAT,useful_with_explicit_caveat,"metrics[ba=0.924,f1=0.849,p=0.811,r=0.890,brier=0.056]; mode_fragility_flag; calibration_concern_flag; class=PRIMARY_WITH_CAVEAT",unchanged
depression,caregiver_2_3,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,none,recall_target_guard,0.58,0.7894736842105263,0.9146341463414634,0.949748743718593,0.9321914450300282,0.847457627118644,0.9769273195244514,0.8443997129407212,0.0590826149576861,aceptable,0.0352205230161628,PRIMARY_WITH_CAVEAT,rf_calibrated_regularized,69.0,caregiver,ACTIVE_MODERATE_CONFIDENCE,no,yes,no,84.9,moderate,near guardrail,yes,guardian,no,no,no,no,0.9769273195244514,none,not_required,no,no,yes,PRIMARY_WITH_CAVEAT,PRIMARY_WITH_CAVEAT,useful_with_explicit_caveat,"metrics[ba=0.932,f1=0.847,p=0.789,r=0.915,brier=0.059]; calibration_concern_flag; class=PRIMARY_WITH_CAVEAT",unchanged
depression,caregiver_full,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,isotonic,recall_target_guard,0.4699999999999999,0.8089887640449438,0.8780487804878049,0.957286432160804,0.9176676063243044,0.8421052631578947,0.9747824488295134,0.8627960639110135,0.0415852128828982,aceptable,0.0217140872423833,PRIMARY_WITH_CAVEAT,rf_calibrated_regularized,27.0,caregiver,ACTIVE_MODERATE_CONFIDENCE,no,yes,no,84.9,moderate,near guardrail,yes,guardian,no,no,no,no,0.9747824488295134,none,not_required,no,no,no,PRIMARY_WITH_CAVEAT,PRIMARY_WITH_CAVEAT,useful_with_explicit_caveat,"metrics[ba=0.918,f1=0.842,p=0.809,r=0.878,brier=0.042]; class=PRIMARY_WITH_CAVEAT",unchanged
depression,psychologist_1_3,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,none,max_f1_precision_guard,0.5499999999999999,0.8131868131868132,0.902439024390244,0.957286432160804,0.929862728275524,0.8554913294797688,0.9770498835641622,0.864188384932249,0.0506447365643547,aceptable,0.0279242222052653,PRIMARY_WITH_CAVEAT,rf_recall_guarded,11.0,psychologist,ACTIVE_MODERATE_CONFIDENCE,no,yes,no,84.3,moderate,short mode fragile; near guardrail,yes,psychologist,no,no,no,no,0.9770498835641622,none,not_required,yes,no,yes,PRIMARY_WITH_CAVEAT,PRIMARY_WITH_CAVEAT,useful_with_explicit_caveat,"metrics[ba=0.930,f1=0.855,p=0.813,r=0.902,brier=0.051]; mode_fragility_flag; calibration_concern_flag; class=PRIMARY_WITH_CAVEAT",unchanged
depression,psychologist_2_3,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,none,recall_target_guard,0.57,0.8222222222222222,0.902439024390244,0.9597989949748744,0.9311190096825592,0.8604651162790697,0.9774788577031498,0.8457591170679615,0.0546991970517486,bueno,0.038150444590562,PRIMARY_WITH_CAVEAT,rf_calibrated_regularized,83.0,psychologist,ACTIVE_MODERATE_CONFIDENCE,no,yes,no,84.9,moderate,near guardrail,yes,psychologist,no,no,no,no,0.9774788577031498,none,not_required,no,no,yes,PRIMARY_WITH_CAVEAT,PRIMARY_WITH_CAVEAT,useful_with_explicit_caveat,"metrics[ba=0.931,f1=0.860,p=0.822,r=0.902,brier=0.055]; calibration_concern_flag; class=PRIMARY_WITH_CAVEAT",unchanged
depression,psychologist_full,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,sigmoid,recall_target_guard,0.3627106869338548,0.7849462365591398,0.8902439024390244,0.949748743718593,0.9199963230788086,0.8342857142857143,0.9717183478367446,0.8245791776503679,0.0487516434420852,aceptable,0.0419265384154852,PRIMARY_WITH_CAVEAT,rf_calibrated_regularized,150.0,psychologist,ACTIVE_MODERATE_CONFIDENCE,no,yes,no,84.8,moderate,near guardrail,yes,psychologist,no,no,no,no,0.9717183478367446,none,not_required,no,no,no,PRIMARY_WITH_CAVEAT,PRIMARY_WITH_CAVEAT,useful_with_explicit_caveat,"metrics[ba=0.920,f1=0.834,p=0.785,r=0.890,brier=0.049]; class=PRIMARY_WITH_CAVEAT",unchanged
elimination,caregiver_1_3,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,none,f1_ba_conservative,0.72,0.7931034482758621,0.8846153846153846,0.97196261682243,0.9282890007189072,0.8363636363636363,0.9563039180445724,0.889206555569716,0.0758135121059582,aceptable,-0.0101655151547581,REJECT_AS_PRIMARY,rf_guardrail_randomized,4.0,caregiver,ACTIVE_LIMITED_USE,no,yes,no,63.0,limited,short mode fragile; near guardrail,no,guardian,no,no,no,no,0.97196261682243,none,not_required,yes,yes,yes,REJECT_AS_PRIMARY,REJECT_AS_PRIMARY,hard_blocker_easy_or_shortcut,"metrics[ba=0.928,f1=0.836,p=0.793,r=0.885,brier=0.076]; mode_fragility_flag; shortcut_risk_flag; calibration_concern_flag; class=REJECT_AS_PRIMARY",unchanged
elimination,caregiver_2_3,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,none,f1_ba_conservative,0.58,0.7666666666666667,0.8846153846153846,0.9672897196261684,0.9259525521207764,0.8214285714285714,0.9508896477354422,0.8606195074052196,0.1324794453750367,aceptable,-0.0058928265110835,HOLD_FOR_LIMITATION,rf_guardrail_randomized,7.0,caregiver,ACTIVE_LIMITED_USE,no,yes,no,63.0,limited,calibration concern,no,guardian,no,no,no,no,0.9672897196261684,none,not_required,yes,no,yes,HOLD_FOR_LIMITATION,HOLD_FOR_LIMITATION,fails_minimum_gate_or_has_strong_risk,"metrics[ba=0.926,f1=0.821,p=0.767,r=0.885,brier=0.132]; mode_fragility_flag; calibration_concern_flag; class=HOLD_FOR_LIMITATION",unchanged
elimination,caregiver_full,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,isotonic,max_f1_precision_guard,0.62,0.7352941176470589,0.9615384615384616,0.9579439252336448,0.9597411933860532,0.8333333333333334,0.9782755212077642,0.7453696641138292,0.0294874490095401,aceptable,0.0188562101558937,HOLD_FOR_LIMITATION,rf_calibrated_regularized,9.0,caregiver,ACTIVE_LIMITED_USE,no,yes,no,63.0,limited,low precision; near guardrail,no,guardian,no,no,no,no,0.9782755212077642,none,not_required,yes,no,no,HOLD_FOR_LIMITATION,HOLD_FOR_LIMITATION,fails_minimum_gate_or_has_strong_risk,"metrics[ba=0.960,f1=0.833,p=0.735,r=0.962,brier=0.029]; mode_fragility_flag; class=HOLD_FOR_LIMITATION",unchanged
elimination,psychologist_1_3,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,isotonic,f1_ba_conservative,0.7629906025428413,0.7272727272727273,0.9230769230769232,0.9579439252336448,0.940510424155284,0.8135593220338984,0.9791292235801582,0.7475775360417276,0.0310894869692797,aceptable,-0.0037873788688188,HOLD_FOR_LIMITATION,rf_calibrated_regularized,5.0,psychologist,ACTIVE_LIMITED_USE,no,yes,no,63.0,limited,short mode fragile; low precision; near guardrail,no,psychologist,no,no,no,no,0.9791292235801582,none,not_required,yes,no,no,HOLD_FOR_LIMITATION,HOLD_FOR_LIMITATION,fails_minimum_gate_or_has_strong_risk,"metrics[ba=0.941,f1=0.814,p=0.727,r=0.923,brier=0.031]; mode_fragility_flag; class=HOLD_FOR_LIMITATION",unchanged
elimination,psychologist_2_3,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,none,f1_ba_conservative,0.8799999999999999,0.7538461538461538,0.9423076923076924,0.9626168224299064,0.9524622573687994,0.8376068376068376,0.9776464773544212,0.6970361089101744,0.0362578171802471,aceptable,-0.0069511505809776,PRIMARY_WITH_CAVEAT,rf_calibrated_regularized,9.0,psychologist,ACTIVE_MODERATE_CONFIDENCE,no,yes,no,84.9,moderate,near guardrail,yes,psychologist,no,no,no,no,0.9776464773544212,none,not_required,no,no,no,PRIMARY_WITH_CAVEAT,PRIMARY_WITH_CAVEAT,useful_with_explicit_caveat,"metrics[ba=0.952,f1=0.838,p=0.754,r=0.942,brier=0.036]; class=PRIMARY_WITH_CAVEAT",unchanged
elimination,psychologist_full,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,isotonic,recall_target_guard,0.6799999999999999,0.746268656716418,0.9615384615384616,0.9602803738317756,0.9609094176851186,0.8403361344537815,0.9795111430625448,0.7669546564992382,0.0295704570992494,aceptable,0.0151783547824928,PRIMARY_WITH_CAVEAT,rf_calibrated_regularized,12.0,psychologist,ACTIVE_MODERATE_CONFIDENCE,no,yes,no,84.8,moderate,low precision; near guardrail,yes,psychologist,no,no,no,no,0.9795111430625448,none,not_required,no,no,no,PRIMARY_WITH_CAVEAT,PRIMARY_WITH_CAVEAT,useful_with_explicit_caveat,"metrics[ba=0.961,f1=0.840,p=0.746,r=0.962,brier=0.030]; class=PRIMARY_WITH_CAVEAT",unchanged
